surah,verse,surah_type,addressees,arabic,english
62,9,medinan,O_believers,يا أيها الذين آمنوا إذا نودي للصلاة من يوم الجمعة فاسعوا إلى ذكر الله وذروا البيع ۚ ذلكم خير لكم إن كنتم تعلمون,"O you who have believed, when [the adhan] is called for the prayer on the day of Jumu'ah [Friday], then proceed to the remembrance of Allah and leave trade. That is better for you, if you only knew."
63,9,medinan,O_believers,يا أيها الذين آمنوا لا تلهكم أموالكم ولا أولادكم عن ذكر الله ۚ ومن يفعل ذلك فأولئك هم الخاسرون,"O you who have believed, let not your wealth and your children divert you from remembrance of Allah. And whoever does that - then those are the losers."
64,14,medinan,O_believers,يا أيها الذين آمنوا إن من أزواجكم وأولادكم عدوا لكم فاحذروهم ۚ وإن تعفوا وتصفحوا وتغفروا فإن الله غفور رحيم,"O you who have believed, indeed, among your wives and your children are enemies to you, so beware of them. But if you pardon and overlook and forgive - then indeed, Allah is Forgiving and Merciful."
65,1,medinan,O_Prophet,يا أيها النبي إذا طلقتم النساء فطلقوهن لعدتهن وأحصوا العدة ۖ واتقوا الله ربكم ۖ لا تخرجوهن من بيوتهن ولا يخرجن إلا أن يأتين بفاحشة مبينة ۚ وتلك حدود الله ۚ ومن يتعد حدود الله فقد ظلم نفسه ۚ لا تدري لعل الله يحدث بعد ذلك أمرا,"O Prophet, when you [Muslims] divorce women, divorce them for [the commencement of] their waiting period and keep count of the waiting period, and fear Allah, your Lord. Do not turn them out of their [husbands'] houses, nor should they [themselves] leave [during that period] unless they are committing a clear immorality. And those are the limits [set by] Allah. And whoever transgresses the limits of Allah has certainly wronged himself. You know not; perhaps Allah will bring about after that a [different] matter."
65,10,medinan,O_people_of_understanding,أعد الله لهم عذابا شديدا ۖ فاتقوا الله يا أولي الألباب الذين آمنوا ۚ قد أنزل الله إليكم ذكرا,"Allah has prepared for them a severe punishment; so fear Allah, O you of understanding who have believed. Allah has sent down to you the Qur'an."
66,1,medinan,O_Prophet,يا أيها النبي لم تحرم ما أحل الله لك ۖ تبتغي مرضات أزواجك ۚ والله غفور رحيم,"O Prophet, why do you prohibit [yourself from] what Allah has made lawful for you, seeking the approval of your wives? And Allah is Forgiving and Merciful."
66,6,medinan,O_believers,يا أيها الذين آمنوا قوا أنفسكم وأهليكم نارا وقودها الناس والحجارة عليها ملائكة غلاظ شداد لا يعصون الله ما أمرهم ويفعلون ما يؤمرون,"O you who have believed, protect yourselves and your families from a Fire whose fuel is people and stones, over which are [appointed] angels, harsh and severe; they do not disobey Allah in what He commands them but do what they are commanded."
66,8,medinan,O_believers,يا أيها الذين آمنوا توبوا إلى الله توبة نصوحا عسى ربكم أن يكفر عنكم سيئاتكم ويدخلكم جنات تجري من تحتها الأنهار يوم لا يخزي الله النبي والذين آمنوا معه ۖ نورهم يسعى بين أيديهم وبأيمانهم يقولون ربنا أتمم لنا نورنا واغفر لنا ۖ إنك على كل شيء قدير,"O you who have believed, repent to Allah with sincere repentance. Perhaps your Lord will remove from you your misdeeds and admit you into gardens beneath which rivers flow [on] the Day when Allah will not disgrace the Prophet and those who believed with him. Their light will proceed before them and on their right; they will say, ""Our Lord, perfect for us our light and forgive us. Indeed, You are over all things competent."""
66,9,medinan,O_Prophet,يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ۚ ومأواهم جهنم ۖ وبئس المصير,"O Prophet, strive against the disbelievers and the hypocrites and be harsh upon them. And their refuge is Hell, and wretched is the destination."
68,31,meccan,O_woe_LAMENT,قالوا يا ويلنا إنا كنا طاغين,"They said, ""O woe to us; indeed we were transgressors."
69,25,meccan,O_would_that_LAMENT,وأما من أوتي كتابه بشماله فيقول يا ليتني لم أوت كتابيه,"But as for he who is given his record in his left hand, he will say, ""Oh, I wish I had not been given my record"
69,27,meccan,O_would_that_LAMENT,يا ليتها كانت القاضية,I wish my death had been the decisive one.
71,2,meccan,O_my_people,قال يا قوم إني لكم نذير مبين,"He said, ""O my people, indeed I am to you a clear warner,"
73,1,meccan,O_Muzzammil,يا أيها المزمل,"O you who wraps himself [in clothing],"
74,1,meccan,O_Muddaththir,يا أيها المدثر,"O you who covers himself [with a garment],"
78,40,meccan,O_would_that_LAMENT,إنا أنذرناكم عذابا قريبا يوم ينظر المرء ما قدمت يداه ويقول الكافر يا ليتني كنت ترابا,"Indeed, We have warned you of a near punishment on the Day when a man will observe what his hands have put forth and the disbeliever will say, ""Oh, I wish that I were dust!"""
82,6,meccan,O_Human,يا أيها الإنسان ما غرك بربك الكريم,"O mankind, what has deceived you concerning your Lord, the Generous,"
84,6,meccan,O_Human,يا أيها الإنسان إنك كادح إلى ربك كدحا فملاقيه,"O mankind, indeed you are laboring toward your Lord with [great] exertion and will meet it."
89,24,meccan,O_would_that_LAMENT,يقول يا ليتني قدمت لحياتي,"He will say, ""Oh, I wish I had sent ahead [some good] for my life."""
89,27,meccan,O_soul_FEM,يا أيتها النفس المطمئنة,"[To the righteous it will be said], ""O reassured soul,"
109,1,meccan,O_disbelievers,قل يا أيها الكافرون,"Say, ""O disbelievers,"
