count,kind,item_buck,item_arabic,pos_summary,sample_translations
75,root,klm,كلم,,"Then Adam received from his Lord [some] words, and He accepted his repentance. Indeed, it is He who is the Accepting of repentance, the Merciful. || Do you covet [the hope, O believers], that they would believe for you while a party of them used to hear the words of Allah and then distort the Torah "
75,root,$kr,شكر,,Then We forgave you after that so perhaps you would be grateful. || Then We revived you after your death that perhaps you would be grateful.
74,lemma,xa`lid,خَٰلِد,N:74,"And give good tidings to those who believe and do righteous deeds that they will have gardens [in Paradise] beneath which rivers flow. Whenever they are provided with a provision of fruit therefrom, they will say, ""This is what we were provided with before."" And it is given to them in likeness. And "
74,lemma,firoEawon,فِرْعَوْن,PN:74,"And [recall] when We saved your forefathers from the people of Pharaoh, who afflicted you with the worst torment, slaughtering your [newborn] sons and keeping your females alive. And in that was a great trial from your Lord. || And [recall] when We parted the sea for you and saved you and drowned th"
74,lemma,>aHad,أَحَد,N:74,"And you will surely find them the most greedy of people for life - [even] more than those who associate others with Allah. One of them wishes that he could be granted life a thousand years, but it would not remove him in the least from the [coming] punishment that he should be granted life. And Alla"
73,lemma,Ea`lamiyn,عَٰلَمِين,N:73,"[All] praise is [due] to Allah, Lord of the worlds - || O Children of Israel, remember My favor that I have bestowed upon you and that I preferred you over the worlds."
73,lemma,la`kin,لَٰكِن,"AMD:65,ACC:8","Unquestionably, it is they who are the corrupters, but they perceive [it] not. || And when it is said to them, ""Believe as the people have believed,"" they say, ""Should we believe as the foolish have believed?"" Unquestionably, it is they who are the foolish, but they know [it] not."
73,lemma,jazaY`,جَزَىٰ,V:73,"And fear a Day when no soul will suffice for another soul at all, nor will intercession be accepted from it, nor will compensation be taken from it, nor will they be aided. || And fear a Day when no soul will suffice for another soul at all, and no compensation will be accepted from it, nor will any"
73,root,bAs,باس,,How wretched is that for which they sold themselves - that they would disbelieve in what Allah has revealed through [their] outrage that Allah would send down His favor upon whom He wills from among His servants. So they returned having [earned] wrath upon wrath. And for the disbelievers is a humili
73,root,rDw,رضو,,"And never will the Jews or the Christians approve of you until you follow their religion. Say, ""Indeed, the guidance of Allah is the [only] guidance."" If you were to follow their desires after what has come to you of knowledge, you would have against Allah no protector or helper. || We have certainl"
73,root,byt,بيت,,"And [mention] when We made the House a place of return for the people and [a place of] security. And take, [O believers], from the standing place of Abraham a place of prayer. And We charged Abraham and Ishmael, [saying], ""Purify My House for those who perform Tawaf and those who are staying [there]"
73,root,rjl,رجل,,"Divorced women remain in waiting for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to the wives is sim"
73,root,gny,غني,,"Kind speech and forgiveness are better than charity followed by injury. And Allah is Free of need and Forbearing. || O you who have believed, spend from the good things which you have earned and from that which We have produced for you from the earth. And do not aim toward the defective therefrom, s"
72,lemma,>aliym,أَلِيم,ADJ:72,"In their hearts is disease, so Allah has increased their disease; and for them is a painful punishment because they [habitually] used to lie. || O you who have believed, say not [to Allah 's Messenger], ""Ra'ina"" but say, ""Unthurna"" and listen. And for the disbelievers is a painful punishment."
72,lemma,wajoh,وَجْه,"N:71,T:1","Yes [on the contrary], whoever submits his face in Islam to Allah while being a doer of good will have his reward with his Lord. And no fear will there be concerning them, nor will they grieve. || And to Allah belongs the east and the west. So wherever you [might] turn, there is the Face of Allah. I"
72,lemma,>aTaAEa,أَطَاعَ,V:72,"The Messenger has believed in what was revealed to him from his Lord, and [so have] the believers. All of them have believed in Allah and His angels and His books and His messengers, [saying], ""We make no distinction between any of His messengers."" And they say, ""We hear and we obey. [We seek] Your "
72,lemma,>awoHaY`^,أَوْحَىٰ^,V:72,"That is from the news of the unseen which We reveal to you, [O Muhammad]. And you were not with them when they cast their pens as to which of them should be responsible for Mary. Nor were you with them when they disputed. || Indeed, We have revealed to you, [O Muhammad], as We revealed to Noah and t"
71,lemma,<insa`n,إِنسَٰن,N:71,"And [recall] when Moses prayed for water for his people, so We said, ""Strike with your staff the stone."" And there gushed forth from it twelve springs, and every people knew its watering place. ""Eat and drink from the provision of Allah, and do not commit abuse on the earth, spreading corruption."" |"
71,lemma,bay~inap,بَيِّنَة,"N:55,ADJ:16","And We did certainly give Moses the Torah and followed up after him with messengers. And We gave Jesus, the son of Mary, clear proofs and supported him with the Pure Spirit. But is it [not] that every time a messenger came to you, [O Children of Israel], with what your souls did not desire, you were"
71,lemma,>a$oraka,أَشْرَكَ,V:71,"And you will surely find them the most greedy of people for life - [even] more than those who associate others with Allah. One of them wishes that he could be granted life a thousand years, but it would not remove him in the least from the [coming] punishment that he should be granted life. And Alla"
