surah_id,verse_id,n_letters,abjad_total,text
42,14,105,7711,وما تفرقوا إلا من بعد ما جاءهم العلم بغيا بينهم ۚ ولولا كلمة سبقت من ربك إلى أجل مسمى لقضي بينهم ۚ وإن الذين أورثوا الكتاب من بعدهم لفي شك منه مريب
42,15,138,7690,فلذلك فادع ۖ واستقم كما أمرت ۖ ولا تتبع أهواءهم ۖ وقل آمنت بما أنزل الله من كتاب ۖ وأمرت لأعدل بينكم ۖ الله ربنا وربكم ۖ لنا أعمالنا ولكم أعمالكم ۖ لا حجة بيننا وبينكم ۖ الله يجمع بيننا ۖ وإليه المصير
42,16,70,6524,والذين يحاجون في الله من بعد ما استجيب له حجتهم داحضة عند ربهم وعليهم غضب ولهم عذاب شديد
42,17,50,2529,الله الذي أنزل الكتاب بالحق والميزان ۗ وما يدريك لعل الساعة قريب
42,18,90,6038,يستعجل بها الذين لا يؤمنون بها ۖ والذين آمنوا مشفقون منها ويعلمون أنها الحق ۗ ألا إن الذين يمارون في الساعة لفي ضلال بعيد
42,19,37,1286,الله لطيف بعباده يرزق من يشاء ۖ وهو القوي العزيز
42,20,70,5814,من كان يريد حرث الآخرة نزد له في حرثه ۖ ومن كان يريد حرث الدنيا نؤته منها وما له في الآخرة من نصيب
42,21,78,5904,أم لهم شركاء شرعوا لهم من الدين ما لم يأذن به الله ۚ ولولا كلمة الفصل لقضي بينهم ۗ وإن الظالمين لهم عذاب أليم
42,22,104,9062,ترى الظالمين مشفقين مما كسبوا وهو واقع بهم ۗ والذين آمنوا وعملوا الصالحات في روضات الجنات ۖ لهم ما يشاءون عند ربهم ۚ ذلك هو الفضل الكبير
42,23,109,8161,ذلك الذي يبشر الله عباده الذين آمنوا وعملوا الصالحات ۗ قل لا أسألكم عليه أجرا إلا المودة في القربى ۗ ومن يقترف حسنة نزد له فيها حسنا ۚ إن الله غفور شكور
42,24,84,6223,أم يقولون افترى على الله كذبا ۖ فإن يشإ الله يختم على قلبك ۗ ويمح الله الباطل ويحق الحق بكلماته ۚ إنه عليم بذات الصدور
42,25,49,3168,وهو الذي يقبل التوبة عن عباده ويعفو عن السيئات ويعلم ما تفعلون
42,26,63,4740,ويستجيب الذين آمنوا وعملوا الصالحات ويزيدهم من فضله ۚ والكافرون لهم عذاب شديد
42,27,65,4903,۞ ولو بسط الله الرزق لعباده لبغوا في الأرض ولكن ينزل بقدر ما يشاء ۚ إنه بعباده خبير بصير
42,28,52,4175,وهو الذي ينزل الغيث من بعد ما قنطوا وينشر رحمته ۚ وهو الولي الحميد
42,29,57,5201,ومن آياته خلق السماوات والأرض وما بث فيهما من دابة ۚ وهو على جمعهم إذا يشاء قدير
42,30,38,2143,وما أصابكم من مصيبة فبما كسبت أيديكم ويعفو عن كثير
42,31,46,2716,وما أنتم بمعجزين في الأرض ۖ وما لكم من دون الله من ولي ولا نصير
42,32,27,1276,ومن آياته الجوار في البحر كالأعلام
42,33,50,5520,إن يشأ يسكن الريح فيظللن رواكد على ظهره ۚ إن في ذلك لآيات لكل صبار شكور
42,34,25,1327,أو يوبقهن بما كسبوا ويعف عن كثير
42,35,35,1957,ويعلم الذين يجادلون في آياتنا ما لهم من محيص
42,36,67,5061,فما أوتيتم من شيء فمتاع الحياة الدنيا ۖ وما عند الله خير وأبقى للذين آمنوا وعلى ربهم يتوكلون
42,37,47,6492,والذين يجتنبون كبائر الإثم والفواحش وإذا ما غضبوا هم يغفرون
42,38,60,3544,والذين استجابوا لربهم وأقاموا الصلاة وأمرهم شورى بينهم ومما رزقناهم ينفقون
42,39,27,3530,والذين إذا أصابهم البغي هم ينتصرون
42,40,48,2810,وجزاء سيئة سيئة مثلها ۖ فمن عفا وأصلح فأجره على الله ۚ إنه لا يحب الظالمين
42,41,33,2442,ولمن انتصر بعد ظلمه فأولئك ما عليهم من سبيل
42,42,60,6823,إنما السبيل على الذين يظلمون الناس ويبغون في الأرض بغير الحق ۚ أولئك لهم عذاب أليم
42,43,26,3018,ولمن صبر وغفر إن ذلك لمن عزم الأمور
42,44,68,4948,ومن يضلل الله فما له من ولي من بعده ۗ وترى الظالمين لما رأوا العذاب يقولون هل إلى مرد من سبيل
42,45,116,12521,وتراهم يعرضون عليها خاشعين من الذل ينظرون من طرف خفي ۗ وقال الذين آمنوا إن الخاسرين الذين خسروا أنفسهم وأهليهم يوم القيامة ۗ ألا إن الظالمين في عذاب مقيم
42,46,54,2377,وما كان لهم من أولياء ينصرونهم من دون الله ۗ ومن يضلل الله فما له من سبيل
42,47,64,3546,استجيبوا لربكم من قبل أن يأتي يوم لا مرد له من الله ۚ ما لكم من ملجإ يومئذ وما لكم من نكير
42,48,99,8501,فإن أعرضوا فما أرسلناك عليهم حفيظا ۖ إن عليك إلا البلاغ ۗ وإنا إذا أذقنا الإنسان منا رحمة فرح بها ۖ وإن تصبهم سيئة بما قدمت أيديهم فإن الإنسان كفور
42,49,57,5234,لله ملك السماوات والأرض ۚ يخلق ما يشاء ۚ يهب لمن يشاء إناثا ويهب لمن يشاء الذكور
42,50,43,2867,أو يزوجهم ذكرانا وإناثا ۖ ويجعل من يشاء عقيما ۚ إنه عليم قدير
42,51,69,3313,۞ وما كان لبشر أن يكلمه الله إلا وحيا أو من وراء حجاب أو يرسل رسولا فيوحي بإذنه ما يشاء ۚ إنه علي حكيم
42,52,101,6058,وكذلك أوحينا إليك روحا من أمرنا ۚ ما كنت تدري ما الكتاب ولا الإيمان ولكن جعلناه نورا نهدي به من نشاء من عبادنا ۚ وإنك لتهدي إلى صراط مستقيم
42,53,51,4084,صراط الله الذي له ما في السماوات وما في الأرض ۗ ألا إلى الله تصير الأمور
43,1,2,48,حم
43,2,13,593,والكتاب المبين
43,3,28,1690,إنا جعلناه قرآنا عربيا لعلكم تعقلون
43,4,25,958,وإنه في أم الكتاب لدينا لعلي حكيم
43,5,33,3589,أفنضرب عنكم الذكر صفحا أن كنتم قوما مسرفين
43,6,21,776,وكم أرسلنا من نبي في الأولين
43,7,29,1318,وما يأتيهم من نبي إلا كانوا به يستهزئون
43,8,28,2480,فأهلكنا أشد منهم بطشا ومضى مثل الأولين
43,9,49,4334,ولئن سألتهم من خلق السماوات والأرض ليقولن خلقهن العزيز العليم
43,10,44,3458,الذي جعل لكم الأرض مهدا وجعل لكم فيها سبلا لعلكم تهتدون
43,11,46,4607,والذي نزل من السماء ماء بقدر فأنشرنا به بلدة ميتا ۚ كذلك تخرجون
43,12,47,2948,والذي خلق الأزواج كلها وجعل لكم من الفلك والأنعام ما تركبون
43,13,81,9802,لتستووا على ظهوره ثم تذكروا نعمة ربكم إذا استويتم عليه وتقولوا سبحان الذي سخر لنا هذا وما كنا له مقرنين
43,14,16,648,وإنا إلى ربنا لمنقلبون
43,15,34,1014,وجعلوا له من عباده جزءا ۚ إن الإنسان لكفور مبين
43,16,29,3397,أم اتخذ مما يخلق بنات وأصفاكم بالبنين
43,17,44,5287,وإذا بشر أحدهم بما ضرب للرحمن مثلا ظل وجهه مسودا وهو كظيم
43,18,31,2806,أومن ينشأ في الحلية وهو في الخصام غير مبين
43,19,61,4922,وجعلوا الملائكة الذين هم عباد الرحمن إناثا ۚ أشهدوا خلقهم ۚ ستكتب شهادتهم ويسألون
43,20,50,3203,وقالوا لو شاء الرحمن ما عبدناهم ۗ ما لهم بذلك من علم ۖ إن هم إلا يخرصون
43,21,31,2005,أم آتيناهم كتابا من قبله فهم به مستمسكون
43,22,37,1887,بل قالوا إنا وجدنا آباءنا على أمة وإنا على آثارهم مهتدون
43,23,71,5556,وكذلك ما أرسلنا من قبلك في قرية من نذير إلا قال مترفوها إنا وجدنا آباءنا على أمة وإنا على آثارهم مقتدون
43,24,52,2685,۞ قال أولو جئتكم بأهدى مما وجدتم عليه آباءكم ۖ قالوا إنا بما أرسلتم به كافرون
43,25,35,3295,فانتقمنا منهم ۖ فانظر كيف كان عاقبة المكذبين
43,26,35,2225,وإذ قال إبراهيم لأبيه وقومه إنني براء مما تعبدون
43,27,20,1395,إلا الذي فطرني فإنه سيهدين
43,28,30,1099,وجعلها كلمة باقية في عقبه لعلهم يرجعون
43,29,33,2032,بل متعت هؤلاء وآباءهم حتى جاءهم الحق ورسول مبين
43,30,34,1798,ولما جاءهم الحق قالوا هذا سحر وإنا به كافرون
43,31,40,3629,وقالوا لولا نزل هذا القرآن على رجل من القريتين عظيم
43,32,109,12085,أهم يقسمون رحمت ربك ۚ نحن قسمنا بينهم معيشتهم في الحياة الدنيا ۚ ورفعنا بعضهم فوق بعض درجات ليتخذ بعضهم بعضا سخريا ۗ ورحمت ربك خير مما يجمعون
43,33,72,4666,ولولا أن يكون الناس أمة واحدة لجعلنا لمن يكفر بالرحمن لبيوتهم سقفا من فضة ومعارج عليها يظهرون
43,34,28,1580,ولبيوتهم أبوابا وسررا عليها يتكئون
43,35,49,4321,وزخرفا ۚ وإن كل ذلك لما متاع الحياة الدنيا ۚ والآخرة عند ربك للمتقين
43,36,38,3697,ومن يعش عن ذكر الرحمن نقيض له شيطانا فهو له قرين
43,37,36,1331,وإنهم ليصدونهم عن السبيل ويحسبون أنهم مهتدون
43,38,45,3246,حتى إذا جاءنا قال يا ليت بيني وبينك بعد المشرقين فبئس القرين
43,39,38,4573,ولن ينفعكم اليوم إذ ظلمتم أنكم في العذاب مشتركون
43,40,37,3057,أفأنت تسمع الصم أو تهدي العمي ومن كان في ضلال مبين
43,41,24,1902,فإما نذهبن بك فإنا منهم منتقمون
43,42,32,2339,أو نرينك الذي وعدناهم فإنا عليهم مقتدرون
43,43,32,2608,فاستمسك بالذي أوحي إليك ۖ إنك على صراط مستقيم
43,44,24,1961,وإنه لذكر لك ولقومك ۖ وسوف تسألون
43,45,48,2011,واسأل من أرسلنا من قبلك من رسلنا أجعلنا من دون الرحمن آلهة يعبدون
43,46,48,2569,ولقد أرسلنا موسى بآياتنا إلى فرعون وملئه فقال إني رسول رب العالمين
43,47,28,2400,فلما جاءهم بآياتنا إذا هم منها يضحكون
43,48,49,4538,وما نريهم من آية إلا هي أكبر من أختها ۖ وأخذناهم بالعذاب لعلهم يرجعون
43,49,45,1750,وقالوا يا أيه الساحر ادع لنا ربك بما عهد عندك إننا لمهتدون
43,50,29,2953,فلما كشفنا عنهم العذاب إذا هم ينكثون
43,51,63,4939,ونادى فرعون في قومه قال يا قوم أليس لي ملك مصر وهذه الأنهار تجري من تحتي ۖ أفلا تبصرون
43,52,32,2698,أم أنا خير من هذا الذي هو مهين ولا يكاد يبين
43,53,39,2562,فلولا ألقي عليه أسورة من ذهب أو جاء معه الملائكة مقترنين
43,54,34,2164,فاستخف قومه فأطاعوه ۚ إنهم كانوا قوما فاسقين
43,55,33,2774,فلما آسفونا انتقمنا منهم فأغرقناهم أجمعين
43,56,23,1947,فجعلناهم سلفا ومثلا للآخرين
43,57,32,3115,۞ ولما ضرب ابن مريم مثلا إذا قومك منه يصدون
43,58,44,3673,وقالوا أآلهتنا خير أم هو ۚ ما ضربوه لك إلا جدلا ۚ بل هم قوم خصمون
43,59,37,1623,إن هو إلا عبد أنعمنا عليه وجعلناه مثلا لبني إسرائيل
43,60,32,2715,ولو نشاء لجعلنا منكم ملائكة في الأرض يخلفون
43,61,43,3822,وإنه لعلم للساعة فلا تمترن بها واتبعون ۚ هذا صراط مستقيم
43,62,28,979,ولا يصدنكم الشيطان ۖ إنه لكم عدو مبين
43,63,73,5783,ولما جاء عيسى بالبينات قال قد جئتكم بالحكمة ولأبين لكم بعض الذي تختلفون فيه ۖ فاتقوا الله وأطيعون
43,64,35,2431,إن الله هو ربي وربكم فاعبدوه ۚ هذا صراط مستقيم
43,65,45,4359,فاختلف الأحزاب من بينهم ۖ فويل للذين ظلموا من عذاب يوم أليم
43,66,35,4469,هل ينظرون إلا الساعة أن تأتيهم بغتة وهم لا يشعرون
43,67,30,3979,الأخلاء يومئذ بعضهم لبعض عدو إلا المتقين
43,68,33,2110,يا عباد لا خوف عليكم اليوم ولا أنتم تحزنون
43,69,27,1666,الذين آمنوا بآياتنا وكانوا مسلمين
43,70,26,1965,ادخلوا الجنة أنتم وأزواجكم تحبرون
43,71,65,5332,يطاف عليهم بصحاف من ذهب وأكواب ۖ وفيها ما تشتهيه الأنفس وتلذ الأعين ۖ وأنتم فيها خالدون
43,72,33,3288,وتلك الجنة التي أورثتموها بما كنتم تعملون
43,73,24,1624,لكم فيها فاكهة كثيرة منها تأكلون
43,74,25,2076,إن المجرمين في عذاب جهنم خالدون
43,75,22,1220,لا يفتر عنهم وهم فيه مبلسون
43,76,29,2404,وما ظلمناهم ولكن كانوا هم الظالمين
43,77,36,2351,ونادوا يا مالك ليقض علينا ربك ۖ قال إنكم ماكثون
43,78,32,1725,لقد جئناكم بالحق ولكن أكثركم للحق كارهون
43,79,18,999,أم أبرموا أمرا فإنا مبرمون
43,80,45,1850,أم يحسبون أنا لا نسمع سرهم ونجواهم ۚ بلى ورسلنا لديهم يكتبون
43,81,28,984,قل إن كان للرحمن ولد فأنا أول العابدين
43,82,35,3049,سبحان رب السماوات والأرض رب العرش عما يصفون
43,83,41,4117,فذرهم يخوضوا ويلعبوا حتى يلاقوا يومهم الذي يوعدون
43,84,40,2484,وهو الذي في السماء إله وفي الأرض إله ۚ وهو الحكيم العليم
43,85,60,4443,وتبارك الذي له ملك السماوات والأرض وما بينهما وعنده علم الساعة وإليه ترجعون
43,86,50,2533,ولا يملك الذين يدعون من دونه الشفاعة إلا من شهد بالحق وهم يعلمون
43,87,32,2074,ولئن سألتهم من خلقهم ليقولن الله ۖ فأنى يؤفكون
43,88,23,783,وقيله يا رب إن هؤلاء قوم لا يؤمنون
43,89,26,1123,فاصفح عنهم وقل سلام ۚ فسوف يعلمون
44,1,2,48,حم
44,2,13,593,والكتاب المبين
44,3,29,1789,إنا أنزلناه في ليلة مباركة ۚ إنا كنا منذرين
44,4,16,854,فيها يفرق كل أمر حكيم
44,5,21,1018,أمرا من عندنا ۚ إنا كنا مرسلين
44,6,24,1018,رحمة من ربك ۚ إنه هو السميع العليم
44,7,35,2749,رب السماوات والأرض وما بينهما ۖ إن كنتم موقنين
44,8,34,1272,لا إله إلا هو يحيي ويميت ۖ ربكم ورب آبائكم الأولين
44,9,14,655,بل هم في شك يلعبون
44,10,26,2540,فارتقب يوم تأتي السماء بدخان مبين
44,11,18,3011,يغشى الناس ۖ هذا عذاب أليم
44,12,24,1816,ربنا اكشف عنا العذاب إنا مؤمنون
44,13,24,1633,أنى لهم الذكرى وقد جاءهم رسول مبين
44,14,25,1581,ثم تولوا عنه وقالوا معلم مجنون
44,15,26,1674,إنا كاشفو العذاب قليلا ۚ إنكم عائدون
44,16,26,1749,يوم نبطش البطشة الكبرى إنا منتقمون
44,17,34,2021,۞ ولقد فتنا قبلهم قوم فرعون وجاءهم رسول كريم
44,18,26,790,أن أدوا إلي عباد الله ۖ إني لكم رسول أمين
44,19,31,1544,وأن لا تعلوا على الله ۖ إني آتيكم بسلطان مبين
44,20,22,2467,وإني عذت بربي وربكم أن ترجمون
44,21,19,1307,وإن لم تؤمنوا لي فاعتزلون
44,22,20,933,فدعا ربه أن هؤلاء قوم مجرمون
44,23,22,1178,فأسر بعبادي ليلا إنكم متبعون
44,24,26,2628,واترك البحر رهوا ۖ إنهم جند مغرقون
44,25,18,1373,كم تركوا من جنات وعيون
44,26,14,746,وزروع ومقام كريم
44,27,19,506,ونعمة كانوا فيها فاكهين
44,28,20,2546,كذلك ۖ وأورثناها قوما آخرين
44,29,35,3242,فما بكت عليهم السماء والأرض وما كانوا منظرين
44,30,31,1647,ولقد نجينا بني إسرائيل من العذاب المهين
44,31,27,1295,من فرعون ۚ إنه كان عاليا من المسرفين
44,32,27,2009,ولقد اخترناهم على علم على العالمين
44,33,26,1315,وآتيناهم من الآيات ما فيه بلاء مبين
44,34,11,318,إن هؤلاء ليقولون
44,35,28,1867,إن هي إلا موتتنا الأولى وما نحن بمنشرين
44,36,20,1358,فأتوا بآبائنا إن كنتم صادقين
44,37,46,3244,أهم خير أم قوم تبع والذين من قبلهم ۚ أهلكناهم ۖ إنهم كانوا مجرمين
44,38,36,2722,وما خلقنا السماوات والأرض وما بينهما لاعبين
44,39,34,2148,ما خلقناهما إلا بالحق ولكن أكثرهم لا يعلمون
44,40,21,1106,إن يوم الفصل ميقاتهم أجمعين
44,41,31,2228,يوم لا يغني مولى عن مولى شيئا ولا هم ينصرون
44,42,27,915,إلا من رحم الله ۚ إنه هو العزيز الرحيم
44,43,11,1137,إن شجرت الزقوم
44,44,9,701,طعام الأثيم
44,45,18,1364,كالمهل يغلي في البطون
44,46,10,1189,كغلي الحميم
44,47,21,2092,خذوه فاعتلوه إلى سواء الجحيم
44,48,24,2082,ثم صبوا فوق رأسه من عذاب الحميم
44,49,18,1746,ذق إنك أنت العزيز الكريم
44,50,18,2410,إن هذا ما كنتم به تمترون
44,51,17,1052,إن المتقين في مقام أمين
44,52,11,686,في جنات وعيون
44,53,26,1823,يلبسون من سندس وإستبرق متقابلين
44,54,19,1234,كذلك وزوجناهم بحور عين
44,55,20,544,يدعون فيها بكل فاكهة آمنين
44,56,44,3074,لا يذوقون فيها الموت إلا الموتة الأولى ۖ ووقاهم عذاب الجحيم
44,57,25,3159,فضلا من ربك ۚ ذلك هو الفوز العظيم
44,58,28,2221,فإنما يسرناه بلسانك لعلهم يتذكرون
44,59,16,1676,فارتقب إنهم مرتقبون
45,1,2,48,حم
45,2,29,1341,تنزيل الكتاب من الله العزيز الحكيم
45,3,27,2407,إن في السماوات والأرض لآيات للمؤمنين
45,4,32,2351,وفي خلقكم وما يبث من دابة آيات لقوم يوقنون
45,5,84,5885,واختلاف الليل والنهار وما أنزل الله من السماء من رزق فأحيا به الأرض بعد موتها وتصريف الرياح آيات لقوم يعقلون
45,6,49,3024,تلك آيات الله نتلوها عليك بالحق ۖ فبأي حديث بعد الله وآياته يؤمنون
45,7,12,777,ويل لكل أفاك أثيم
45,8,53,4933,يسمع آيات الله تتلى عليه ثم يصر مستكبرا كأن لم يسمعها ۖ فبشره بعذاب أليم
45,9,40,4445,وإذا علم من آياتنا شيئا اتخذها هزوا ۚ أولئك لهم عذاب مهين
45,10,68,6076,من ورائهم جهنم ۖ ولا يغني عنهم ما كسبوا شيئا ولا ما اتخذوا من دون الله أولياء ۖ ولهم عذاب عظيم
45,11,39,3707,هذا هدى ۖ والذين كفروا بآيات ربهم لهم عذاب من رجز أليم
45,12,62,7166,۞ الله الذي سخر لكم البحر لتجري الفلك فيه بأمره ولتبتغوا من فضله ولعلكم تشكرون
45,13,57,5286,وسخر لكم ما في السماوات وما في الأرض جميعا منه ۚ إن في ذلك لآيات لقوم يتفكرون
45,14,59,4057,قل للذين آمنوا يغفروا للذين لا يرجون أيام الله ليجزي قوما بما كانوا يكسبون
45,15,40,2579,من عمل صالحا فلنفسه ۖ ومن أساء فعليها ۖ ثم إلى ربكم ترجعون
45,16,69,3914,ولقد آتينا بني إسرائيل الكتاب والحكم والنبوة ورزقناهم من الطيبات وفضلناهم على العالمين
45,17,96,7170,وآتيناهم بينات من الأمر ۖ فما اختلفوا إلا من بعد ما جاءهم العلم بغيا بينهم ۚ إن ربك يقضي بينهم يوم القيامة فيما كانوا فيه يختلفون
45,18,50,4263,ثم جعلناك على شريعة من الأمر فاتبعها ولا تتبع أهواء الذين لا يعلمون
45,19,59,5552,إنهم لن يغنوا عنك من الله شيئا ۚ وإن الظالمين بعضهم أولياء بعض ۖ والله ولي المتقين
45,20,29,1837,هذا بصائر للناس وهدى ورحمة لقوم يوقنون
45,21,79,4831,أم حسب الذين اجترحوا السيئات أن نجعلهم كالذين آمنوا وعملوا الصالحات سواء محياهم ومماتهم ۚ ساء ما يحكمون
45,22,54,4848,وخلق الله السماوات والأرض بالحق ولتجزى كل نفس بما كسبت وهم لا يظلمون
45,23,85,8885,أفرأيت من اتخذ إلهه هواه وأضله الله على علم وختم على سمعه وقلبه وجعل على بصره غشاوة فمن يهديه من بعد الله ۚ أفلا تذكرون
45,24,74,4048,وقالوا ما هي إلا حياتنا الدنيا نموت ونحيا وما يهلكنا إلا الدهر ۚ وما لهم بذلك من علم ۖ إن هم إلا يظنون
45,25,59,4683,وإذا تتلى عليهم آياتنا بينات ما كان حجتهم إلا أن قالوا ائتوا بآبائنا إن كنتم صادقين
45,26,66,3888,قل الله يحييكم ثم يميتكم ثم يجمعكم إلى يوم القيامة لا ريب فيه ولكن أكثر الناس لا يعلمون
45,27,49,4301,ولله ملك السماوات والأرض ۚ ويوم تقوم الساعة يومئذ يخسر المبطلون
45,28,45,3933,وترى كل أمة جاثية ۚ كل أمة تدعى إلى كتابها اليوم تجزون ما كنتم تعملون
45,29,46,4149,هذا كتابنا ينطق عليكم بالحق ۚ إنا كنا نستنسخ ما كنتم تعملون
45,30,60,4500,فأما الذين آمنوا وعملوا الصالحات فيدخلهم ربهم في رحمته ۚ ذلك هو الفوز المبين
45,31,55,5395,وأما الذين كفروا أفلم تكن آياتي تتلى عليكم فاستكبرتم وكنتم قوما مجرمين
45,32,72,5645,وإذا قيل إن وعد الله حق والساعة لا ريب فيها قلتم ما ندري ما الساعة إن نظن إلا ظنا وما نحن بمستيقنين
45,33,41,1573,وبدا لهم سيئات ما عملوا وحاق بهم ما كانوا به يستهزئون
45,34,59,3051,وقيل اليوم ننساكم كما نسيتم لقاء يومكم هذا ومأواكم النار وما لكم من ناصرين
45,35,73,7594,ذلكم بأنكم اتخذتم آيات الله هزوا وغرتكم الحياة الدنيا ۚ فاليوم لا يخرجون منها ولا هم يستعتبون
45,36,36,2642,فلله الحمد رب السماوات ورب الأرض رب العالمين
45,37,40,2222,وله الكبرياء في السماوات والأرض ۖ وهو العزيز الحكيم
46,1,2,48,حم
46,2,29,1341,تنزيل الكتاب من الله العزيز الحكيم
46,3,67,6242,ما خلقنا السماوات والأرض وما بينهما إلا بالحق وأجل مسمى ۚ والذين كفروا عما أنذروا معرضون
46,4,96,9269,قل أرأيتم ما تدعون من دون الله أروني ماذا خلقوا من الأرض أم لهم شرك في السماوات ۖ ائتوني بكتاب من قبل هذا أو أثارة من علم إن كنتم صادقين
46,5,59,3729,ومن أضل ممن يدعو من دون الله من لا يستجيب له إلى يوم القيامة وهم عن دعائهم غافلون
46,6,42,2554,وإذا حشر الناس كانوا لهم أعداء وكانوا بعبادتهم كافرين
46,7,55,5210,وإذا تتلى عليهم آياتنا بينات قال الذين كفروا للحق لما جاءهم هذا سحر مبين
46,8,94,7254,أم يقولون افتراه ۖ قل إن افتريته فلا تملكون لي من الله شيئا ۖ هو أعلم بما تفيضون فيه ۖ كفى به شهيدا بيني وبينكم ۖ وهو الغفور الرحيم
46,9,66,3581,قل ما كنت بدعا من الرسل وما أدري ما يفعل بي ولا بكم ۖ إن أتبع إلا ما يوحى إلي وما أنا إلا نذير مبين
46,10,87,6401,قل أرأيتم إن كان من عند الله وكفرتم به وشهد شاهد من بني إسرائيل على مثله فآمن واستكبرتم ۖ إن الله لا يهدي القوم الظالمين
46,11,72,5886,وقال الذين كفروا للذين آمنوا لو كان خيرا ما سبقونا إليه ۚ وإذ لم يهتدوا به فسيقولون هذا إفك قديم
46,12,71,6436,ومن قبله كتاب موسى إماما ورحمة ۚ وهذا كتاب مصدق لسانا عربيا لينذر الذين ظلموا وبشرى للمحسنين
46,13,51,3612,إن الذين قالوا ربنا الله ثم استقاموا فلا خوف عليهم ولا هم يحزنون
46,14,38,1370,أولئك أصحاب الجنة خالدين فيها جزاء بما كانوا يعملون
46,15,174,16173,ووصينا الإنسان بوالديه إحسانا ۖ حملته أمه كرها ووضعته كرها ۖ وحمله وفصاله ثلاثون شهرا ۚ حتى إذا بلغ أشده وبلغ أربعين سنة قال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأصلح لي في ذريتي ۖ إني تبت إليك وإني من المسلمين
46,16,75,4554,أولئك الذين نتقبل عنهم أحسن ما عملوا ونتجاوز عن سيئاتهم في أصحاب الجنة ۖ وعد الصدق الذي كانوا يوعدون
46,17,104,8352,والذي قال لوالديه أف لكما أتعدانني أن أخرج وقد خلت القرون من قبلي وهما يستغيثان الله ويلك آمن إن وعد الله حق فيقول ما هذا إلا أساطير الأولين
46,18,61,4263,أولئك الذين حق عليهم القول في أمم قد خلت من قبلهم من الجن والإنس ۖ إنهم كانوا خاسرين
46,19,42,2413,ولكل درجات مما عملوا ۖ وليوفيهم أعمالهم وهم لا يظلمون
46,20,126,13257,ويوم يعرض الذين كفروا على النار أذهبتم طيباتكم في حياتكم الدنيا واستمتعتم بها فاليوم تجزون عذاب الهون بما كنتم تستكبرون في الأرض بغير الحق وبما كنتم تفسقون
46,21,87,10110,۞ واذكر أخا عاد إذ أنذر قومه بالأحقاف وقد خلت النذر من بين يديه ومن خلفه ألا تعبدوا إلا الله إني أخاف عليكم عذاب يوم عظيم
46,22,48,3774,قالوا أجئتنا لتأفكنا عن آلهتنا فأتنا بما تعدنا إن كنت من الصادقين
46,23,51,3437,قال إنما العلم عند الله وأبلغكم ما أرسلت به ولكني أراكم قوما تجهلون
46,24,72,7048,فلما رأوه عارضا مستقبل أوديتهم قالوا هذا عارض ممطرنا ۚ بل هو ما استعجلتم به ۖ ريح فيها عذاب أليم
46,25,55,3520,تدمر كل شيء بأمر ربها فأصبحوا لا يرى إلا مساكنهم ۚ كذلك نجزي القوم المجرمين
46,26,124,6595,ولقد مكناهم فيما إن مكناكم فيه وجعلنا لهم سمعا وأبصارا وأفئدة فما أغنى عنهم سمعهم ولا أبصارهم ولا أفئدتهم من شيء إذ كانوا يجحدون بآيات الله وحاق بهم ما كانوا به يستهزئون
46,27,44,2195,ولقد أهلكنا ما حولكم من القرى وصرفنا الآيات لعلهم يرجعون
46,28,70,6442,فلولا نصرهم الذين اتخذوا من دون الله قربانا آلهة ۖ بل ضلوا عنهم ۚ وذلك إفكهم وما كانوا يفترون
46,29,74,6939,وإذ صرفنا إليك نفرا من الجن يستمعون القرآن فلما حضروه قالوا أنصتوا ۖ فلما قضي ولوا إلى قومهم منذرين
46,30,71,3001,قالوا يا قومنا إنا سمعنا كتابا أنزل من بعد موسى مصدقا لما بين يديه يهدي إلى الحق وإلى طريق مستقيم
46,31,57,4001,يا قومنا أجيبوا داعي الله وآمنوا به يغفر لكم من ذنوبكم ويجركم من عذاب أليم
46,32,60,3168,ومن لا يجب داعي الله فليس بمعجز في الأرض وليس له من دونه أولياء ۚ أولئك في ضلال مبين
46,33,75,6242,أولم يروا أن الله الذي خلق السماوات والأرض ولم يعي بخلقهن بقادر على أن يحيي الموتى ۚ بلى إنه على كل شيء قدير
46,34,76,7135,ويوم يعرض الذين كفروا على النار أليس هذا بالحق ۖ قالوا بلى وربنا ۚ قال فذوقوا العذاب بما كنتم تكفرون
46,35,102,5902,فاصبر كما صبر أولو العزم من الرسل ولا تستعجل لهم ۚ كأنهم يوم يرون ما يوعدون لم يلبثوا إلا ساعة من نهار ۚ بلاغ ۚ فهل يهلك إلا القوم الفاسقون
47,1,33,2509,الذين كفروا وصدوا عن سبيل الله أضل أعمالهم
47,2,76,3719,والذين آمنوا وعملوا الصالحات وآمنوا بما نزل على محمد وهو الحق من ربهم ۙ كفر عنهم سيئاتهم وأصلح بالهم
47,3,77,6988,ذلك بأن الذين كفروا اتبعوا الباطل وأن الذين آمنوا اتبعوا الحق من ربهم ۚ كذلك يضرب الله للناس أمثالهم
47,4,156,17056,فإذا لقيتم الذين كفروا فضرب الرقاب حتى إذا أثخنتموهم فشدوا الوثاق فإما منا بعد وإما فداء حتى تضع الحرب أوزارها ۚ ذلك ولو يشاء الله لانتصر منهم ولكن ليبلو بعضكم ببعض ۗ والذين قتلوا في سبيل الله فلن يضل أعمالهم
