surah,verse,root_bw,root_ar,count,verse_text
24,35,$yA,شيا,2,۞ الله نور السماوات والأرض ۚ مثل نوره كمشكاة فيها مصباح ۖ المصباح في زجاجة ۖ الزجاجة كأنها كوكب دري يوقد من شجرة مباركة زيتونة لا شرقية ولا غربية يكاد زيتها يضيء ولو لم تمسسه نار ۚ نور على نور ۗ يهدي الله لنوره من يشاء ۚ ويضرب الله الأمثال للناس ۗ والله بكل شيء عليم
24,37,qlb,قلب,2,رجال لا تلهيهم تجارة ولا بيع عن ذكر الله وإقام الصلاة وإيتاء الزكاة ۙ يخافون يوما تتقلب فيه القلوب والأبصار
24,38,Alh,اله,2,ليجزيهم الله أحسن ما عملوا ويزيدهم من فضله ۗ والله يرزق من يشاء بغير حساب
24,39,wjd,وجد,2,والذين كفروا أعمالهم كسراب بقيعة يحسبه الظمآن ماء حتى إذا جاءه لم يجده شيئا ووجد الله عنده فوفاه حسابه ۗ والله سريع الحساب
24,39,Alh,اله,2,والذين كفروا أعمالهم كسراب بقيعة يحسبه الظمآن ماء حتى إذا جاءه لم يجده شيئا ووجد الله عنده فوفاه حسابه ۗ والله سريع الحساب
24,40,Zlm,ظلم,2,أو كظلمات في بحر لجي يغشاه موج من فوقه موج من فوقه سحاب ۚ ظلمات بعضها فوق بعض إذا أخرج يده لم يكد يراها ۗ ومن لم يجعل الله له نورا فما له من نور
24,40,mwj,موج,2,أو كظلمات في بحر لجي يغشاه موج من فوقه موج من فوقه سحاب ۚ ظلمات بعضها فوق بعض إذا أخرج يده لم يكد يراها ۗ ومن لم يجعل الله له نورا فما له من نور
24,40,bED,بعض,2,أو كظلمات في بحر لجي يغشاه موج من فوقه موج من فوقه سحاب ۚ ظلمات بعضها فوق بعض إذا أخرج يده لم يكد يراها ۗ ومن لم يجعل الله له نورا فما له من نور
24,40,nwr,نور,2,أو كظلمات في بحر لجي يغشاه موج من فوقه موج من فوقه سحاب ۚ ظلمات بعضها فوق بعض إذا أخرج يده لم يكد يراها ۗ ومن لم يجعل الله له نورا فما له من نور
24,41,Alh,اله,2,ألم تر أن الله يسبح له من في السماوات والأرض والطير صافات ۖ كل قد علم صلاته وتسبيحه ۗ والله عليم بما يفعلون
24,41,sbH,سبح,2,ألم تر أن الله يسبح له من في السماوات والأرض والطير صافات ۖ كل قد علم صلاته وتسبيحه ۗ والله عليم بما يفعلون
24,41,Elm,علم,2,ألم تر أن الله يسبح له من في السماوات والأرض والطير صافات ۖ كل قد علم صلاته وتسبيحه ۗ والله عليم بما يفعلون
24,42,Alh,اله,2,ولله ملك السماوات والأرض ۖ وإلى الله المصير
24,43,rAy,راي,2,ألم تر أن الله يزجي سحابا ثم يؤلف بينه ثم يجعله ركاما فترى الودق يخرج من خلاله وينزل من السماء من جبال فيها من برد فيصيب به من يشاء ويصرفه عن من يشاء ۖ يكاد سنا برقه يذهب بالأبصار
24,43,$yA,شيا,2,ألم تر أن الله يزجي سحابا ثم يؤلف بينه ثم يجعله ركاما فترى الودق يخرج من خلاله وينزل من السماء من جبال فيها من برد فيصيب به من يشاء ويصرفه عن من يشاء ۖ يكاد سنا برقه يذهب بالأبصار
24,45,xlq,خلق,2,والله خلق كل دابة من ماء ۖ فمنهم من يمشي على بطنه ومنهم من يمشي على رجلين ومنهم من يمشي على أربع ۚ يخلق الله ما يشاء ۚ إن الله على كل شيء قدير
24,45,kll,كلل,2,والله خلق كل دابة من ماء ۖ فمنهم من يمشي على بطنه ومنهم من يمشي على رجلين ومنهم من يمشي على أربع ۚ يخلق الله ما يشاء ۚ إن الله على كل شيء قدير
24,45,$yA,شيا,2,والله خلق كل دابة من ماء ۖ فمنهم من يمشي على بطنه ومنهم من يمشي على رجلين ومنهم من يمشي على أربع ۚ يخلق الله ما يشاء ۚ إن الله على كل شيء قدير
24,47,Amn,امن,2,ويقولون آمنا بالله وبالرسول وأطعنا ثم يتولى فريق منهم من بعد ذلك ۚ وما أولئك بالمؤمنين
24,51,qwl,قول,2,إنما كان قول المؤمنين إذا دعوا إلى الله ورسوله ليحكم بينهم أن يقولوا سمعنا وأطعنا ۚ وأولئك هم المفلحون
24,52,Alh,اله,2,ومن يطع الله ورسوله ويخش الله ويتقه فأولئك هم الفائزون
24,53,qsm,قسم,2,۞ وأقسموا بالله جهد أيمانهم لئن أمرتهم ليخرجن ۖ قل لا تقسموا ۖ طاعة معروفة ۚ إن الله خبير بما تعملون
24,53,Alh,اله,2,۞ وأقسموا بالله جهد أيمانهم لئن أمرتهم ليخرجن ۖ قل لا تقسموا ۖ طاعة معروفة ۚ إن الله خبير بما تعملون
24,54,rsl,رسل,2,قل أطيعوا الله وأطيعوا الرسول ۖ فإن تولوا فإنما عليه ما حمل وعليكم ما حملتم ۖ وإن تطيعوه تهتدوا ۚ وما على الرسول إلا البلاغ المبين
24,54,Hml,حمل,2,قل أطيعوا الله وأطيعوا الرسول ۖ فإن تولوا فإنما عليه ما حمل وعليكم ما حملتم ۖ وإن تطيعوه تهتدوا ۚ وما على الرسول إلا البلاغ المبين
24,55,Amn,امن,2,وعد الله الذين آمنوا منكم وعملوا الصالحات ليستخلفنهم في الأرض كما استخلف الذين من قبلهم وليمكنن لهم دينهم الذي ارتضى لهم وليبدلنهم من بعد خوفهم أمنا ۚ يعبدونني لا يشركون بي شيئا ۚ ومن كفر بعد ذلك فأولئك هم الفاسقون
24,55,xlf,خلف,2,وعد الله الذين آمنوا منكم وعملوا الصالحات ليستخلفنهم في الأرض كما استخلف الذين من قبلهم وليمكنن لهم دينهم الذي ارتضى لهم وليبدلنهم من بعد خوفهم أمنا ۚ يعبدونني لا يشركون بي شيئا ۚ ومن كفر بعد ذلك فأولئك هم الفاسقون
24,55,bEd,بعد,2,وعد الله الذين آمنوا منكم وعملوا الصالحات ليستخلفنهم في الأرض كما استخلف الذين من قبلهم وليمكنن لهم دينهم الذي ارتضى لهم وليبدلنهم من بعد خوفهم أمنا ۚ يعبدونني لا يشركون بي شيئا ۚ ومن كفر بعد ذلك فأولئك هم الفاسقون
24,58,vlv,ثلث,2,يا أيها الذين آمنوا ليستأذنكم الذين ملكت أيمانكم والذين لم يبلغوا الحلم منكم ثلاث مرات ۚ من قبل صلاة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلاة العشاء ۚ ثلاث عورات لكم ۚ ليس عليكم ولا عليهم جناح بعدهن ۚ طوافون عليكم بعضكم على بعض ۚ كذلك يبين الله لكم الآيات ۗ والله عليم حكيم
24,58,Slw,صلو,2,يا أيها الذين آمنوا ليستأذنكم الذين ملكت أيمانكم والذين لم يبلغوا الحلم منكم ثلاث مرات ۚ من قبل صلاة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلاة العشاء ۚ ثلاث عورات لكم ۚ ليس عليكم ولا عليهم جناح بعدهن ۚ طوافون عليكم بعضكم على بعض ۚ كذلك يبين الله لكم الآيات ۗ والله عليم حكيم
24,58,bEd,بعد,2,يا أيها الذين آمنوا ليستأذنكم الذين ملكت أيمانكم والذين لم يبلغوا الحلم منكم ثلاث مرات ۚ من قبل صلاة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلاة العشاء ۚ ثلاث عورات لكم ۚ ليس عليكم ولا عليهم جناح بعدهن ۚ طوافون عليكم بعضكم على بعض ۚ كذلك يبين الله لكم الآيات ۗ والله عليم حكيم
24,58,bED,بعض,2,يا أيها الذين آمنوا ليستأذنكم الذين ملكت أيمانكم والذين لم يبلغوا الحلم منكم ثلاث مرات ۚ من قبل صلاة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلاة العشاء ۚ ثلاث عورات لكم ۚ ليس عليكم ولا عليهم جناح بعدهن ۚ طوافون عليكم بعضكم على بعض ۚ كذلك يبين الله لكم الآيات ۗ والله عليم حكيم
24,58,Alh,اله,2,يا أيها الذين آمنوا ليستأذنكم الذين ملكت أيمانكم والذين لم يبلغوا الحلم منكم ثلاث مرات ۚ من قبل صلاة الفجر وحين تضعون ثيابكم من الظهيرة ومن بعد صلاة العشاء ۚ ثلاث عورات لكم ۚ ليس عليكم ولا عليهم جناح بعدهن ۚ طوافون عليكم بعضكم على بعض ۚ كذلك يبين الله لكم الآيات ۗ والله عليم حكيم
24,59,A*n,اذن,2,وإذا بلغ الأطفال منكم الحلم فليستأذنوا كما استأذن الذين من قبلهم ۚ كذلك يبين الله لكم آياته ۗ والله عليم حكيم
24,59,Alh,اله,2,وإذا بلغ الأطفال منكم الحلم فليستأذنوا كما استأذن الذين من قبلهم ۚ كذلك يبين الله لكم آياته ۗ والله عليم حكيم
24,61,lys,ليس,2,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ۚ ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا ۚ فإذا دخلتم بيوتا فسلموا على أنفسكم تحية من عند الله مباركة طيبة ۚ كذلك يبين الله لكم الآيات لعلكم تعقلون
24,61,nfs,نفس,2,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ۚ ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا ۚ فإذا دخلتم بيوتا فسلموا على أنفسكم تحية من عند الله مباركة طيبة ۚ كذلك يبين الله لكم الآيات لعلكم تعقلون
24,61,Akl,اكل,2,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ۚ ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا ۚ فإذا دخلتم بيوتا فسلموا على أنفسكم تحية من عند الله مباركة طيبة ۚ كذلك يبين الله لكم الآيات لعلكم تعقلون
24,61,Axw,اخو,2,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ۚ ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا ۚ فإذا دخلتم بيوتا فسلموا على أنفسكم تحية من عند الله مباركة طيبة ۚ كذلك يبين الله لكم الآيات لعلكم تعقلون
24,61,Emm,عمم,2,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ۚ ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا ۚ فإذا دخلتم بيوتا فسلموا على أنفسكم تحية من عند الله مباركة طيبة ۚ كذلك يبين الله لكم الآيات لعلكم تعقلون
24,61,xwl,خول,2,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ۚ ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا ۚ فإذا دخلتم بيوتا فسلموا على أنفسكم تحية من عند الله مباركة طيبة ۚ كذلك يبين الله لكم الآيات لعلكم تعقلون
24,61,Alh,اله,2,ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ۚ ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا ۚ فإذا دخلتم بيوتا فسلموا على أنفسكم تحية من عند الله مباركة طيبة ۚ كذلك يبين الله لكم الآيات لعلكم تعقلون
24,62,rsl,رسل,2,إنما المؤمنون الذين آمنوا بالله ورسوله وإذا كانوا معه على أمر جامع لم يذهبوا حتى يستأذنوه ۚ إن الذين يستأذنونك أولئك الذين يؤمنون بالله ورسوله ۚ فإذا استأذنوك لبعض شأنهم فأذن لمن شئت منهم واستغفر لهم الله ۚ إن الله غفور رحيم
24,62,gfr,غفر,2,إنما المؤمنون الذين آمنوا بالله ورسوله وإذا كانوا معه على أمر جامع لم يذهبوا حتى يستأذنوه ۚ إن الذين يستأذنونك أولئك الذين يؤمنون بالله ورسوله ۚ فإذا استأذنوك لبعض شأنهم فأذن لمن شئت منهم واستغفر لهم الله ۚ إن الله غفور رحيم
24,63,dEw,دعو,2,لا تجعلوا دعاء الرسول بينكم كدعاء بعضكم بعضا ۚ قد يعلم الله الذين يتسللون منكم لواذا ۚ فليحذر الذين يخالفون عن أمره أن تصيبهم فتنة أو يصيبهم عذاب أليم
24,63,bED,بعض,2,لا تجعلوا دعاء الرسول بينكم كدعاء بعضكم بعضا ۚ قد يعلم الله الذين يتسللون منكم لواذا ۚ فليحذر الذين يخالفون عن أمره أن تصيبهم فتنة أو يصيبهم عذاب أليم
24,63,Swb,صوب,2,لا تجعلوا دعاء الرسول بينكم كدعاء بعضكم بعضا ۚ قد يعلم الله الذين يتسللون منكم لواذا ۚ فليحذر الذين يخالفون عن أمره أن تصيبهم فتنة أو يصيبهم عذاب أليم
24,64,Alh,اله,2,ألا إن لله ما في السماوات والأرض ۖ قد يعلم ما أنتم عليه ويوم يرجعون إليه فينبئهم بما عملوا ۗ والله بكل شيء عليم
24,64,Elm,علم,2,ألا إن لله ما في السماوات والأرض ۖ قد يعلم ما أنتم عليه ويوم يرجعون إليه فينبئهم بما عملوا ۗ والله بكل شيء عليم
25,2,mlk,ملك,2,الذي له ملك السماوات والأرض ولم يتخذ ولدا ولم يكن له شريك في الملك وخلق كل شيء فقدره تقديرا
25,2,qdr,قدر,2,الذي له ملك السماوات والأرض ولم يتخذ ولدا ولم يكن له شريك في الملك وخلق كل شيء فقدره تقديرا
25,3,xlq,خلق,2,واتخذوا من دونه آلهة لا يخلقون شيئا وهم يخلقون ولا يملكون لأنفسهم ضرا ولا نفعا ولا يملكون موتا ولا حياة ولا نشورا
25,3,mlk,ملك,2,واتخذوا من دونه آلهة لا يخلقون شيئا وهم يخلقون ولا يملكون لأنفسهم ضرا ولا نفعا ولا يملكون موتا ولا حياة ولا نشورا
25,10,jEl,جعل,2,تبارك الذي إن شاء جعل لك خيرا من ذلك جنات تجري من تحتها الأنهار ويجعل لك قصورا
25,11,k*b,كذب,2,بل كذبوا بالساعة ۖ وأعتدنا لمن كذب بالساعة سعيرا
25,11,swE,سوع,2,بل كذبوا بالساعة ۖ وأعتدنا لمن كذب بالساعة سعيرا
25,14,dEw,دعو,2,لا تدعوا اليوم ثبورا واحدا وادعوا ثبورا كثيرا
25,14,vbr,ثبر,2,لا تدعوا اليوم ثبورا واحدا وادعوا ثبورا كثيرا
25,17,Ebd,عبد,2,ويوم يحشرهم وما يعبدون من دون الله فيقول أأنتم أضللتم عبادي هؤلاء أم هم ضلوا السبيل
25,17,Dll,ضلل,2,ويوم يحشرهم وما يعبدون من دون الله فيقول أأنتم أضللتم عبادي هؤلاء أم هم ضلوا السبيل
25,18,kwn,كون,2,قالوا سبحانك ما كان ينبغي لنا أن نتخذ من دونك من أولياء ولكن متعتهم وآباءهم حتى نسوا الذكر وكانوا قوما بورا
25,20,rsl,رسل,2,وما أرسلنا قبلك من المرسلين إلا إنهم ليأكلون الطعام ويمشون في الأسواق ۗ وجعلنا بعضكم لبعض فتنة أتصبرون ۗ وكان ربك بصيرا
25,20,bED,بعض,2,وما أرسلنا قبلك من المرسلين إلا إنهم ليأكلون الطعام ويمشون في الأسواق ۗ وجعلنا بعضكم لبعض فتنة أتصبرون ۗ وكان ربك بصيرا
25,21,kbr,كبر,2,۞ وقال الذين لا يرجون لقاءنا لولا أنزل علينا الملائكة أو نرى ربنا ۗ لقد استكبروا في أنفسهم وعتوا عتوا كبيرا
25,21,Etw,عتو,2,۞ وقال الذين لا يرجون لقاءنا لولا أنزل علينا الملائكة أو نرى ربنا ۗ لقد استكبروا في أنفسهم وعتوا عتوا كبيرا
25,22,Hjr,حجر,2,يوم يرون الملائكة لا بشرى يومئذ للمجرمين ويقولون حجرا محجورا
25,23,Eml,عمل,2,وقدمنا إلى ما عملوا من عمل فجعلناه هباء منثورا
25,25,nzl,نزل,2,ويوم تشقق السماء بالغمام ونزل الملائكة تنزيلا
25,32,rtl,رتل,2,وقال الذين كفروا لولا نزل عليه القرآن جملة واحدة ۚ كذلك لنثبت به فؤادك ۖ ورتلناه ترتيلا
25,36,dmr,دمر,2,فقلنا اذهبا إلى القوم الذين كذبوا بآياتنا فدمرناهم تدميرا
25,39,kll,كلل,2,وكلا ضربنا له الأمثال ۖ وكلا تبرنا تتبيرا
25,39,tbr,تبر,2,وكلا ضربنا له الأمثال ۖ وكلا تبرنا تتبيرا
25,40,mTr,مطر,2,ولقد أتوا على القرية التي أمطرت مطر السوء ۚ أفلم يكونوا يرونها ۚ بل كانوا لا يرجون نشورا
25,40,kwn,كون,2,ولقد أتوا على القرية التي أمطرت مطر السوء ۚ أفلم يكونوا يرونها ۚ بل كانوا لا يرجون نشورا
25,42,Dll,ضلل,2,إن كاد ليضلنا عن آلهتنا لولا أن صبرنا عليها ۚ وسوف يعلمون حين يرون العذاب من أضل سبيلا
25,45,jEl,جعل,2,ألم تر إلى ربك كيف مد الظل ولو شاء لجعله ساكنا ثم جعلنا الشمس عليه دليلا
25,46,qbD,قبض,2,ثم قبضناه إلينا قبضا يسيرا
25,47,jEl,جعل,2,وهو الذي جعل لكم الليل لباسا والنوم سباتا وجعل النهار نشورا
25,52,jhd,جهد,2,فلا تطع الكافرين وجاهدهم به جهادا كبيرا
25,53,Hjr,حجر,2,۞ وهو الذي مرج البحرين هذا عذب فرات وهذا ملح أجاج وجعل بينهما برزخا وحجرا محجورا
25,60,qwl,قول,2,وإذا قيل لهم اسجدوا للرحمن قالوا وما الرحمن أنسجد لما تأمرنا وزادهم نفورا ۩
25,60,sjd,سجد,2,وإذا قيل لهم اسجدوا للرحمن قالوا وما الرحمن أنسجد لما تأمرنا وزادهم نفورا ۩
25,60,rHm,رحم,2,وإذا قيل لهم اسجدوا للرحمن قالوا وما الرحمن أنسجد لما تأمرنا وزادهم نفورا ۩
25,61,jEl,جعل,2,تبارك الذي جعل في السماء بروجا وجعل فيها سراجا وقمرا منيرا
25,62,rwd,رود,2,وهو الذي جعل الليل والنهار خلفة لمن أراد أن يذكر أو أراد شكورا
25,65,E*b,عذب,2,والذين يقولون ربنا اصرف عنا عذاب جهنم ۖ إن عذابها كان غراما
25,70,Eml,عمل,2,إلا من تاب وآمن وعمل عملا صالحا فأولئك يبدل الله سيئاتهم حسنات ۗ وكان الله غفورا رحيما
25,70,Alh,اله,2,إلا من تاب وآمن وعمل عملا صالحا فأولئك يبدل الله سيئاتهم حسنات ۗ وكان الله غفورا رحيما
25,72,mrr,مرر,2,والذين لا يشهدون الزور وإذا مروا باللغو مروا كراما
26,26,rbb,ربب,2,قال ربكم ورب آبائكم الأولين
26,27,rsl,رسل,2,قال إن رسولكم الذي أرسل إليكم لمجنون
26,43,lqy,لقي,2,قال لهم موسى ألقوا ما أنتم ملقون
26,49,Elm,علم,2,قال آمنتم له قبل أن آذن لكم ۖ إنه لكبيركم الذي علمكم السحر فلسوف تعلمون ۚ لأقطعن أيديكم وأرجلكم من خلاف ولأصلبنكم أجمعين
26,93,nSr,نصر,2,من دون الله هل ينصرونكم أو ينتصرون
26,109,Ajr,اجر,2,وما أسألكم عليه من أجر ۖ إن أجري إلا على رب العالمين
26,118,ftH,فتح,2,فافتح بيني وبينهم فتحا ونجني ومن معي من المؤمنين
26,118,byn,بين,2,فافتح بيني وبينهم فتحا ونجني ومن معي من المؤمنين
26,127,Ajr,اجر,2,وما أسألكم عليه من أجر ۖ إن أجري إلا على رب العالمين
26,130,bT$,بطش,2,وإذا بطشتم بطشتم جبارين
26,136,wEZ,وعظ,2,قالوا سواء علينا أوعظت أم لم تكن من الواعظين
26,145,Ajr,اجر,2,وما أسألكم عليه من أجر ۖ إن أجري إلا على رب العالمين
26,155,$rb,شرب,2,قال هذه ناقة لها شرب ولكم شرب يوم معلوم
26,164,Ajr,اجر,2,وما أسألكم عليه من أجر ۖ إن أجري إلا على رب العالمين
26,180,Ajr,اجر,2,وما أسألكم عليه من أجر ۖ إن أجري إلا على رب العالمين
26,189,E*b,عذب,2,فكذبوه فأخذهم عذاب يوم الظلة ۚ إنه كان عذاب يوم عظيم
26,189,ywm,يوم,2,فكذبوه فأخذهم عذاب يوم الظلة ۚ إنه كان عذاب يوم عظيم
26,197,Elm,علم,2,أولم يكن لهم آية أن يعلمه علماء بني إسرائيل
26,213,Alh,اله,2,فلا تدع مع الله إلها آخر فتكون من المعذبين
26,227,Zlm,ظلم,2,إلا الذين آمنوا وعملوا الصالحات وذكروا الله كثيرا وانتصروا من بعد ما ظلموا ۗ وسيعلم الذين ظلموا أي منقلب ينقلبون
26,227,qlb,قلب,2,إلا الذين آمنوا وعملوا الصالحات وذكروا الله كثيرا وانتصروا من بعد ما ظلموا ۗ وسيعلم الذين ظلموا أي منقلب ينقلبون
27,7,Aty,اتي,2,إذ قال موسى لأهله إني آنست نارا سآتيكم منها بخبر أو آتيكم بشهاب قبس لعلكم تصطلون
27,10,xwf,خوف,2,وألق عصاك ۚ فلما رآها تهتز كأنها جان ولى مدبرا ولم يعقب ۚ يا موسى لا تخف إني لا يخاف لدي المرسلون
27,12,qwm,قوم,2,وأدخل يدك في جيبك تخرج بيضاء من غير سوء ۖ في تسع آيات إلى فرعون وقومه ۚ إنهم كانوا قوما فاسقين
27,19,qwl,قول,2,فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين
27,19,nEm,نعم,2,فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين
27,19,SlH,صلح,2,فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين
27,21,E*b,عذب,2,لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين
27,22,HwT,حوط,2,فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين
27,26,Alh,اله,2,الله لا إله إلا هو رب العرش العظيم ۩
27,30,rHm,رحم,2,إنه من سليمان وإنه بسم الله الرحمن الرحيم
27,32,Amr,امر,2,قالت يا أيها الملأ أفتوني في أمري ما كنت قاطعة أمرا حتى تشهدون
27,33,Awl,اول,2,قالوا نحن أولو قوة وأولو بأس شديد والأمر إليك فانظري ماذا تأمرين
27,33,Amr,امر,2,قالوا نحن أولو قوة وأولو بأس شديد والأمر إليك فانظري ماذا تأمرين
27,35,rsl,رسل,2,وإني مرسلة إليهم بهدية فناظرة بم يرجع المرسلون
27,36,Aty,اتي,2,فلما جاء سليمان قال أتمدونن بمال فما آتاني الله خير مما آتاكم بل أنتم بهديتكم تفرحون
27,38,Aty,اتي,2,قال يا أيها الملأ أيكم يأتيني بعرشها قبل أن يأتوني مسلمين
27,39,qwm,قوم,2,قال عفريت من الجن أنا آتيك به قبل أن تقوم من مقامك ۖ وإني عليه لقوي أمين
27,40,qwl,قول,2,قال الذي عنده علم من الكتاب أنا آتيك به قبل أن يرتد إليك طرفك ۚ فلما رآه مستقرا عنده قال هذا من فضل ربي ليبلوني أأشكر أم أكفر ۖ ومن شكر فإنما يشكر لنفسه ۖ ومن كفر فإن ربي غني كريم
27,40,End,عند,2,قال الذي عنده علم من الكتاب أنا آتيك به قبل أن يرتد إليك طرفك ۚ فلما رآه مستقرا عنده قال هذا من فضل ربي ليبلوني أأشكر أم أكفر ۖ ومن شكر فإنما يشكر لنفسه ۖ ومن كفر فإن ربي غني كريم
27,40,rbb,ربب,2,قال الذي عنده علم من الكتاب أنا آتيك به قبل أن يرتد إليك طرفك ۚ فلما رآه مستقرا عنده قال هذا من فضل ربي ليبلوني أأشكر أم أكفر ۖ ومن شكر فإنما يشكر لنفسه ۖ ومن كفر فإن ربي غني كريم
27,40,kfr,كفر,2,قال الذي عنده علم من الكتاب أنا آتيك به قبل أن يرتد إليك طرفك ۚ فلما رآه مستقرا عنده قال هذا من فضل ربي ليبلوني أأشكر أم أكفر ۖ ومن شكر فإنما يشكر لنفسه ۖ ومن كفر فإن ربي غني كريم
27,41,hdy,هدي,2,قال نكروا لها عرشها ننظر أتهتدي أم تكون من الذين لا يهتدون
27,42,qwl,قول,2,فلما جاءت قيل أهكذا عرشك ۖ قالت كأنه هو ۚ وأوتينا العلم من قبلها وكنا مسلمين
27,43,kwn,كون,2,وصدها ما كانت تعبد من دون الله ۖ إنها كانت من قوم كافرين
27,44,SrH,صرح,2,قيل لها ادخلي الصرح ۖ فلما رأته حسبته لجة وكشفت عن ساقيها ۚ قال إنه صرح ممرد من قوارير ۗ قالت رب إني ظلمت نفسي وأسلمت مع سليمان لله رب العالمين
27,44,rbb,ربب,2,قيل لها ادخلي الصرح ۖ فلما رأته حسبته لجة وكشفت عن ساقيها ۚ قال إنه صرح ممرد من قوارير ۗ قالت رب إني ظلمت نفسي وأسلمت مع سليمان لله رب العالمين
27,47,qwl,قول,2,قالوا اطيرنا بك وبمن معك ۚ قال طائركم عند الله ۖ بل أنتم قوم تفتنون
27,47,Tyr,طير,2,قالوا اطيرنا بك وبمن معك ۚ قال طائركم عند الله ۖ بل أنتم قوم تفتنون
27,49,qwl,قول,2,قالوا تقاسموا بالله لنبيتنه وأهله ثم لنقولن لوليه ما شهدنا مهلك أهله وإنا لصادقون
27,49,Ahl,اهل,2,قالوا تقاسموا بالله لنبيتنه وأهله ثم لنقولن لوليه ما شهدنا مهلك أهله وإنا لصادقون
27,59,Alh,اله,2,قل الحمد لله وسلام على عباده الذين اصطفى ۗ آلله خير أما يشركون
27,60,smw,سمو,2,أمن خلق السماوات والأرض وأنزل لكم من السماء ماء فأنبتنا به حدائق ذات بهجة ما كان لكم أن تنبتوا شجرها ۗ أإله مع الله ۚ بل هم قوم يعدلون
27,60,nbt,نبت,2,أمن خلق السماوات والأرض وأنزل لكم من السماء ماء فأنبتنا به حدائق ذات بهجة ما كان لكم أن تنبتوا شجرها ۗ أإله مع الله ۚ بل هم قوم يعدلون
27,60,Alh,اله,2,أمن خلق السماوات والأرض وأنزل لكم من السماء ماء فأنبتنا به حدائق ذات بهجة ما كان لكم أن تنبتوا شجرها ۗ أإله مع الله ۚ بل هم قوم يعدلون
