rank,buckwalter,arabic,count,root_buck,root_arabic
3655,>axofaY,أَخْفَى,1,xfy,خفي
3656,{xolaEo,ٱخْلَعْ,1,xlE,خلع
3657,naEolay,نَعْلَي,1,nEl,نعل
3658,tarodaY`,تَرْدَىٰ,1,rdy,ردي
3659,>atawak~a&uA@,أَتَوَكَّؤُا@,1,wkA,وكا
3660,>ahu$~u,أَهُشُّ,1,h$$,هشش
3661,ma_#aArib,مَـ#َارِب,1,Arb,ارب
3662,Hay~ap,حَيَّة,1,Hyy,حيي
3663,siyrat,سِيرَت,1,syr,سير
3664,>azor,أَزْر,1,Azr,ازر
3665,su&ol,سُؤْل,1,sAl,سال
3666,s~aAHil,سَّاحِل,1,sHl,سحل
3667,maHab~ap,مَحَبَّة,1,Hbb,حبب
3668,futuwn,فُتُون,1,ftn,فتن
3669,{SoTanaEo,ٱصْطَنَعْ,1,SnE,صنع
3670,taniya,تَنِيَ,1,wny,وني
3671,l~ay~in,لَّيِّن,1,lyn,لين
3672,yaforuTa,يَفْرُطَ,1,frT,فرط
3673,suwFY,سُوًى,1,swy,سوي
3674,yusoHita,يُسْحِتَ,1,sHt,سحت
3675,muvolaY`,مُثْلَىٰ,1,mvl,مثل
3676,{sotaEolaY`,ٱسْتَعْلَىٰ,1,Elw,علو
3677,yuxay~alu,يُخَيَّلُ,1,xyl,خيل
3678,qaAD,قَاض,1,qDy,قضي
3679,yabas,يَبَس,1,ybs,يبس
3680,darak,دَرَك,1,drk,درك
3681,>aEojala,أَعْجَلَ,1,Ejl,عجل
3682,malok,مَلْك,1,mlk,ملك
3683,liHoyat,لِحْيَت,1,lHy,لحي
3684,misaAs,مِسَاس,1,mss,مسس
3685,zuroq,زُرْق,1,zrq,زرق
3686,>amoval,أَمْثَل,1,mvl,مثل
3687,qaAE,قَاع,1,qwE,قوع
3688,SafoSaf,صَفْصَف,1,SfSf,صفصف
3689,>amot,أَمْت,1,Amt,امت
3690,hamos,هَمْس,1,hms,همس
3691,Eanati,عَنَتِ,1,Enw,عنو
3692,haDom,هَضْم,1,hDm,هضم
3693,tajuwEa,تَجُوعَ,1,jwE,جوع
3694,taEoraY`,تَعْرَىٰ,1,Ery,عري
3695,taZoma&uA@,تَظْمَؤُا@,1,ZmA,ظما
3696,taDoHaY`,تَضْحَىٰ,1,DHw,ضحو
3697,Dank,ضَنك,1,Dnk,ضنك
3698,zahorap,زَهْرَة,1,zhr,زهر
3699,n~a*il~a,نَّذِلَّ,1,*ll,ذلل
3700,naxozaY`,نَخْزَىٰ,1,xzy,خزي
3701,laAhiyap,لَاهِيَة,1,lhw,لهو
3702,qaSamo,قَصَمْ,1,qSm,قصم
3703,yadomagu,يَدْمَغُ,1,dmg,دمغ
3704,zaAhiq,زَاهِق,1,zhq,زهق
3705,yasotaHosiru,يَسْتَحْسِرُ,1,Hsr,حسر
3706,yafoturu,يَفْتُرُ,1,ftr,فتر
3707,ratoq,رَتْق,1,rtq,رتق
3708,fataqo,فَتَقْ,1,ftq,فتق
3709,Eajal,عَجَل,1,Ejl,عجل
3710,yakola&u,يَكْلَؤُ,1,klA,كلا
3711,yuSoHabu,يُصْحَبُ,1,SHb,صحب
3712,nafoHap,نَفْحَة,1,nfH,نفح
3713,ju*a`*,جُذَٰذ,1,j**,جذذ
3714,fatFY,فَتًى,1,fty,فتي
3715,nukisu,نُكِسُ,1,nks,نكس
3716,fiEol,فِعْل,1,fEl,فعل
3717,nafa$ato,نَفَشَتْ,1,nf$,نفش
3718,fah~amo,فَهَّمْ,1,fhm,فهم
3719,SanoEap,صَنْعَة,1,SnE,صنع
3720,labuws,لَبُوس,1,lbs,لبس
3721,EaASifap,عَاصِفَة,1,ESf,عصف
3722,yaguwSu,يَغُوصُ,1,gwS,غوص
3723,n~uwn,نُّون,1,nwn,نون
3724,muga`Dib,مُغَٰضِب,1,gDb,غضب
3725,ragab,رَغَب,1,rgb,رغب
3726,rahab,رَهَب,1,rhb,رهب
3727,kuforaAn,كُفْرَان,1,kfr,كفر
3728,Hadab,حَدَب,1,Hdb,حدب
3729,$a`xiSap,شَٰخِصَة,1,$xS,شخص
3730,HaSab,حَصَب,1,HSb,حصب
3731,muboEaduwn,مُبْعَدُون,1,bEd,بعد
3732,Hasiys,حَسِيس,1,Hss,حسس
3733,naTowiY,نَطْوِى,1,Twy,طوي
3734,TaY~,طَىّ,1,Twy,طوي
3735,s~ijil~,سِّجِلّ,1,sjl,سجل
3736,zalozalap,زَلْزَلَة,1,zlzl,زلزل
3737,ta*ohalu,تَذْهَلُ,1,*hl,ذهل
3738,muroDiEap,مُرْضِعَة,1,rDE,رضع
3739,haAmidap,هَامِدَة,1,hmd,همد
3740,EiTof,عِطْف,1,ETf,عطف
3741,Harof,حَرْف,1,Hrf,حرف
3742,Ea$iyr,عَشِير,1,E$r,عشر
3743,majuws,مَجُوس,1,mjs,مجس
3744,m~ukorim,مُّكْرِم,1,krm,كرم
3745,yuSoharu,يُصْهَرُ,1,Shr,صهر
3746,m~aqa`miE,مَّقَٰمِع,1,qmE,قمع
3747,baAd,بَاد,1,bdw,بدو
3748,<iloHaAd,إِلْحَاد,1,lHd,لحد
3749,DaAmir,ضَامِر,1,Dmr,ضمر
3750,Eamiyq,عَمِيق,1,Emq,عمق
3751,baA^}is,بَا^ئِس,1,bAs,باس
3752,tafav,تَفَث,1,tfv,تفث
3753,nu*uwr,نُذُور,1,n*r,نذر
3754,saHiyq,سَحِيق,1,sHq,سحق
3755,muxobitiyn,مُخْبِتِين,1,xbt,خبت
3756,budon,بُدْن,1,bdn,بدن
3757,SawaA^f~,صَوَا^فّ,1,Sff,صفف
3758,wajabato,وَجَبَتْ,1,wjb,وجب
3759,qaAniE,قَانِع,1,qnE,قنع
3760,muEotar~,مُعْتَرّ,1,Err,عرر
3761,yuda`fiEu,يُدَٰفِعُ,1,dfE,دفع
3762,hud~imato,هُدِّمَتْ,1,hdm,هدم
3763,Sawa`miE,صَوَٰمِع,1,SmE,صمع
3764,biyaE,بِيَع,1,byE,بيع
3765,bi}or,بِئْر,1,bAr,بار
3766,m~uEaT~alap,مُّعَطَّلَة,1,ETl,عطل
3767,m~a$iyd,مَّشِيد,1,$yd,شيد
3768,muxoDar~ap,مُخْضَرَّة,1,xDr,خضر
3769,naAsikuw,نَاسِكُو,1,nsk,نسك
3770,yuna`ziEu,يُنَٰزِعُ,1,nzE,نزع
3771,yasoTu,يَسْطُ,1,sTw,سطو
3772,yasolubo,يَسْلُبْ,1,slb,سلب
3773,yasotanqi*u,يَسْتَنقِذُ,1,nq*,نقذ
3774,T~aAlib,طَّالِب,1,Tlb,طلب
3775,maToluwb,مَطْلُوب,1,Tlb,طلب
3776,*ahaAb,ذَهَاب,1,*hb,ذهب
3777,sayonaA^',سَيْنَا^ء,1,,
3778,tan[butu,تَن[بُتُ,1,nbt,نبت
3779,d~uhon,دُّهْن,1,dhn,دهن
3780,Sibog,صِبْغ,1,Sbg,صبغ
3781,yatafaD~ala,يَتَفَضَّلَ,1,fDl,فضل
3782,tatoraA,تَتْرَا,1,wtr,وتر
3783,muholakiyn,مُهْلَكِين,1,hlk,هلك
3784,wajilap,وَجِلَة,1,wjl,وجل
3785,sa`mir,سَٰمِر,1,smr,سمر
3786,xaraAj,خَرَاج,1,xrj,خرج
3787,na`kibuwn,نَٰكِبُون,1,nkb,نكب
3788,hamaza`t,هَمَزَٰت,1,hmz,همز
3789,talofaHu,تَلْفَحُ,1,lfH,لفح
3790,ka`liHuwn,كَٰلِحُون,1,klH,كلح
3791,$iqowat,شِقْوَت,1,$qw,شقو
3792,{xosa_#u,ٱخْسَـ#ُ,1,xsA,خسا
3793,EaA^d~iyn,عَا^دِّين,1,Edd,عدد
3794,Eabav,عَبَث,1,Ebv,عبث
3795,vama`niyn,ثَمَٰنِين,1,vmn,ثمن
3796,ta$iyEa,تَشِيعَ,1,$yE,شيع
3797,zakaY`,زَكَىٰ,1,zkw,زكو
3798,ya>otali,يَأْتَلِ,1,Alw,الو
3799,ga`fila`t,غَٰفِلَٰت,1,gfl,غفل
3800,mubar~a'uwn,مُبَرَّءُون,1,brA,برا
3801,tasota>onisu,تَسْتَأْنِسُ,1,Ans,انس
3802,masokuwnap,مَسْكُونَة,1,skn,سكن
3803,xumur,خُمُر,1,xmr,خمر
3804,<irobap,إِرْبَة,1,Arb,ارب
3805,>aya`maY`,أَيَٰمَىٰ,1,Aym,ايم
3806,kaAtibu,كَاتِبُ,1,ktb,كتب
3807,bigaA^',بِغَا^ء,1,bgy,بغي
3808,taHaS~un,تَحَصُّن,1,HSn,حصن
3809,mi$okaw`p,مِشْكَوٰة,1,$kw,شكو
3810,dur~iY~,دُرِّىّ,1,drr,درر
3811,zayotuwnap,زَيْتُونَة,1,zyt,زيت
3812,$aroqiy~ap,شَرْقِيَّة,1,$rq,شرق
3813,garobiy~ap,غَرْبِيَّة,1,grb,غرب
3814,zayot,زَيْت,1,zyt,زيت
3815,tataqal~abu,تَتَقَلَّبُ,1,qlb,قلب
3816,qiyEap,قِيعَة,1,qwE,قوع
3817,Z~amo_#aAn,ظَّمْـ#َان,1,ZmA,ظما
3818,l~uj~iY~,لُّجِّىّ,1,ljj,لجج
3819,rukaAm,رُكَام,1,rkm,ركم
3820,barad,بَرَد,1,brd,برد
3821,sanaA,سَنَا,1,snw,سنو
3822,mu*oEiniyn,مُذْعِنِين,1,*En,ذعن
3823,yaHiyfa,يَحِيفَ,1,Hyf,حيف
3824,m~aEoruwfap,مَّعْرُوفَة,1,Erf,عرف
3825,mar~a`t,مَرَّٰت,1,mrr,مرر
3826,Z~ahiyrap,ظَّهِيرَة,1,Zhr,ظهر
3827,Taw~a`fuwn,طَوَّٰفُون,1,Twf,طوف
3828,mutabar~ija`t,مُتَبَرِّجَٰت,1,brj,برج
3829,yatasal~alu,يَتَسَلَّلُ,1,sll,سلل
3830,liwaA*,لِوَاذ,1,lw*,لوذ
3831,{kotataba,ٱكْتَتَبَ,1,ktb,كتب
3832,tagay~uZ,تَغَيُّظ,1,gyZ,غيظ
3833,Sarof,صَرْف,1,Srf,صرف
3834,maqiyl,مَقِيل,1,qyl,قيل
3835,fulaAn,فُلَان,1,fln,فلن
3836,xa*uwl,خَذُول,1,x*l,خذل
3837,mahojuwr,مَهْجُور,1,hjr,هجر
3838,jumolap,جُمْلَة,1,jml,جمل
3839,tafosiyr,تَفْسِير,1,fsr,فسر
3840,saAkin,سَاكِن,1,skn,سكن
3841,daliyl,دَلِيل,1,dll,دلل
3842,qaboD,قَبْض,1,qbD,قبض
3843,Sihor,صِهْر,1,Shr,صهر
3844,xilofap,خِلْفَة,1,xlf,خلف
3845,hawon,هَوْن,1,hwn,هون
3846,yabiytu,يَبِيتُ,1,byt,بيت
3847,garaAm,غَرَام,1,grm,غرم
3848,yaqoturu,يَقْتُرُ,1,qtr,قتر
3849,qawaAm,قَوَام,1,qwm,قوم
3850,>avaAm,أَثَام,1,Avm,اثم
3851,muhaAn,مُهَان,1,hwn,هون
3852,yaEoba&uA@,يَعْبَؤُا@,1,EbA,عبا
3853,xa`DiEiyn,خَٰضِعِين,1,xDE,خضع
3854,faEolat,فَعْلَت,1,fEl,فعل
3855,Eab~ad,عَبَّد,1,Ebd,عبد
3856,masojuwniyn,مَسْجُونِين,1,sjn,سجن
3857,saH~aAr,سَحَّار,1,sHr,سحر
3858,m~ujotamiEuwn,مُّجْتَمِعُون,1,jmE,جمع
3859,Dayor,ضَيْر,1,Dyr,ضير
3860,$iro*imap,شِرْذِمَة,1,$r*m,شرذم
3861,gaA^}iZuwn,غَا^ئِظُون,1,gyZ,غيظ
3862,Ha`*iruwn,حَٰذِرُون,1,H*r,حذر
3863,mudorakuwn,مُدْرَكُون,1,drk,درك
3864,{nfalaqa,ٱنفَلَقَ,1,flq,فلق
3865,firoq,فِرْق,1,frq,فرق
3866,T~awod,طَّوْد,1,Twd,طود
3867,>aqodamuwn,أَقْدَمُون,1,qdm,قدم
3868,mariDo,مَرِضْ,1,mrD,مرض
3869,kubokibu,كُبْكِبُ,1,kbkb,كبكب
3870,marojuwmiyn,مَرْجُومِين,1,rjm,رجم
3871,riyE,رِيع,1,ryE,ريع
3872,taEobavu,تَعْبَثُ,1,Ebv,عبث
3873,maSaAniE,مَصَانِع,1,SnE,صنع
3874,wa`EiZiyn,وَٰعِظِين,1,wEZ,وعظ
3875,haDiym,هَضِيم,1,hDm,هضم
3876,fa`rihiyn,فَٰرِهِين,1,frh,فره
3877,qaAliyn,قَالِين,1,qly,قلي
3878,muxosiriyn,مُخْسِرِين,1,xsr,خسر
3879,>aEojamiyn,أَعْجَمِين,1,Ejm,عجم
3880,maEozuwluwn,مَعْزُولُون,1,Ezl,عزل
3881,yahiymu,يَهِيمُ,1,hym,هيم
3882,manTiq,مَنطِق,1,nTq,نطق
3883,namolap,نَمْلَة,1,nml,نمل
3884,yaHoTima,يَحْطِمَ,1,HTm,حطم
3885,tabas~ama,تَبَسَّمَ,1,bsm,بسم
3886,DaAHik,ضَاحِك,1,DHk,ضحك
3887,tafaq~ada,تَفَقَّدَ,1,fqd,فقد
3888,hudohud,هُدْهُد,1,hdhd,هدهد
3889,xabo',خَبْء,1,xbA,خبا
3890,kita`biY,كِتَٰبِى,1,ktb,كتب
3891,qaATiEap,قَاطِعَة,1,qTE,قطع
3892,murosilap,مُرْسِلَة,1,rsl,رسل
3893,Eiforiyt,عِفْرِيت,1,Efr,عفر
3894,nak~iru,نَكِّرُ,1,nkr,نكر
3895,ha`ka*aA,هَٰكَذَا,1,,
3896,luj~ap,لُجَّة,1,ljj,لجج
3897,m~umar~ad,مُّمَرَّد,1,mrd,مرد
3898,taqaAsamu,تَقَاسَمُ,1,qsm,قسم
3899,bahojap,بَهْجَة,1,bhj,بهج
3900,HaAjiz,حَاجِز,1,Hjz,حجز
3901,muDoTar~,مُضْطَرّ,1,Drr,ضرر
3902,radifa,رَدِفَ,1,rdf,ردف
3903,gaA^}ibap,غَا^ئِبَة,1,gyb,غيب
3904,ha`diY,هَٰدِى,1,hdy,هدي
3905,jaAmidap,جَامِدَة,1,jmd,جمد
3906,mar~,مَرّ,1,mrr,مرر
3907,>atoqana,أَتْقَنَ,1,tqn,تقن
3908,kub~ato,كُبَّتْ,1,kbb,كبب
3909,fa`rig,فَٰرِغ,1,frg,فرغ
3910,maraADiE,مَرَاضِع,1,rDE,رضع
3911,wakaza,وَكَزَ,1,wkz,وكز
3912,yasotaSorixu,يَسْتَصْرِخُ,1,Srx,صرخ
3913,gawiY~,غَوِىّ,1,gwy,غوي
3914,tawaj~aha,تَوَجَّهَ,1,wjh,وجه
3915,ta*uwda,تَذُودَ,1,*wd,ذود
3916,yuSodira,يُصْدِرَ,1,Sdr,صدر
3917,r~iEaA^',رِّعَا^ء,1,rEy,رعي
3918,{sotiHoyaA^',ٱسْتِحْيَا^ء,1,Hyy,حيي
3919,ha`tayon,هَٰتَيْن,1,,
3920,ta>ojura,تَأْجُرَ,1,Ajr,اجر
3921,vama`niY,ثَمَٰنِى,1,vmn,ثمن
3922,Hijaj,حِجَج,1,Hjj,حجج
3923,ja*owap,جَذْوَة,1,j*w,جذو
3924,$a`Ti},شَٰطِئ,1,$TA,شطا
3925,buqoEap,بُقْعَة,1,bqE,بقع
3926,r~ahob,رَّهْب,1,rhb,رهب
3927,*a`nik,ذَٰنِك,1,,
3928,>afoSaH,أَفْصَح,1,fSH,فصح
3929,rido',رِدْء,1,rdA,ردا
3930,maqobuwHiyn,مَقْبُوحِين,1,qbH,قبح
3931,garobiY~,غَرْبِىّ,1,grb,غرب
3932,taTaAwala,تَطَاوَلَ,1,Twl,طول
3933,vaAwiy,ثَاوِي,1,vwy,ثوي
3934,waS~alo,وَصَّلْ,1,wSl,وصل
3935,yujobaY`^,يُجْبَىٰ^,1,jby,جبي
3936,baTirato,بَطِرَتْ,1,bTr,بطر
3937,muholikiY,مُهْلِكِى,1,hlk,هلك
3938,la`qiy,لَٰقِي,1,lqy,لقي
3939,tanuw^>u,تَنُو^أُ,1,nwA,نوا
3940,maEaAd,مَعَاد,1,Ewd,عود
3941,Ha`miliyn,حَٰمِلِين,1,Hml,حمل
3942,tuqolabu,تُقْلَبُ,1,qlb,قلب
3943,musotaboSiriyn,مُسْتَبْصِرِين,1,bSr,بصر
3944,>awohan,أَوْهَن,1,whn,وهن
3945,taxuT~u,تَخُطُّ,1,xTT,خطط
3946,HayawaAn,حَيَوَان,1,Hyy,حيي
3947,r~uwm,رُّوم,1,,
3948,galab,غَلَب,1,glb,غلب
3949,s~uw^>aY`^,سُّو^أَىٰ^,1,swA,سوا
3950,yubolisu,يُبْلِسُ,1,bls,بلس
3951,rawoDap,رَوْضَة,1,rwD,روض
3952,tumosu,تُمْسُ,1,msw,مسو
3953,>ahowan,أَهْوَن,1,hwn,هون
3954,fiTorat,فِطْرَت,1,fTr,فطر
3955,r~ib,رِّب,1,rbw,ربو
3956,muDoEifuwn,مُضْعِفُون,1,DEf,ضعف
3957,yaS~ad~aEu,يَصَّدَّعُ,1,SdE,صدع
3958,yamohadu,يَمْهَدُ,1,mhd,مهد
3959,muba$~ira`t,مُبَشِّرَٰت,1,b$r,بشر
3960,$ayobap,شَيْبَة,1,$yb,شيب
3961,tuSaE~iro,تُصَعِّرْ,1,SEr,صعر
3962,xad~,خَدّ,1,xdd,خدد
3963,{qoSido,ٱقْصِدْ,1,qSd,قصد
3964,ma$oy,مَشْي,1,m$y,مشي
3965,>ankar,أَنكَر,1,nkr,نكر
3966,>asobaga,أَسْبَغَ,1,sbg,سبغ
3967,baATinap,بَاطِنَة,1,bTn,بطن
3968,xat~aAr,خَتَّار,1,xtr,ختر
3969,jaAz,جَاز,1,jzy,جزي
3970,naAkisuwA,نَاكِسُوا,1,nks,نكس
3971,tatajaAfaY`,تَتَجَافَىٰ,1,jfw,جفو
3972,jawof,جَوْف,1,jwf,جوف
3973,mawa`liy,مَوَٰلِي,1,wly,ولي
3974,taEam~adato,تَعَمَّدَتْ,1,Emd,عمد
3975,yavorib,يَثْرِب,1,,
3976,muEaw~iqiyn,مُعَوِّقِين,1,Ewq,عوق
3977,taduwru,تَدُورُ,1,dwr,دور
3978,salaqu,سَلَقُ,1,slq,سلق
3979,HidaAd,حِدَاد,1,Hdd,حدد
3980,baAduwn,بَادُون,1,bdw,بدو
3981,naHob,نَحْب,1,nHb,نحب
3982,SayaASiy,صَيَاصِي,1,SyS,صيص
3983,ta>osiru,تَأْسِرُ,1,Asr,اسر
3984,muHosina`t,مُحْسِنَٰت,1,Hsn,حسن
3985,taxoDaEo,تَخْضَعْ,1,xDE,خضع
3986,tabar~ajo,تَبَرَّجْ,1,brj,برج
3987,tabar~uj,تَبَرُّج,1,brj,برج
3988,taTohiyr,تَطْهِير,1,Thr,طهر
3989,S~a`diqa`t,صَّٰدِقَٰت,1,Sdq,صدق
3990,S~a`bira`t,صَّٰبِرَٰت,1,Sbr,صبر
3991,mutaSad~iqa`t,مُتَصَدِّقَٰت,1,Sdq,صدق
3992,S~a`^}imiyn,صَّٰ^ئِمِين,1,Swm,صوم
3993,S~a`^}ima`t,صَّٰ^ئِمَٰت,1,Swm,صوم
3994,*~a`kira`t,ذَّٰكِرَٰت,1,*kr,ذكر
3995,mubodiy,مُبْدِي,1,bdw,بدو
3996,zayod,زَيْد,1,,
3997,m~aqoduwr,مَّقْدُور,1,qdr,قدر
3998,xaAtam,خَاتَم,1,xtm,ختم
3999,daEo,دَعْ,1,wdE,ودع
4000,taEotad~u,تَعْتَدُّ,1,Edd,عدد
4001,yasotankiHa,يَسْتَنكِحَ,1,nkH,نكح
4002,Eazalo,عَزَلْ,1,Ezl,عزل
4003,<inaY`,إِنَىٰ,1,Any,اني
4004,musota_#onisiyn,مُسْتَـ#ْنِسِين,1,Ans,انس
4005,jala`biyb,جَلَٰبِيب,1,jlb,جلب
4006,murojifuwn,مُرْجِفُون,1,rjf,رجف
4007,yujaAwiru,يُجَاوِرُ,1,jwr,جور
4008,m~aloEuwniyn,مَّلْعُونِين,1,lEn,لعن
4009,taqotiyl,تَقْتِيل,1,qtl,قتل
4010,kubaraA^',كُبَرَا^ء,1,kbr,كبر
4011,laEon,لَعْن,1,lEn,لعن
4012,jahuwl,جَهُول,1,jhl,جهل
4013,>aw~ibi,أَوِّبِ,1,Awb,اوب
4014,>ala,أَلَ,1,lyn,لين
4015,sa`biga`t,سَٰبِغَٰت,1,sbg,سبغ
4016,s~arod,سَّرْد,1,srd,سرد
4017,rawaAH,رَوَاح,1,rwH,روح
4018,>asalo,أَسَلْ,1,syl,سيل
4019,m~aHa`riyb,مَّحَٰرِيب,1,Hrb,حرب
4020,jifaAn,جِفَان,1,jfn,جفن
4021,jawaAb2,جَوَاب²,1,jby,جبي
4022,quduwr,قُدُور,1,qdr,قدر
4023,$ukor,شُكْر,1,$kr,شكر
4024,minsa>at,مِنسَأَت,1,nsA,نسا
4025,Earim,عَرِم,1,Erm,عرم
4026,xamoT,خَمْط,1,xmT,خمط
4027,>avol,أَثْل,1,Avl,اثل
4028,nuja`ziY^,نُجَٰزِى^,1,jzy,جزي
4029,ba`Eido,بَٰعِدْ,1,bEd,بعد
4030,fuz~iEa,فُزِّعَ,1,fzE,فزع
4031,fat~aAH,فَتَّاح,1,ftH,فتح
4032,mawoquwfuwn,مَوْقُوفُون,1,wqf,وقف
4033,gurufa`t,غُرُفَٰت,1,grf,غرف
4034,miEo$aAr,مِعْشَار,1,E$r,عشر
4035,fawot,فَوْت,1,fwt,فوت
4036,t~anaAwu$,تَّنَاوُش,1,nw$,نوش
4037,mumosik,مُمْسِك,1,msk,مسك
4038,yaSoEadu,يَصْعَدُ,1,SEd,صعد
4039,m~uEam~ar,مُّعَمَّر,1,Emr,عمر
4040,qiTomiyr,قِطْمِير,1,qTmr,قطمر
4041,muvoqalap,مُثْقَلَة,1,vql,ثقل
4042,Haruwr,حَرُور,1,Hrr,حرر
4043,musomiE,مُسْمِع,1,smE,سمع
4044,judad,جُدَد,1,jdd,جدد
4045,Humor,حُمْر,1,Hmr,حمر
4046,garaAbiyb,غَرَابِيب,1,grb,غرب
4047,suwd,سُود,1,swd,سود
4048,muqaAmap,مُقَامَة,1,qwm,قوم
4049,yaSoTarixu,يَصْطَرِخُ,1,Srx,صرخ
4050,m~uqomaHuwn,مُّقْمَحُون,1,qmH,قمح
4051,Eaz~azo,عَزَّزْ,1,Ezz,عزز
4052,nasolaxu,نَسْلَخُ,1,slx,سلخ
4053,Eurojuwn,عُرْجُون,1,Erjn,عرجن
4054,Sariyx,صَرِيخ,1,Srx,صرخ
4055,tawoSiyap,تَوْصِيَة,1,wSy,وصي
4056,m~aroqad,مَّرْقَد,1,rqd,رقد
4057,$ugul,شُغُل,1,$gl,شغل
4058,{mota`zu,ٱمْتَٰزُ,1,myz,ميز
4059,masaxo,مَسَخْ,1,msx,مسخ
4060,muDiy~,مُضِيّ,1,mDy,مضي
4061,nunak~iso,نُنَكِّسْ,1,nks,نكس
4062,rakuwb,رَكُوب,1,rkb,ركب
4063,>axoDar,أَخْضَر,1,xDr,خضر
4064,z~a`jira`t,زَّٰجِرَٰت,1,zjr,زجر
4065,zajor,زَجْر,1,zjr,زجر
4066,t~a`liya`t,تَّٰلِيَٰت,1,tlw,تلو
4067,m~aArid,مَّارِد,1,mrd,مرد
4068,yas~am~aEu,يَسَّمَّعُ,1,smE,سمع
4069,duHuwr,دُحُور,1,dHr,دحر
4070,xaTofap,خَطْفَة,1,xTf,خطف
4071,l~aAzib,لَّازِب,1,lzb,لزب
4072,yasotasoxiru,يَسْتَسْخِرُ,1,sxr,سخر
4073,tanaASaru,تَنَاصَرُ,1,nSr,نصر
4074,musotasolimuwn,مُسْتَسْلِمُون,1,slm,سلم
4075,gawol,غَوْل,1,gwl,غول
4076,bayoD,بَيْض,1,byD,بيض
4077,m~uT~aliEuwn,مُّطَّلِعُون,1,TlE,طلع
4078,$awob,شَوْب,1,$wb,شوب
4079,naZorap,نَظْرَة,1,nZr,نظر
4080,yazif~u,يَزِفُّ,1,zff,زفف
4081,*aAhib,ذَاهِب,1,*hb,ذهب
4082,tal~a,تَلَّ,1,tll,تلل
4083,jabiyn,جَبِين,1,jbn,جبن
4084,fadayo,فَدَيْ,1,fdy,فدي
4085,*iboH,ذِبْح,1,*bH,ذبح
4086,musotabiyn,مُسْتَبِين,1,byn,بين
4087,baEol2,بَعْل²,1,bEl,بعل
4088,>abaqa,أَبَقَ,1,Abq,ابق
4089,saAhama,سَاهَمَ,1,shm,سهم
4090,mudoHaDiyn,مُدْحَضِين,1,dHD,دحض
4091,{lotaqama,ٱلْتَقَمَ,1,lqm,لقم
4092,yaqoTiyn,يَقْطِين,1,,
4093,fa`tiniyn,فَٰتِنِين,1,ftn,فتن
4094,SaAl,صَال,1,Sly,صلي
4095,S~aA^f~uwn,صَّا^فُّون,1,Sff,صفف
4096,saAHat,سَاحَت,1,swH,سوح
4097,SabaAH,صَبَاح,1,SbH,صبح
4098,laAta,لَاتَ,1,lwt,لوت
4099,manaAS,مَنَاص,1,nwS,نوص
4100,EujaAb,عُجَاب,1,Ejb,عجب
4101,{xotila`q,ٱخْتِلَٰق,1,xlq,خلق
4102,yarotaqu,يَرْتَقُ,1,rqy,رقي
4103,mahozuwm,مَهْزُوم,1,hzm,هزم
4104,fawaAq,فَوَاق,1,fwq,فوق
4105,qiT~,قِطّ,1,qTT,قطط
4106,<i$oraAq,إِشْرَاق,1,$rq,شرق
4107,maHo$uwrap,مَحْشُورَة,1,H$r,حشر
4108,tasaw~aru,تَسَوَّرُ,1,swr,سور
4109,tu$oTiTo,تُشْطِطْ,1,$TT,شطط
4110,>akofilo,أَكْفِلْ,1,kfl,كفل
4111,Eaz~a,عَزَّ,1,Ezz,عزز
4112,su&aAl,سُؤَال,1,sAl,سال
4113,xulaTaA^',خُلَطَا^ء,1,xlT,خلط
4114,S~a`fina`t,صَّٰفِنَٰت,1,Sfn,صفن
4115,jiyaAd,جِيَاد,1,jwd,جود
4116,masoH,مَسْح,1,msH,مسح
4117,ruxaA^',رُخَا^ء,1,rxw,رخو
4118,ban~aA^',بَنَّا^ء,1,bny,بني
4119,gaw~aAS,غَوَّاص,1,gwS,غوص
4120,nuSob,نُصْب,1,nSb,نصب
4121,mugotasal,مُغْتَسَل,1,gsl,غسل
4122,taHonavo,تَحْنَثْ,1,Hnv,حنث
4123,muSoTafayon,مُصْطَفَيْن,1,Sfw,صفو
4124,m~ufat~aHap,مُّفَتَّحَة,1,ftH,فتح
4125,n~afaAd,نَّفَاد,1,nfd,نفد
4126,$akol,شَكْل,1,$kl,شكل
4127,m~uqotaHim,مُّقْتَحِم,1,qHm,قحم
4128,taxaASum,تَخَاصُم,1,xSm,خصم
4129,mutakal~ifiyn,مُتَكَلِّفِين,1,klf,كلف
4130,m~aboniy~ap,مَّبْنِيَّة,1,bny,بني
4131,taqo$aEir~u,تَقْشَعِرُّ,1,q$Er,قشعر
4132,muta$a`kisuwn,مُتَشَٰكِسُون,1,$ks,شكس
4133,kaAf,كَاف,1,kfy,كفي
4134,ka`$ifa`t,كَٰشِفَٰت,1,k$f,كشف
4135,mumosika`t,مُمْسِكَٰت,1,msk,مسك
4136,{$oma>az~ato,ٱشْمَأَزَّتْ,1,$mz,شمز
4137,HasorataY`,حَسْرَتَىٰ,1,Hsr,حسر
4138,s~a`xiriyn,سَّٰخِرِين,1,sxr,سخر
4139,m~usowad~ap,مُّسْوَدَّة,1,swd,سود
4140,maTowiy~a`t,مَطْوِيَّٰت,1,Twy,طوي
4141,>a$oraqati,أَشْرَقَتِ,1,$rq,شرق
4142,HaA^f~iyn,حَا^فِّين,1,Hff,حفف
4143,qaAbil,قَابِل,1,qbl,قبل
