surah,verse,fasila_2char,fasila_3char,ends_in_letter
27,11,يم,حيم,م
27,12,ين,قين,ن
27,13,ين,بين,ن
27,14,ين,دين,ن
27,15,ين,نين,ن
27,16,ين,بين,ن
27,17,ون,عون,ن
27,18,ون,رون,ن
27,19,ين,حين,ن
27,20,ين,بين,ن
27,21,ين,بين,ن
27,22,ين,قين,ن
27,23,يم,ظيم,م
27,24,ون,دون,ن
27,25,ون,نون,ن
27,26,يم,ظيم,م
27,27,ين,بين,ن
27,28,ون,عون,ن
27,29,يم,ريم,م
27,30,يم,حيم,م
27,31,ين,مين,ن
27,32,ون,دون,ن
27,33,ين,رين,ن
27,34,ون,لون,ن
27,35,ون,لون,ن
27,36,ون,حون,ن
27,37,ون,رون,ن
27,38,ين,مين,ن
27,39,ين,مين,ن
27,40,يم,ريم,م
27,41,ون,دون,ن
27,42,ين,مين,ن
27,43,ين,رين,ن
27,44,ين,مين,ن
27,45,ون,مون,ن
27,46,ون,مون,ن
27,47,ون,نون,ن
27,48,ون,حون,ن
27,49,ون,قون,ن
27,50,ون,رون,ن
27,51,ين,عين,ن
27,52,ون,مون,ن
27,53,ون,قون,ن
27,54,ون,رون,ن
27,55,ون,لون,ن
27,56,ون,رون,ن
27,57,ين,رين,ن
27,58,ين,رين,ن
27,59,ون,كون,ن
27,60,ون,لون,ن
27,61,ون,مون,ن
27,62,ون,رون,ن
27,63,ون,كون,ن
27,64,ين,قين,ن
27,65,ون,ثون,ن
27,66,ون,مون,ن
27,67,ون,جون,ن
27,68,ين,لين,ن
27,69,ين,مين,ن
27,70,ون,رون,ن
27,71,ين,قين,ن
27,72,ون,لون,ن
27,73,ون,رون,ن
27,74,ون,نون,ن
27,75,ين,بين,ن
27,76,ون,فون,ن
27,77,ين,نين,ن
27,78,يم,ليم,م
27,79,ين,بين,ن
27,80,ين,رين,ن
27,81,ون,مون,ن
27,82,ون,نون,ن
27,83,ون,عون,ن
27,84,ون,لون,ن
27,85,ون,قون,ن
27,86,ون,نون,ن
27,87,ين,رين,ن
27,88,ون,لون,ن
27,89,ون,نون,ن
27,90,ون,لون,ن
27,91,ين,مين,ن
27,92,ين,رين,ن
27,93,ون,لون,ن
28,1,سم,طسم,م
28,2,ين,بين,ن
28,3,ون,نون,ن
28,4,ين,دين,ن
28,5,ين,ثين,ن
28,6,ون,رون,ن
28,7,ين,لين,ن
28,8,ين,طين,ن
28,9,ون,رون,ن
28,10,ين,نين,ن
28,11,ون,رون,ن
28,12,ون,حون,ن
28,13,ون,مون,ن
28,14,ين,نين,ن
28,15,ين,بين,ن
28,16,يم,حيم,م
28,17,ين,مين,ن
28,18,ين,بين,ن
28,19,ين,حين,ن
28,20,ين,حين,ن
28,21,ين,مين,ن
28,22,يل,بيل,ل
28,23,ير,بير,ر
28,24,ير,قير,ر
28,25,ين,مين,ن
28,26,ين,مين,ن
28,27,ين,حين,ن
28,28,يل,كيل,ل
28,29,ون,لون,ن
28,30,ين,مين,ن
28,31,ين,نين,ن
28,32,ين,قين,ن
28,33,ون,لون,ن
28,34,ون,بون,ن
28,35,ون,بون,ن
28,36,ين,لين,ن
28,37,ون,مون,ن
28,38,ين,بين,ن
28,39,ون,عون,ن
28,40,ين,مين,ن
28,41,ون,رون,ن
28,42,ين,حين,ن
28,43,ون,رون,ن
28,44,ين,دين,ن
28,45,ين,لين,ن
28,46,ون,رون,ن
28,47,ين,نين,ن
28,48,ون,رون,ن
28,49,ين,قين,ن
28,50,ين,مين,ن
28,51,ون,رون,ن
28,52,ون,نون,ن
28,53,ين,مين,ن
28,54,ون,قون,ن
28,55,ين,لين,ن
28,56,ين,دين,ن
28,57,ون,مون,ن
28,58,ين,ثين,ن
28,59,ون,مون,ن
28,60,ون,لون,ن
28,61,ين,رين,ن
28,62,ون,مون,ن
28,63,ون,دون,ن
28,64,ون,دون,ن
28,65,ين,لين,ن
28,66,ون,لون,ن
28,67,ين,حين,ن
28,68,ون,كون,ن
28,69,ون,نون,ن
28,70,ون,عون,ن
28,71,ون,عون,ن
28,72,ون,رون,ن
28,73,ون,رون,ن
28,74,ون,مون,ن
28,75,ون,رون,ن
28,76,ين,حين,ن
28,77,ين,دين,ن
28,78,ون,مون,ن
28,79,يم,ظيم,م
28,80,ون,رون,ن
28,81,ين,رين,ن
28,82,ون,رون,ن
28,83,ين,قين,ن
28,84,ون,لون,ن
28,85,ين,بين,ن
28,86,ين,رين,ن
28,87,ين,كين,ن
28,88,ون,عون,ن
29,1,لم,الم,م
29,2,ون,نون,ن
29,3,ين,بين,ن
29,4,ون,مون,ن
29,5,يم,ليم,م
29,6,ين,مين,ن
29,7,ون,لون,ن
29,8,ون,لون,ن
29,9,ين,حين,ن
29,10,ين,مين,ن
29,11,ين,قين,ن
29,12,ون,بون,ن
29,13,ون,رون,ن
29,14,ون,مون,ن
29,15,ين,مين,ن
29,16,ون,مون,ن
29,17,ون,عون,ن
29,18,ين,بين,ن
29,19,ير,سير,ر
29,20,ير,دير,ر
29,21,ون,بون,ن
29,22,ير,صير,ر
29,23,يم,ليم,م
29,24,ون,نون,ن
29,25,ين,رين,ن
29,26,يم,كيم,م
29,27,ين,حين,ن
29,28,ين,مين,ن
29,29,ين,قين,ن
29,30,ين,دين,ن
29,31,ين,مين,ن
29,32,ين,رين,ن
29,33,ين,رين,ن
29,34,ون,قون,ن
29,35,ون,لون,ن
29,36,ين,دين,ن
29,37,ين,مين,ن
29,38,ين,رين,ن
29,39,ين,قين,ن
29,40,ون,مون,ن
29,41,ون,مون,ن
29,42,يم,كيم,م
29,43,ون,مون,ن
29,44,ين,نين,ن
29,45,ون,عون,ن
29,46,ون,مون,ن
29,47,ون,رون,ن
29,48,ون,لون,ن
29,49,ون,مون,ن
29,50,ين,بين,ن
29,51,ون,نون,ن
29,52,ون,رون,ن
29,53,ون,رون,ن
29,54,ين,رين,ن
29,55,ون,لون,ن
29,56,ون,دون,ن
29,57,ون,عون,ن
29,58,ين,لين,ن
29,59,ون,لون,ن
29,60,يم,ليم,م
29,61,ون,كون,ن
29,62,يم,ليم,م
29,63,ون,لون,ن
29,64,ون,مون,ن
29,65,ون,كون,ن
29,66,ون,مون,ن
29,67,ون,رون,ن
29,68,ين,رين,ن
29,69,ين,نين,ن
30,1,لم,الم,م
30,2,وم,روم,م
30,3,ون,بون,ن
30,4,ون,نون,ن
30,5,يم,حيم,م
30,6,ون,مون,ن
30,7,ون,لون,ن
30,8,ون,رون,ن
30,9,ون,مون,ن
30,10,ون,ءون,ن
30,11,ون,عون,ن
30,12,ون,مون,ن
30,13,ين,رين,ن
30,14,ون,قون,ن
30,15,ون,رون,ن
30,16,ون,رون,ن
30,17,ون,حون,ن
30,18,ون,رون,ن
30,19,ون,جون,ن
30,20,ون,رون,ن
30,21,ون,رون,ن
30,22,ين,مين,ن
30,23,ون,عون,ن
30,24,ون,لون,ن
30,25,ون,جون,ن
30,26,ون,تون,ن
30,27,يم,كيم,م
30,28,ون,لون,ن
30,29,ين,رين,ن
30,30,ون,مون,ن
30,31,ين,كين,ن
30,32,ون,حون,ن
30,33,ون,كون,ن
30,34,ون,مون,ن
30,35,ون,كون,ن
30,36,ون,طون,ن
30,37,ون,نون,ن
30,38,ون,حون,ن
30,39,ون,فون,ن
30,40,ون,كون,ن
30,41,ون,عون,ن
30,42,ين,كين,ن
30,43,ون,عون,ن
30,44,ون,دون,ن
30,45,ين,رين,ن
30,46,ون,رون,ن
30,47,ين,نين,ن
30,48,ون,رون,ن
30,49,ين,سين,ن
30,50,ير,دير,ر
30,51,ون,رون,ن
30,52,ين,رين,ن
30,53,ون,مون,ن
30,54,ير,دير,ر
30,55,ون,كون,ن
30,56,ون,مون,ن
30,57,ون,بون,ن
30,58,ون,لون,ن
30,59,ون,مون,ن
30,60,ون,نون,ن
31,1,لم,الم,م
31,2,يم,كيم,م
31,3,ين,نين,ن
31,4,ون,نون,ن
31,5,ون,حون,ن
31,6,ين,هين,ن
31,7,يم,ليم,م
31,8,يم,عيم,م
31,9,يم,كيم,م
31,10,يم,ريم,م
31,11,ين,بين,ن
31,12,يد,ميد,د
31,13,يم,ظيم,م
31,14,ير,صير,ر
31,15,ون,لون,ن
31,16,ير,بير,ر
31,17,ور,مور,ر
31,18,ور,خور,ر
31,19,ير,مير,ر
31,20,ير,نير,ر
31,21,ير,عير,ر
31,22,ور,مور,ر
31,23,ور,دور,ر
31,24,يظ,ليظ,ظ
31,25,ون,مون,ن
31,26,يد,ميد,د
31,27,يم,كيم,م
31,28,ير,صير,ر
31,29,ير,بير,ر
31,30,ير,بير,ر
31,31,ور,كور,ر
31,32,ور,فور,ر
31,33,ور,رور,ر
31,34,ير,بير,ر
32,1,لم,الم,م
32,2,ين,مين,ن
32,3,ون,دون,ن
32,4,ون,رون,ن
32,5,ون,دون,ن
32,6,يم,حيم,م
32,7,ين,طين,ن
32,8,ين,هين,ن
32,9,ون,رون,ن
32,10,ون,رون,ن
32,11,ون,عون,ن
32,12,ون,نون,ن
32,13,ين,عين,ن
32,14,ون,لون,ن
32,15,ون,رون,ن
32,16,ون,قون,ن
32,17,ون,لون,ن
32,18,ون,تون,ن
32,19,ون,لون,ن
32,20,ون,بون,ن
32,21,ون,عون,ن
32,22,ون,مون,ن
32,23,يل,ءيل,ل
32,24,ون,نون,ن
32,25,ون,فون,ن
32,26,ون,عون,ن
32,27,ون,رون,ن
32,28,ين,قين,ن
32,29,ون,رون,ن
32,30,ون,رون,ن
33,1,ما,يما,ا
33,2,را,يرا,ا
33,3,لا,يلا,ا
33,4,يل,بيل,ل
33,5,ما,يما,ا
33,6,را,ورا,ا
33,7,ظا,يظا,ا
33,8,ما,يما,ا
33,9,را,يرا,ا
33,10,نا,ونا,ا
33,11,دا,يدا,ا
33,12,را,ورا,ا
33,13,را,ارا,ا
33,14,را,يرا,ا
33,15,لا,ولا,ا
33,16,لا,يلا,ا
33,17,را,يرا,ا
33,18,لا,يلا,ا
33,19,را,يرا,ا
33,20,لا,يلا,ا
33,21,را,يرا,ا
33,22,ما,يما,ا
33,23,لا,يلا,ا
33,24,ما,يما,ا
33,25,زا,يزا,ا
33,26,قا,يقا,ا
33,27,را,يرا,ا
33,28,لا,يلا,ا
33,29,ما,يما,ا
33,30,را,يرا,ا
33,31,ما,يما,ا
33,32,فا,وفا,ا
33,33,را,يرا,ا
33,34,را,يرا,ا
33,35,ما,يما,ا
33,36,نا,ينا,ا
33,37,لا,ولا,ا
33,38,را,ورا,ا
33,39,با,يبا,ا
33,40,ما,يما,ا
33,41,را,يرا,ا
33,42,لا,يلا,ا
33,43,ما,يما,ا
33,44,ما,يما,ا
33,45,را,يرا,ا
33,46,را,يرا,ا
33,47,را,يرا,ا
33,48,لا,يلا,ا
33,49,لا,يلا,ا
33,50,ما,يما,ا
33,51,ما,يما,ا
33,52,با,يبا,ا
33,53,ما,يما,ا
33,54,ما,يما,ا
33,55,دا,يدا,ا
33,56,ما,يما,ا
33,57,نا,ينا,ا
33,58,نا,ينا,ا
33,59,ما,يما,ا
33,60,لا,يلا,ا
33,61,لا,يلا,ا
33,62,لا,يلا,ا
33,63,با,يبا,ا
33,64,را,يرا,ا
33,65,را,يرا,ا
33,66,لا,ولا,ا
33,67,لا,يلا,ا
33,68,را,يرا,ا
33,69,ها,يها,ا
33,70,دا,يدا,ا
33,71,ما,يما,ا
33,72,لا,ولا,ا
33,73,ما,يما,ا
34,1,ير,بير,ر
34,2,ور,فور,ر
34,3,ين,بين,ن
34,4,يم,ريم,م
34,5,يم,ليم,م
34,6,يد,ميد,د
34,7,يد,ديد,د
34,8,يد,عيد,د
34,9,يب,نيب,ب
34,10,يد,ديد,د
34,11,ير,صير,ر
34,12,ير,عير,ر
34,13,ور,كور,ر
34,14,ين,هين,ن
34,15,ور,فور,ر
34,16,يل,ليل,ل
34,17,ور,فور,ر
34,18,ين,نين,ن
34,19,ور,كور,ر
34,20,ين,نين,ن
34,21,يظ,فيظ,ظ
34,22,ير,هير,ر
34,23,ير,بير,ر
34,24,ين,بين,ن
34,25,ون,لون,ن
34,26,يم,ليم,م
34,27,يم,كيم,م
34,28,ون,مون,ن
34,29,ين,قين,ن
34,30,ون,مون,ن
34,31,ين,نين,ن
34,32,ين,مين,ن
34,33,ون,لون,ن
34,34,ون,رون,ن
34,35,ين,بين,ن
34,36,ون,مون,ن
34,37,ون,نون,ن
34,38,ون,رون,ن
34,39,ين,قين,ن
34,40,ون,دون,ن
34,41,ون,نون,ن
34,42,ون,بون,ن
34,43,ين,بين,ن
34,44,ير,ذير,ر
34,45,ير,كير,ر
34,46,يد,ديد,د
34,47,يد,هيد,د
34,48,وب,يوب,ب
34,49,يد,عيد,د
34,50,يب,ريب,ب
34,51,يب,ريب,ب
34,52,يد,عيد,د
34,53,يد,عيد,د
34,54,يب,ريب,ب
35,1,ير,دير,ر
35,2,يم,كيم,م
35,3,ون,كون,ن
35,4,ور,مور,ر
35,5,ور,رور,ر
35,6,ير,عير,ر
35,7,ير,بير,ر
35,8,ون,عون,ن
35,9,ور,شور,ر
35,10,ور,بور,ر
35,11,ير,سير,ر
35,12,ون,رون,ن
35,13,ير,مير,ر
35,14,ير,بير,ر
35,15,يد,ميد,د
35,16,يد,ديد,د
35,17,يز,زيز,ز
35,18,ير,صير,ر
35,19,ير,صير,ر
35,20,ور,نور,ر
35,21,ور,رور,ر
35,22,ور,بور,ر
35,23,ير,ذير,ر
35,24,ير,ذير,ر
35,25,ير,نير,ر
35,26,ير,كير,ر
35,27,ود,سود,د
35,28,ور,فور,ر
35,29,ور,بور,ر
35,30,ور,كور,ر
35,31,ير,صير,ر
35,32,ير,بير,ر
35,33,ير,رير,ر
35,34,ور,كور,ر
35,35,وب,غوب,ب
35,36,ور,فور,ر
35,37,ير,صير,ر
35,38,ور,دور,ر
35,39,را,ارا,ا
35,40,را,ورا,ا
35,41,را,ورا,ا
35,42,را,ورا,ا
35,43,لا,يلا,ا
35,44,را,يرا,ا
35,45,را,يرا,ا
36,1,يس,يس,س
36,2,يم,كيم,م
36,3,ين,لين,ن
36,4,يم,قيم,م
36,5,يم,حيم,م
36,6,ون,لون,ن
36,7,ون,نون,ن
36,8,ون,حون,ن
36,9,ون,رون,ن
36,10,ون,نون,ن
36,11,يم,ريم,م
36,12,ين,بين,ن
36,13,ون,لون,ن
36,14,ون,لون,ن
36,15,ون,بون,ن
36,16,ون,لون,ن
36,17,ين,بين,ن
36,18,يم,ليم,م
36,19,ون,فون,ن
36,20,ين,لين,ن
36,21,ون,دون,ن
36,22,ون,عون,ن
36,23,ون,ذون,ن
36,24,ين,بين,ن
36,25,ون,عون,ن
36,26,ون,مون,ن
36,27,ين,مين,ن
36,28,ين,لين,ن
36,29,ون,دون,ن
36,30,ون,ءون,ن
36,31,ون,عون,ن
36,32,ون,رون,ن
36,33,ون,لون,ن
36,34,ون,يون,ن
36,35,ون,رون,ن
36,36,ون,مون,ن
36,37,ون,مون,ن
36,38,يم,ليم,م
36,39,يم,ديم,م
36,40,ون,حون,ن
36,41,ون,حون,ن
36,42,ون,بون,ن
36,43,ون,ذون,ن
36,44,ين,حين,ن
36,45,ون,مون,ن
36,46,ين,ضين,ن
36,47,ين,بين,ن
36,48,ين,قين,ن
36,49,ون,مون,ن
36,50,ون,عون,ن
36,51,ون,لون,ن
36,52,ون,لون,ن
36,53,ون,رون,ن
36,54,ون,لون,ن
36,55,ون,هون,ن
36,56,ون,كون,ن
36,57,ون,عون,ن
36,58,يم,حيم,م
36,59,ون,مون,ن
36,60,ين,بين,ن
36,61,يم,قيم,م
36,62,ون,لون,ن
36,63,ون,دون,ن
36,64,ون,رون,ن
36,65,ون,بون,ن
36,66,ون,رون,ن
36,67,ون,عون,ن
36,68,ون,لون,ن
36,69,ين,بين,ن
36,70,ين,رين,ن
36,71,ون,كون,ن
36,72,ون,لون,ن
36,73,ون,رون,ن
36,74,ون,رون,ن
36,75,ون,رون,ن
36,76,ون,نون,ن
36,77,ين,بين,ن
36,78,يم,ميم,م
36,79,يم,ليم,م
36,80,ون,دون,ن
36,81,يم,ليم,م
36,82,ون,كون,ن
36,83,ون,عون,ن
37,1,فا,صفا,ا
37,2,را,جرا,ا
37,3,را,كرا,ا
37,4,حد,وحد,د
37,5,رق,شرق,ق
37,6,كب,اكب,ب
37,7,رد,ارد,د
37,8,نب,انب,ب
37,9,صب,اصب,ب
37,10,قب,اقب,ب
37,11,زب,ازب,ب
37,12,ون,رون,ن
37,13,ون,رون,ن
37,14,ون,رون,ن
37,15,ين,بين,ن
37,16,ون,ثون,ن
37,17,ون,لون,ن
37,18,ون,رون,ن
37,19,ون,رون,ن
37,20,ين,دين,ن
37,21,ون,بون,ن
37,22,ون,دون,ن
37,23,يم,حيم,م
37,24,ون,لون,ن
37,25,ون,رون,ن
37,26,ون,مون,ن
37,27,ون,لون,ن
37,28,ين,مين,ن
37,29,ين,نين,ن
37,30,ين,غين,ن
37,31,ون,قون,ن
37,32,ين,وين,ن
37,33,ون,كون,ن
37,34,ين,مين,ن
37,35,ون,رون,ن
37,36,ون,نون,ن
37,37,ين,لين,ن
37,38,يم,ليم,م
37,39,ون,لون,ن
37,40,ين,صين,ن
37,41,وم,لوم,م
37,42,ون,مون,ن
37,43,يم,عيم,م
37,44,ين,لين,ن
37,45,ين,عين,ن
37,46,ين,بين,ن
37,47,ون,فون,ن
37,48,ين,عين,ن
37,49,ون,نون,ن
37,50,ون,لون,ن
37,51,ين,رين,ن
37,52,ين,قين,ن
37,53,ون,نون,ن
37,54,ون,عون,ن
37,55,يم,حيم,م
37,56,ين,دين,ن
37,57,ين,رين,ن
37,58,ين,تين,ن
37,59,ين,بين,ن
37,60,يم,ظيم,م
37,61,ون,لون,ن
37,62,وم,قوم,م
37,63,ين,مين,ن
37,64,يم,حيم,م
37,65,ين,طين,ن
37,66,ون,طون,ن
37,67,يم,ميم,م
37,68,يم,حيم,م
37,69,ين,لين,ن
37,70,ون,عون,ن
37,71,ين,لين,ن
37,72,ين,رين,ن
37,73,ين,رين,ن
37,74,ين,صين,ن
37,75,ون,بون,ن
37,76,يم,ظيم,م
37,77,ين,قين,ن
37,78,ين,رين,ن
37,79,ين,مين,ن
37,80,ين,نين,ن
37,81,ين,نين,ن
37,82,ين,رين,ن
37,83,يم,هيم,م
37,84,يم,ليم,م
37,85,ون,دون,ن
37,86,ون,دون,ن
37,87,ين,مين,ن
37,88,وم,جوم,م
37,89,يم,قيم,م
37,90,ين,رين,ن
37,91,ون,لون,ن
37,92,ون,قون,ن
37,93,ين,مين,ن
37,94,ون,فون,ن
37,95,ون,تون,ن
37,96,ون,لون,ن
37,97,يم,حيم,م
37,98,ين,لين,ن
37,99,ين,دين,ن
37,100,ين,حين,ن
37,101,يم,ليم,م
37,102,ين,رين,ن
37,103,ين,بين,ن
37,104,يم,هيم,م
37,105,ين,نين,ن
37,106,ين,بين,ن
37,107,يم,ظيم,م
37,108,ين,رين,ن
37,109,يم,هيم,م
37,110,ين,نين,ن
37,111,ين,نين,ن
37,112,ين,حين,ن
37,113,ين,بين,ن
37,114,ون,رون,ن
37,115,يم,ظيم,م
37,116,ين,بين,ن
37,117,ين,بين,ن
37,118,يم,قيم,م
37,119,ين,رين,ن
37,120,ون,رون,ن
37,121,ين,نين,ن
37,122,ين,نين,ن
37,123,ين,لين,ن
37,124,ون,قون,ن
37,125,ين,قين,ن
37,126,ين,لين,ن
37,127,ون,رون,ن
37,128,ين,صين,ن
37,129,ين,رين,ن
37,130,ين,سين,ن
37,131,ين,نين,ن
37,132,ين,نين,ن
37,133,ين,لين,ن
37,134,ين,عين,ن
37,135,ين,رين,ن
37,136,ين,رين,ن
37,137,ين,حين,ن
37,138,ون,لون,ن
37,139,ين,لين,ن
37,140,ون,حون,ن
37,141,ين,ضين,ن
37,142,يم,ليم,م
37,143,ين,حين,ن
37,144,ون,ثون,ن
37,145,يم,قيم,م
37,146,ين,طين,ن
37,147,ون,دون,ن
37,148,ين,حين,ن
37,149,ون,نون,ن
37,150,ون,دون,ن
37,151,ون,لون,ن
37,152,ون,بون,ن
37,153,ين,نين,ن
37,154,ون,مون,ن
37,155,ون,رون,ن
37,156,ين,بين,ن
37,157,ين,قين,ن
37,158,ون,رون,ن
37,159,ون,فون,ن
37,160,ين,صين,ن
37,161,ون,دون,ن
37,162,ين,نين,ن
37,163,يم,حيم,م
37,164,وم,لوم,م
37,165,ون,فون,ن
37,166,ون,حون,ن
37,167,ون,لون,ن
37,168,ين,لين,ن
37,169,ين,صين,ن
37,170,ون,مون,ن
37,171,ين,لين,ن
37,172,ون,رون,ن
37,173,ون,بون,ن
37,174,ين,حين,ن
37,175,ون,رون,ن
37,176,ون,لون,ن
37,177,ين,رين,ن
37,178,ين,حين,ن
37,179,ون,رون,ن
37,180,ون,فون,ن
37,181,ين,لين,ن
37,182,ين,مين,ن
38,1,كر,ذكر,ر
38,2,اق,قاق,ق
38,3,اص,ناص,ص
38,4,اب,ذاب,ب
38,5,اب,جاب,ب
38,6,اد,راد,د
38,7,لق,تلق,ق
38,8,اب,ذاب,ب
38,9,اب,هاب,ب
38,10,بب,سبب,ب
38,11,اب,زاب,ب
38,12,اد,تاد,د
38,13,اب,زاب,ب
38,14,اب,قاب,ب
38,15,اق,واق,ق
38,16,اب,ساب,ب
38,17,اب,واب,ب
38,18,اق,راق,ق
38,19,اب,واب,ب
38,20,اب,طاب,ب
38,21,اب,راب,ب
38,22,رط,صرط,ط
38,23,اب,طاب,ب
38,24,اب,ناب,ب
38,25,اب,ماب,ب
38,26,اب,ساب,ب
38,27,ار,نار,ر
38,28,ار,جار,ر
38,29,بب,لبب,ب
38,30,اب,واب,ب
38,31,اد,ياد,د
38,32,اب,جاب,ب
38,33,اق,ناق,ق
38,34,اب,ناب,ب
38,35,اب,هاب,ب
38,36,اب,صاب,ب
38,37,اص,واص,ص
38,38,اد,فاد,د
38,39,اب,ساب,ب
38,40,اب,ماب,ب
38,41,اب,ذاب,ب
38,42,اب,راب,ب
38,43,بب,لبب,ب
38,44,اب,واب,ب
38,45,صر,بصر,ر
38,46,ار,دار,ر
38,47,ار,يار,ر
38,48,ار,يار,ر
38,49,اب,ماب,ب
38,50,وب,بوب,ب
38,51,اب,راب,ب
38,52,اب,راب,ب
38,53,اب,ساب,ب
38,54,اد,فاد,د
38,55,اب,ماب,ب
38,56,اد,هاد,د
38,57,اق,ساق,ق
38,58,وج,زوج,ج
38,59,ار,نار,ر
38,60,ار,رار,ر
38,61,ار,نار,ر
38,62,ار,رار,ر
38,63,صر,بصر,ر
38,64,ار,نار,ر
38,65,ار,هار,ر
38,66,فر,غفر,ر
38,67,يم,ظيم,م
38,68,ون,ضون,ن
38,69,ون,مون,ن
38,70,ين,بين,ن
38,71,ين,طين,ن
38,72,ين,دين,ن
38,73,ون,عون,ن
38,74,ين,رين,ن
38,75,ين,لين,ن
38,76,ين,طين,ن
38,77,يم,جيم,م
38,78,ين,دين,ن
38,79,ون,ثون,ن
38,80,ين,رين,ن
38,81,وم,لوم,م
38,82,ين,عين,ن
38,83,ين,صين,ن
38,84,ول,قول,ل
38,85,ين,عين,ن
38,86,ين,فين,ن
38,87,ين,مين,ن
38,88,ين,حين,ن
39,1,يم,كيم,م
39,2,ين,دين,ن
39,3,ار,فار,ر
39,4,ار,هار,ر
39,5,فر,غفر,ر
39,6,ون,فون,ن
39,7,ور,دور,ر
39,8,ار,نار,ر
39,9,بب,لبب,ب
39,10,اب,ساب,ب
39,11,ين,دين,ن
39,12,ين,مين,ن
39,13,يم,ظيم,م
39,14,ني,يني,ي
39,15,ين,بين,ن
39,16,ون,قون,ن
39,17,اد,باد,د
39,18,بب,لبب,ب
39,19,ار,نار,ر
39,20,اد,عاد,د
39,21,بب,لبب,ب
39,22,ين,بين,ن
39,23,اد,هاد,د
39,24,ون,بون,ن
39,25,ون,رون,ن
39,26,ون,مون,ن
39,27,ون,رون,ن
39,28,ون,قون,ن
39,29,ون,مون,ن
39,30,ون,تون,ن
39,31,ون,مون,ن
39,32,ين,رين,ن
39,33,ون,قون,ن
39,34,ين,نين,ن
39,35,ون,لون,ن
39,36,اد,هاد,د
39,37,ام,قام,م
39,38,ون,لون,ن
39,39,ون,مون,ن
39,40,يم,قيم,م
39,41,يل,كيل,ل
39,42,ون,رون,ن
39,43,ون,لون,ن
39,44,ون,عون,ن
39,45,ون,رون,ن
39,46,ون,فون,ن
39,47,ون,بون,ن
39,48,ون,ءون,ن
39,49,ون,مون,ن
39,50,ون,بون,ن
39,51,ين,زين,ن
39,52,ون,نون,ن
39,53,يم,حيم,م
39,54,ون,رون,ن
39,55,ون,رون,ن
39,56,ين,رين,ن
39,57,ين,قين,ن
39,58,ين,نين,ن
39,59,ين,رين,ن
39,60,ين,رين,ن
39,61,ون,نون,ن
39,62,يل,كيل,ل
39,63,ون,رون,ن
39,64,ون,لون,ن
39,65,ين,رين,ن
39,66,ين,رين,ن
39,67,ون,كون,ن
39,68,ون,رون,ن
39,69,ون,مون,ن
39,70,ون,لون,ن
39,71,ين,رين,ن
39,72,ين,رين,ن
39,73,ين,دين,ن
39,74,ين,لين,ن
39,75,ين,مين,ن
40,1,حم,حم,م
40,2,يم,ليم,م
40,3,ير,صير,ر
40,4,لد,بلد,د
40,5,اب,قاب,ب
40,6,ار,نار,ر
40,7,يم,حيم,م
40,8,يم,كيم,م
40,9,يم,ظيم,م
40,10,ون,رون,ن
40,11,يل,بيل,ل
40,12,ير,بير,ر
40,13,يب,نيب,ب
40,14,ون,رون,ن
40,15,اق,لاق,ق
40,16,ار,هار,ر
40,17,اب,ساب,ب
40,18,اع,طاع,ع
40,19,ور,دور,ر
40,20,ير,صير,ر
40,21,اق,واق,ق
40,22,اب,قاب,ب
40,23,ين,بين,ن
40,24,اب,ذاب,ب
40,25,لل,ضلل,ل
40,26,اد,ساد,د
40,27,اب,ساب,ب
40,28,اب,ذاب,ب
40,29,اد,شاد,د
40,30,اب,زاب,ب
40,31,اد,باد,د
40,32,اد,ناد,د
40,33,اد,هاد,د
40,34,اب,تاب,ب
40,35,ار,بار,ر
40,36,بب,سبب,ب
40,37,اب,باب,ب
40,38,اد,شاد,د
40,39,ار,رار,ر
40,40,اب,ساب,ب
40,41,ار,نار,ر
40,42,فر,غفر,ر
40,43,ار,نار,ر
40,44,اد,باد,د
40,45,اب,ذاب,ب
40,46,اب,ذاب,ب
40,47,ار,نار,ر
40,48,اد,باد,د
40,49,اب,ذاب,ب
40,50,لل,ضلل,ل
40,51,هد,شهد,د
40,52,ار,دار,ر
40,53,تب,كتب,ب
40,54,بب,لبب,ب
40,55,كر,بكر,ر
40,56,ير,صير,ر
40,57,ون,مون,ن
40,58,ون,رون,ن
40,59,ون,نون,ن
40,60,ين,رين,ن
40,61,ون,رون,ن
40,62,ون,كون,ن
40,63,ون,دون,ن
40,64,ين,مين,ن
40,65,ين,مين,ن
40,66,ين,مين,ن
40,67,ون,لون,ن
40,68,ون,كون,ن
40,69,ون,فون,ن
40,70,ون,مون,ن
40,71,ون,بون,ن
40,72,ون,رون,ن
40,73,ون,كون,ن
40,74,ين,رين,ن
40,75,ون,حون,ن
40,76,ين,رين,ن
40,77,ون,عون,ن
40,78,ون,لون,ن
40,79,ون,لون,ن
40,80,ون,لون,ن
40,81,ون,رون,ن
40,82,ون,بون,ن
40,83,ون,ءون,ن
40,84,ين,كين,ن
40,85,ون,رون,ن
41,1,حم,حم,م
41,2,يم,حيم,م
41,3,ون,مون,ن
41,4,ون,عون,ن
41,5,ون,لون,ن
41,6,ين,كين,ن
41,7,ون,رون,ن
41,8,ون,نون,ن
41,9,ين,مين,ن
41,10,ين,لين,ن
41,11,ين,عين,ن
41,12,يم,ليم,م
41,13,ود,مود,د
41,14,ون,رون,ن
