surah	verse	surah_name_translit	biqai_keyword	razi_keyword	confidence	biqai_snippet	razi_snippet
52	7	al-Tur	غاية	غرض	HIGH	، وكان ذلك آجلا، وكان المكذبون في اتساع في الدنيا، وتقدم قوله # PageV21P184 # تعالى {إن عذاب ربك لواقع ما له من دافع} [الطور: 7] وكان الشقاء متى وقع بعد نعيم نسخه وعد النعيم - ولو كان كثيرا طويلا - قليلا، قال نتيجة لجواب القسم ضد ما ي	وقوله يغني عنهم [الطور: 46] إشارة إلى عذاب واقع فقوله ذلك إشارة إليه، ويمكن أن يقال قد تقدم قوله إن عذاب ربك لواقع [الطور: 7] وقوله دون ذلك، أي دون ذلك العذاب ثانيهما: دون ذلك، أي كيدهم فذلك ms8499 إشارة إلى الكيد وقد بينا وجهه في ال
53	5	al-Najm	غاية	غرض	HIGH	في أقوالهم وأفعالهم لا يخافون أحدا إلا الله ولا يستخفون منه، فالتأييد تارة يكون بالعلم وتارة بالفعل {علمه شديد القوى} [النجم: 5] فصار علمه في غاية الإحكام وتبعته قوة هي في منتهى التمام، لأنه ناشىء عن علم مستفاد من قوة، وإلا لقال: علمه	اسم الملك غير منسوب بل هو موضوع لشدته وقوته كما قال تعالى: ذو مرة [النجم: 6] وذي قوة [التكوير: 20] فقال: شديد القوى [النجم: 5] وم ل ك تدل على الشدة في تقاليبها على ما عرف وعند الجمع استعمل الملائكة للتعظيم، كما قاله تعالى: وما يعلم
57	10	al-Hadid	غاية	غاية	HIGH	ملوا ما شئتم فقد غفرت لكم «» # وقال تعالى: {لا يستوي منكم من أنفق من قبل الفتح وقاتل أولئك أعظم درجة من الذين أنفقوا} [الحديد: 10] إلى قوله {وكلا وعد الله الحسنى} [الحديد: 10] ونساءه رضي الله عنهن أحق بأن يكن أول راغب في الكون معه في ال	علي من وجهين: الأول: أنه كان متقدما عليه في الزمان، فكان أفضل لقوله تعالى: لا يستوي منكم من أنفق من قبل الفتح وقاتل [الحديد: 10] والثاني: أن جهاد أبي بكر كان في وقت ضعف الرسول صلى الله عليه وسلم، وجهاد علي كان في وقت القوة، ورابعها:
57	23	al-Hadid	غاية	المقصود	HIGH	ب من مصيبة في الأرض ولا في أنفسكم إلا في كتاب من قبل أن نبرأها} [الحديد: 22] إلى أن قال: {لكيلا تأسوا على ما فاتكم} [الحديد: 23] ، فقوله: {يا أيها الرسول} أي المبلغ لما أرسل به - معلول لما قبله. وأدل دليل # PageV06P137 # على ذلك قوله	ا تفرحوا بإقبالها ولا تحزنوا بإدبارها، وهو المعنى بقوله: لكيلا تأسوا على ما فاتكم في واقعة أحد ولا تفرحوا بما آتاكم [الحديد: 23] في واقعة بدر، طعن القاضي في هذا الوجه وقال: إن غمهم يوم أحد إنما كان من جهة استيلاء الكفار، وذلك كفر وم
57	29	al-Hadid	غاية	المقصود	HIGH	رضي الله تعالى عنها وإنما هي مؤكدة للإثبات بمنزلة {ما منعك ألا تسجد} [الأعراف: 12] و {لئلا ms0309 يعلم أهل الكتاب} [الحديد: 29] لأن من تمام المبهم استعماله في المتقابلين من النفي والإثبات كاستعماله في وجوه من التقابل كما تستعمل {ما}	1] معناه: أقسم. وقوله: وحرام على قرية أهلكناها أنهم لا يرجعون [الأنبياء: 95] أي يرجعون. وقوله: لئلا يعلم أهل الكتاب [الحديد: 29] . أي ليعلم أهل الكتاب وهذا قول الكسائي، والفراء، والزجاج، والأكثرين. # والقول الثاني: إن كلمة (لا) هاهنا
58	21	al-Mujadila	المقصود	المقصود	HIGH	ب القطع بأن الله مع المؤمنين وعلى الكافرين، ومن كان معه نصر، ومن كان عليه خذل وأخذ وقسر {كتب الله لأغلبن أنا ورسلي} [المجادلة: 21] # {ولينصرن الله من ينصره} [الحج: 40] {والعاقبة للمتقين} [القصص: 128] وإن كانت الحرب سجالا. # ولما أشار	بته الحسرة، لأنه يذهب المال ولا يحصل المقصود، بل يصيرون مغلوبين في آخر الأمر كما قال تعالى: كتب الله لأغلبن أنا ورسلي [المجادلة: 21] وقوله: والذين كفروا إلى جهنم يحشرون ففيه بحثان: # PageV15P481 # البحث الأول: أنه لم يقل: وإلى جهنم يحشر
58	22	al-Mujadila	المقصود	مقصود	HIGH	إلى آخر السورة، وقد حصل منها أن أسنى أحوال أهل الإيمان وأعلى مناصبهم {أولئك كتب في قلوبهم الإيمان وأيدهم بروح منه} [المجادلة: 22] فوصى عباده في افتتاح الممتحنة بالتنزه عن موالاة الأعداء ووعظهم بقصة إبراهيم عليه الصلاة والسلام والذي	القلب، وأما القرآن فآيات نحو قوله ms5790 تعالى: لهم قلوب لا يفقهون بها [الأعراف: 179] وقوله: كتب في قلوبهم الإيمان [المجادلة: 22] وقوله: نزل به الروح الأمين على قلبك [الشعراء: 193، 194] وإذا ثبت أن الإنسان يجب أن يكون عالما، وثبت أن
63	7	al-Munafiqun	غاية	المقصود	HIGH	بجودة الرأي وحسن النظر # {وإذا رأيتهم تعجبك أجسامهم وإن يقولوا تسمع لقولهم} [المنافقين: 4] {ولكن المنافقين لا يفقهون} [المنافقين: 7] قلت: وقد مر في الخطبة ما رويناه في مصنف ابن أبي شيبة من قول أناس من المؤمنين: كان رسول الله صلى الله	كثرين، إنما دعي إلى الاستغفار لأنه قال: ليخرجن الأعز منها الأذل [المنافقون: 8] وقال: لا تنفقوا على من عند رسول الله [المنافقون: 7] فقيل له: تعال يستغفر لك رسول الله فقال: ماذا قلت: فذلك قوله تعالى: لووا رؤسهم وقرئ: لووا بالتخفيف وال
65	1	al-Talaq	غاية	غرض	HIGH	ل الحرالي ما تطيب به نفس المرأة ويبقى باطنها وباطن أهلها سلما أو ذا مودة # PageV03P354 # {لعل الله يحدث بعد ذلك أمرا} [الطلاق: 1] انتهى. ولا شك في أن هذا إحسان. # ولما نفي الجناح بانتفاء المسيس والفرض فأفهم أنهما إذا وجدا وجد الجناح ب	م قد تثبت فيما لا يصح غرضا كما في الوقت قال تعالى: أقم الصلاة لدلوك الشمس [الإسراء: 78] وقوله تعالى: # فطلقوهن لعدتهن [الطلاق: 1] والمراد المقارنة، وكذلك في جميع الصور، وحينئذ يكون معناه قرنت الخلق بالعبادة أي بفرض العبادة أي خلقتهم وفر
67	14	al-Mulk	غاية	المقصود	HIGH	تحرير {اليل والنهار} فيعلم كل دقيقة منهما على ما هي عليه لأنه خالقهما ولا يوجد شيء منهما إلا به # {ألا يعلم من خلق} [الملك: 14] . # ولما علم من هذا المشقة عليهم في قيام الليل على هذا الوجه علما وعملا، ترجم ذلك بقوله: {علم} أي الله سبح	وهاهنا استدل الصانع سبحانه بتصوير الصور في الأرحام على كونه عالما بالأشياء، وقال: ألا يعلم من خلق وهو اللطيف الخبير [الملك: 14] وهو عين تلك الدلالة وقال: وعنده مفاتح الغيب لا يعلمها إلا هو [الأنعام: 59] وذلك تنبيه على كونه تعالى عالما
73	20	al-Muzzammil	غاية	المقصود	HIGH	جزاءهم مع وقوع التقصير ممن يصح منه تعظيم المعبود الحق جل جلاله # {علم أن لن تحصوه فتاب عليكم فاقرؤوا ما تيسر من القرآن} [المزمل: 20] ثم ختم السورة بالاستغفار من كل ما تقدم من عناد الجاحدين المقدم ذكرهم فيما قبل من السور إلى ما لا يفي ال	نهما يخلصان الفعل للاستقبال لا ينصبان ويمنعان النصب بالناصب كما في قوله تعالى: علم أن سيكون منكم مرضى # PageV28P225 # [المزمل: 20] نقول: سوف والسين ليسا بمعنى غير اختصاص الفعل بالاستقبال وأن ولن بمعنى لا يصح إلا في الاستقبال فلم يثبت با
75	16	al-Qiyama	غاية	غرض	HIGH	نظر إلى قوله تعالى {ولا تعجل بالقرآن من قبل أن يقضى إليك وحيه وقل رب زدني علما} [طه: 114] {لا تحرك به لسانك لتعجل به} [القيامة: 16] . # ولما كان السياق في هذه السورة للتحذير، قال معللا للجملة التي قبله: {لتكون من المنذرين*} أي المخوفين	يان وهي الدراسة والقراءة، وهذا ليس في البشارة وتعظيم حاله مثل الأول، ولأنه على خلاف قوله: لا تحرك به لسانك لتعجل به # [القيامة: 16] . # أما قوله: إلا ما شاء الله ففيه احتمالان أحدهما: أن يقال: هذا الاستثناء غير حاصل في الحقيقة وأنه عليه
79	45	al-Naziat	مقصود	المقصود	HIGH	و الموفق للصواب وإليه المرجع والمآب. # PageV21P248 # سورة عبس # وتسمى الصاخة. # مقصودها شرح) إنما أنت منذر من يخشاها) [النازعات: 45] بأن المراد الأعظم تزكية القابل للخشية بالتخويف بالقيامة التي قام الدليل على القدرة عليها بابتداء الخل	للكافرين إلا أن الله تعالى ذكر المتقين مدحا ليبين أنهم هم الذين اهتدوا وانتفعوا به كما قال: إنما أنت منذر من يخشاها [النازعات: 45] وقال: إنما تنذر من اتبع الذكر [يس: 11] وقد كان عليه السلام منذرا لكل الناس، فذكر هؤلاء الناس لأجل أن هؤ
80	24	Abasa	غاية	المقصود	HIGH	تعظيم {لن نصبر} أي طويلا {على طعام} قال الحرالي: الطعام ما يقوت المتطعم ويصير جزاء منه {فلينظر الإنسان إلى طعامه *} [عبس: 24] الآية - انتهى. {واحد} أي لا يتبدل وإن كان متعددا # PageV01P412 # وإن كان شريفا لا تعب فيه {فادع لنا} قال الح	اكه والثمار ألا ترى إلى قوله تعالى: أنزل من السماء ماء فأخرجنا به [الأنعام: 99] وإلى قوله: فلينظر الإنسان إلى طعامه [عبس: 24] فاستوفى الأنواع بالذكر وهاهنا المقصود ذكر صفات الأرض فاختار منها الألذ الأنفع، وقد ذكرنا في سورة الأنعام ما
92	1	al-Layl	المقصود	المقصود	HIGH	تاح هذه السورة ومناسبة ذلك المقصود ولذلك السورة قبلها برفع القسم في الأولى بقوله: {والليل إذا # PageV22P104 # يغشى} [الليل: 1] تنبيها على إبهام الأمر في السلوك على المكلفين وغيبة حكم العواقب، وليناسب هذا حال المتذكر بالآيات وما يلحقه	ذا يشاء قدير قال صاحب «الكشاف» : إذا تدخل على المضارع كما # PageV27P599 # تدخل على الماضي، قال تعالى: والليل إذا يغشى [الليل: 1] ومنه إذا يشاء قدير والمقصود أنه تعالى خلقها متفرقة، لا لعجز ولكن لمصلحة، فلهذا قال: وهو على جمعهم إذا يشا
