surah,verse,meccan_medinan,length_letters,length_words,rhyme_letter,position_class,tags_count,tags_list,characterization
55,17,medinan,21,4,ن,early,13,dual-form;dual-form-topic;iltifat;jinas;medinan;paired-opposite;pos-early;rahman-surah;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-55,Describes the divine self
55,18,medinan,19,4,ن,early,13,contains-question;dual-form;iltifat;medinan;pos-early;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,19,medinan,17,3,ن,early,14,dual-form;dual-form-topic;earth-sciences-audit;iltifat;medinan;pos-early;rahman-surah;rhyme-conforming;rhyme-ن;sacred-geo;scientific-foreknowledge;surah-55;ultra-short;water,Describes a sign in nature
55,20,medinan,18,4,ن,middle,10,dual-form;dual-form-topic;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;scientific-foreknowledge;surah-55;ultra-short,Declares or asserts
55,21,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,22,medinan,23,4,ن,middle,11,dual-form;iltifat;loan-word;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55;water,Declares or asserts
55,23,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,24,medinan,31,6,م,middle,11,hapax;iltifat;medinan;parable;pos-middle;rahman-surah;rhyme-break;rhyme-deviation;rhyme-م;short;surah-55,Describes a sign in nature
55,25,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,26,medinan,12,4,ن,middle,10,hapax;hapax-topic;iltifat;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,27,medinan,27,6,م,middle,12,body-part;iltifat;medinan;muhkam-mutashabih;pos-middle;rahman-surah;rhyme-break;rhyme-deviation;rhyme-م;short;surah-55;surah-ending,Declares or asserts
55,28,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,29,medinan,35,10,ن,middle,8,iltifat;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Describes the divine self
55,30,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,31,medinan,18,4,ن,middle,11,cosmology-audit;dual-form;dual-form-topic;iltifat;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,32,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,33,medinan,78,17,ن,middle,18,contains-vocative-ar;contains-vocative-en;cosmology-audit;form-content-outlier;imperative;jinas;jinn;medinan;medium;pos-middle;rahman-surah;rhyme-break;rhyme-conforming;rhyme-ن;scientific-foreknowledge;surah-55;vocative;vocative-topic,Addresses the audience by vocative
55,34,medinan,19,4,ن,middle,12,contains-question;dual-form;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,35,medinan,34,8,ن,middle,12,dual-form;dual-form-topic;hapax;iltifat;medinan;metal-mineral;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Declares or asserts
55,36,medinan,19,4,ن,middle,12,contains-question;dual-form;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,37,medinan,31,6,ن,middle,10,hapax;iltifat;medinan;parable;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Describes an eschatological scene
55,38,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,39,medinan,27,8,ن,middle,9,iltifat;jinn;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Declares or asserts
55,40,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,41,medinan,40,6,م,middle,10,hapax;iltifat;medinan;pos-middle;rahman-surah;rhyme-break;rhyme-deviation;rhyme-م;short;surah-55,Declares or asserts
55,42,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,43,medinan,26,6,ن,middle,9,iltifat;medinan;pos-middle;rahman-surah;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-55,Declares or asserts
55,44,medinan,21,5,ن,middle,9,hapax;jinas;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Declares or asserts
55,45,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,46,medinan,19,5,ن,middle,12,color;dual-form;dual-form-topic;iltifat;medinan;paradise-hell;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,47,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,48,medinan,10,2,ن,middle,10,dual-form;hapax;iltifat;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,49,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,50,medinan,16,3,ن,middle,11,body-part;dual-form;dual-form-topic;iltifat;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,51,medinan,19,4,ن,middle,12,contains-question;dual-form;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,52,medinan,19,5,ن,middle,10,dual-form;dual-form-topic;iltifat;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,53,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,54,medinan,41,9,ن,middle,12,dual-form;dual-form-topic;hapax;iltifat;loan-word;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Declares or asserts
55,55,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,56,medinan,37,9,ن,middle,8,iltifat;medinan;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Declares or asserts
55,57,medinan,19,4,ن,middle,13,contains-question;dual-form;iltifat;medinan;pos-middle;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,58,medinan,20,3,ن,middle,11,hapax;iltifat;loan-word;medinan;parable;pos-middle;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,59,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,60,medinan,23,5,ن,late,14,contains-question;iltifat;jinas;medinan;pos-late;rahman-surah;rhetorical-Q;rhetorical-Q-topic;rhetorical-question;rhyme-break;rhyme-conforming;rhyme-ن;short;surah-55,Poses a rhetorical question
55,61,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,62,medinan,14,3,ن,late,11,dual-form;dual-form-topic;iltifat;medinan;paradise-hell;pos-late;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,63,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,64,medinan,8,1,ن,late,13,color;dual-form;dual-form-topic;hapax;hapax-topic;iltifat;medinan;pos-late;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,65,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,66,medinan,17,3,ن,late,12,body-part;dual-form;dual-form-topic;hapax;iltifat;medinan;pos-late;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,67,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,68,medinan,19,4,ن,late,10,dual-form;iltifat;medinan;plant;pos-late;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,69,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,70,medinan,13,3,ن,late,8,iltifat;medinan;pos-late;rahman-surah;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Declares or asserts
55,71,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,72,medinan,18,4,م,late,10,hapax;iltifat;medinan;pos-late;rahman-surah;rhyme-break;rhyme-deviation;rhyme-م;surah-55;ultra-short,Declares or asserts
55,73,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,74,medinan,22,6,ن,late,8,iltifat;medinan;pos-late;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Declares or asserts
55,75,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,76,medinan,26,6,ن,late,12,color;hapax;hapax-topic;iltifat;loan-word;medinan;pos-late;rahman-surah;rhyme-conforming;rhyme-ن;short;surah-55,Declares or asserts
55,77,medinan,19,4,ن,late,13,contains-question;dual-form;iltifat;medinan;pos-late;rahman-refrain;rahman-surah;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-55;ultra-short,Poses a rhetorical question
55,78,medinan,27,6,م,closing,11,famous:rahman-closing;iltifat;medinan;pos-closing;rahman-surah;rhyme-break;rhyme-deviation;rhyme-م;short;surah-55;surah-closer,Declares or asserts
56,1,meccan,14,3,ه,opening,10,jinas;meccan;oath-opener;pos-opening;rhyme-deviation;rhyme-ه;surah-56;surah-opener;ultra-short;yawm,Describes an eschatological scene
56,2,meccan,15,3,ه,early,8,hapax;meccan;oath-opener;pos-early;rhyme-deviation;rhyme-ه;surah-56;ultra-short,Issues a negative command
56,3,meccan,10,2,ه,early,9,hapax;imperative-topic;meccan;oath-opener;pos-early;rhyme-deviation;rhyme-ه;surah-56;ultra-short,Declares or asserts
56,4,meccan,14,4,ا,early,12,hapax;hapax-topic;jinas;meccan;oath-opener;palindrome;pos-early;rhyme-deviation;rhyme-ا;surah-56;ultra-short;yawm,Describes an eschatological scene
56,5,meccan,13,3,ا,early,11,earth-sciences-audit;hapax;jinas;meccan;oath-opener;palindrome;pos-early;rhyme-deviation;rhyme-ا;surah-56;ultra-short,Describes a sign in nature
56,6,meccan,14,3,ا,early,7,hapax;meccan;pos-early;rhyme-deviation;rhyme-ا;surah-56;ultra-short,Declares or asserts
56,7,meccan,16,3,ه,early,9,iltifat;meccan;numerical-coincidence;pos-early;rhyme-deviation;rhyme-ه;surah-56;ultra-short;yawm,Declares or asserts
56,8,meccan,27,5,ه,early,12,contains-question;form-content-outlier;iltifat;jinas;meccan;pos-early;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ه;short;surah-56,Poses a rhetorical question
56,9,meccan,27,5,ه,early,10,contains-question;jinas;meccan;pos-early;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ه;short;surah-56,Poses a rhetorical question
56,10,meccan,17,2,ن,early,7,jinas;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,11,meccan,13,2,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,12,meccan,12,3,م,early,7,meccan;paradise-hell;pos-early;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,13,meccan,12,3,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,14,meccan,14,3,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,15,meccan,12,3,ه,early,8,hapax;meccan;metal-mineral;pos-early;rhyme-deviation;rhyme-ه;surah-56;ultra-short,Declares or asserts
56,16,meccan,19,3,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,17,meccan,20,4,ن,early,7,kinship;meccan;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,18,meccan,23,5,ن,early,8,hapax;loan-word;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-56,Declares or asserts
56,19,meccan,21,5,ن,early,8,hapax;meccan;pos-early;rhyme-conforming;rhyme-ن;short;surah-56;water,Issues a negative command
56,20,meccan,16,3,ن,early,7,meccan;oath-cluster;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,21,meccan,16,4,ن,early,8,animal;meccan;oath-cluster;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,22,meccan,7,2,ن,early,8,meccan;numerical-coincidence;pos-early;quotation-topic;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,23,meccan,19,3,ن,early,7,meccan;parable;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,24,meccan,18,4,ن,early,6,meccan;pos-early;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Promises reward to the believers
56,25,meccan,25,6,ا,middle,8,meccan;mutashabih-lafzi;paradise-hell;pos-middle;rhyme-deviation;rhyme-ا;short;surah-56,Declares or asserts
56,26,meccan,17,4,ا,middle,7,jinas;meccan;pos-middle;rhyme-deviation;rhyme-ا;surah-56;ultra-short,Declares or asserts
56,27,meccan,25,5,ن,middle,10,contains-question;jinas;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,28,meccan,10,3,د,middle,9,balagha;hapax;meccan;plant;pos-middle;rhyme-deviation;rhyme-د;surah-56;ultra-short,Declares or asserts
56,29,meccan,9,2,د,middle,11,hapax;meccan;numerical-coincidence;oath-cluster;oath-topic;plant;pos-middle;rhyme-deviation;rhyme-د;surah-56;ultra-short,Declares or asserts
56,30,meccan,8,2,د,middle,8,meccan;oath-cluster;plant;pos-middle;rhyme-deviation;rhyme-د;surah-56;ultra-short,Declares or asserts
56,31,meccan,9,2,ب,middle,9,hapax;meccan;numerical-coincidence;oath-cluster;pos-middle;rhyme-deviation;rhyme-ب;surah-56;ultra-short,Declares or asserts
56,32,meccan,11,2,ه,middle,7,meccan;oath-cluster;pos-middle;rhyme-deviation;rhyme-ه;surah-56;ultra-short,Declares or asserts
56,33,meccan,17,4,ه,middle,8,hapax;meccan;plant;pos-middle;rhyme-deviation;rhyme-ه;surah-56;ultra-short,Describes a sign in nature
56,34,meccan,10,2,ه,middle,7,meccan;oath-cluster;pos-middle;rhyme-deviation;rhyme-ه;surah-56;ultra-short,Declares or asserts
56,35,meccan,16,3,ء,middle,10,hapax;iltifat;jinas;meccan;phonaesthetic;pos-middle;rhyme-deviation;rhyme-ء;surah-56;ultra-short,Affirms with emphatic particle
56,36,meccan,14,2,ا,middle,7,iltifat;meccan;pos-middle;rhyme-deviation;rhyme-ا;surah-56;ultra-short,Declares or asserts
56,37,meccan,10,2,ا,middle,9,hapax;iltifat;info-theory;meccan;pos-middle;rhyme-deviation;rhyme-ا;surah-56;ultra-short,Declares or asserts
56,38,meccan,12,2,ن,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,39,meccan,12,3,ن,middle,7,jinas;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,40,meccan,13,3,ن,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,41,meccan,25,5,ل,middle,10,contains-question;jinas;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-deviation;rhyme-ل;short;surah-56,Poses a rhetorical question
56,42,meccan,11,3,م,middle,8,info-theory;meccan;pos-middle;rhyme-deviation;rhyme-م;surah-56;ultra-short;water,Declares or asserts
56,43,meccan,10,3,م,middle,8,hapax;meccan;oath-cluster;pos-middle;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,44,meccan,13,4,م,middle,6,meccan;pos-middle;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,45,meccan,21,5,ن,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-56,Declares or asserts
56,46,meccan,25,5,م,middle,7,hapax;meccan;pos-middle;rhyme-deviation;rhyme-م;short;surah-56,Declares or asserts
56,47,meccan,47,9,ن,middle,14,contains-question;form-content-outlier;iltifat;jinas;meccan;mutashabih-lafzi;pos-middle;quotation;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,48,meccan,15,2,ن,middle,10,contains-question;meccan;mutashabih-lafzi;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Poses a rhetorical question
56,49,meccan,19,4,ن,middle,11,iltifat;imperative;meccan;pos-middle;qul-imperative;qul-say-opener;quotation;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Commands the Prophet to declare
56,50,meccan,24,5,م,middle,8,iltifat;meccan;pos-middle;rhyme-deviation;rhyme-م;short;surah-56;time-vocab,Declares or asserts
56,51,meccan,25,5,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-56,Declares or asserts
56,52,meccan,17,5,م,middle,9,iltifat;loan-word;meccan;plant;pos-middle;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,53,meccan,17,3,ن,middle,7,meccan;plant;pos-middle;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,54,meccan,19,4,م,middle,6,meccan;pos-middle;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,55,meccan,15,3,م,middle,8,hapax;jinas;meccan;pos-middle;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,56,meccan,16,4,ن,middle,8,meccan;paradise-hell;pos-middle;rhyme-conforming;rhyme-ن;surah-56;ultra-short;yawm,Declares or asserts
56,57,meccan,21,4,ن,middle,8,contains-question;iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,58,meccan,14,3,ن,middle,11,contains-question;embryology-audit;intra-xref;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Poses a rhetorical question
56,59,meccan,25,5,ن,middle,11,contains-question;iltifat;jinas;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,60,meccan,32,7,ن,middle,7,iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-56,Legislates a ruling
56,61,meccan,35,9,ن,middle,8,iltifat;meccan;parable;pos-middle;rhyme-conforming;rhyme-ن;short;surah-56,Declares or asserts
56,62,meccan,32,6,ن,middle,7,contains-question;meccan;pos-middle;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,63,meccan,15,3,ن,middle,10,contains-question;hapax;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Poses a rhetorical question
56,64,meccan,25,5,ن,middle,12,contains-question;hapax;iltifat;jinas;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,65,meccan,29,6,ن,middle,9,hapax;iltifat;meccan;opens-with-law-hypothetical;pos-middle;rhyme-conforming;rhyme-ن;short;surah-56,Declares or asserts
56,66,meccan,10,2,ن,middle,8,hapax;iltifat;meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,67,meccan,12,3,ن,middle,6,meccan;pos-middle;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,68,meccan,22,4,ن,middle,10,contains-question;iltifat;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,69,meccan,33,7,ن,middle,14,contains-question;hapax;iltifat;jinas;meccan;palindrome;phonaesthetic;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,70,meccan,28,6,ن,middle,9,contains-question;iltifat;meccan;opens-with-law-hypothetical;pos-middle;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,71,meccan,21,4,ن,middle,11,contains-question;hapax;iltifat;meccan;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,72,meccan,30,6,ن,middle,14,contains-question;hapax;iltifat;jinas;meccan;palindrome;plant;pos-middle;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,73,meccan,28,5,ن,late,9,hapax;iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;self-reference;short;surah-56,Declares or asserts
56,74,meccan,17,4,م,late,10,iltifat;imperative;meccan;mutashabih-lafzi;mutashabih-topic;pos-late;rhyme-deviation;rhyme-م;surah-56;ultra-short,Describes the divine self
56,75,meccan,19,4,م,late,11,hapax;iltifat;meccan;negation;oath-cluster;oath-topic;pos-late;rhyme-deviation;rhyme-م;surah-56;ultra-short,Describes a sign in nature
56,76,meccan,20,5,م,late,7,iltifat;meccan;pos-late;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,77,meccan,12,3,م,late,8,iltifat;meccan;pos-late;rhyme-deviation;rhyme-م;self-reference;surah-56;ultra-short,Affirms with emphatic particle
56,78,meccan,11,3,ن,late,7,meccan;pos-late;rhyme-conforming;rhyme-ن;self-reference;surah-56;ultra-short,Declares or asserts
56,79,meccan,17,4,ن,late,7,hapax;meccan;pos-late;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,80,meccan,17,4,ن,late,8,meccan;mutashabih-lafzi;pos-late;rhyme-conforming;rhyme-ن;self-reference;surah-56;ultra-short,Describes the divine self
56,81,meccan,22,4,ن,late,11,hapax;iltifat;meccan;pos-late;rhetorical-Q;rhetorical-question;rhyme-conforming;rhyme-ن;self-reference;short;surah-56,Declares or asserts
56,82,meccan,22,4,ن,late,7,contains-question;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-56,Poses a rhetorical question
56,83,meccan,19,4,م,late,9,body-part;hapax;iltifat;meccan;pos-late;rhyme-deviation;rhyme-م;surah-56;ultra-short,Describes an eschatological scene
56,84,meccan,16,3,ن,late,7,iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,85,meccan,28,7,ن,late,7,iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-56,Issues a negative command
56,86,meccan,20,5,ن,late,6,meccan;pos-late;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,87,meccan,20,4,ن,late,8,contains-question;iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Poses a rhetorical question
56,88,meccan,19,5,ن,late,7,iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,89,meccan,18,4,م,late,9,jinas;meccan;paradise-hell;plant;pos-late;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,90,meccan,22,6,ن,late,6,meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-56,Declares or asserts
56,91,meccan,20,5,ن,late,7,iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Declares or asserts
56,92,meccan,26,6,ن,late,7,iltifat;meccan;pos-late;rhyme-conforming;rhyme-ن;short;surah-56,Declares or asserts
56,93,meccan,10,3,م,late,7,meccan;paradise-hell;pos-late;rhyme-deviation;rhyme-م;surah-56;ultra-short,Declares or asserts
56,94,meccan,10,2,م,late,7,hapax;meccan;pos-late;rhyme-deviation;rhyme-م;surah-56;ultra-short,Warns of punishment
56,95,meccan,16,5,ن,late,6,meccan;pos-late;rhyme-conforming;rhyme-ن;surah-56;ultra-short,Affirms with emphatic particle
56,96,meccan,17,4,م,closing,11,iltifat;imperative;meccan;mutashabih-lafzi;mutashabih-topic;pos-closing;rhyme-deviation;rhyme-م;surah-56;surah-closer;ultra-short,Describes the divine self
