surah,verse,n_tags,tags,brief_note
50,37,1,qalb-theology,qalb-theology=qalb-theology.md
50,38,3,dual-form;famous-number;iltifat,dual-form=bayon | famous-number=numbers-spelled.md | iltifat=intra-strict:two_verbs; inter:3->1
50,39,5,iltifat;imperative;quotation;salah;time-vocab,iltifat=intra-strict:two_verbs; inter:1->2 | imperative=Sabara | quotation=yaquluna speaker=UNCLASSIFIED | salah=salah-theology.md | time-vocab=time-vocabulary.md
50,40,2,imperative;mutashabih-lafzi,"imperative=sab~aHa | mutashabih-lafzi=pair with 52:49 (inflection_change;lexeme_substitution, r=0.8182)"
50,41,3,hapax;iltifat;imperative,"hapax=lemma-hapax:munaAd (lemma=munaAd, root=ndw) | iltifat=intra-strict:two_verbs | imperative={sotamaEa"
50,42,2,iltifat;yawm,iltifat=inter:2->3 | yawm=yawm-catalog.md
50,43,1,iltifat,iltifat=inter:3->1
50,44,1,iltifat,iltifat=inter:1->3
50,45,4,covenant;iltifat;imperative;quotation,covenant=covenant-language.md | iltifat=intra-strict:two_verbs | imperative=*uk~ira | quotation=yaquluna speaker=UNCLASSIFIED
51,1,4,hapax;oath-cluster;oath-opener;verse-length-outlier,"hapax=lemma-hapax:*arow (lemma=*arow, root=*rw) | oath-cluster=waw:wind | wind | wind | wind | oath-opener=Opening oath of surah 51 | verse-length-outlier=verse-length-sequences.md"
51,2,4,hapax;oath-cluster;oath-opener;oath-topic,"hapax=lemma-hapax:Ha`mila`t (lemma=Ha`mila`t, root=Hml) | oath-cluster=waw:wind | wind | wind | wind | oath-opener=Opening oath of surah 51 | oath-topic=oath-clusters.md"
51,3,3,hapax;oath-cluster;oath-opener,"hapax=lemma-hapax:ja`riya`t (lemma=ja`riya`t, root=jry) | oath-cluster=waw:wind | wind | wind | wind | oath-opener=Opening oath of surah 51"
51,4,3,hapax;oath-cluster;oath-opener,"hapax=lemma-hapax:muqas~ima`t (lemma=muqas~ima`t, root=qsm) | oath-cluster=waw:wind | wind | wind | wind | oath-opener=Opening oath of surah 51"
51,5,4,iltifat;innama;mutashabih-lafzi;oath-opener,"iltifat=inter:3->2 | innama=count=1 | mutashabih-lafzi=pair with 77:7 (lexeme_substitution, r=0.8333) | oath-opener=Opening oath of surah 51"
51,6,2,iltifat;phonaesthetic,iltifat=inter:2->3 | phonaesthetic=phonaesthetics.md
51,7,4,hapax;mutashabih-lafzi;oath-cluster;phonaesthetic,"hapax=root-hapax:Hbk (lemma=Hubuk, root=Hbk) | mutashabih-lafzi=pair with 85:1 (lexeme_substitution, r=0.8333) | oath-cluster=waw:celestial | phonaesthetic=phonaesthetics.md"
51,9,2,chrono-critical;iltifat,chrono-critical=chronological-revelation.md | iltifat=inter:2->3
51,10,1,hapax,"hapax=lemma-hapax:xar~a`Suwn (lemma=xar~a`Suwn, root=xrS)"
51,12,3,rhetorical-question;rhyme-break;yawm,rhetorical-question=other-question markers=>ay~aAn | rhyme-break=rhetorical-Q at rhyme-break | yawm=yawm-catalog.md
51,14,2,iltifat;imperative,iltifat=intra-strict:verb_plus_indep_pron; inter:3->2 | imperative=*aAqu
51,15,3,iltifat;mutashabih-lafzi;mutashabih-topic,"iltifat=inter:2->3 | mutashabih-lafzi=pair with 15:45 (truly_identical, r=1.0) | mutashabih-topic=mutashabih-lafzi.md"
51,17,1,hapax,"hapax=root-hapax:hjE (lemma=yahojaEu, root=hjE)"
51,20,1,tawhid,tawhid=tawhid-rhetoric.md
51,21,4,iltifat;nafs-theology;rhetorical-question;tawhid,iltifat=inter:3->2 | nafs-theology=nafs-theology.md | rhetorical-question=rhetorical-negation (inkārī) markers=a- | tawhid=tawhid-rhetoric.md
51,23,1,parable,parable=E:as truth as speech→ [mithla mā annakum]
51,24,5,angel;iltifat;intra-xref;rhetorical-question;rhyme-break,angel=angels-catalog.md | iltifat=inter:2->3 | intra-xref=intra-quranic-cross-references.md | rhetorical-question=hal-rhetorical markers=hal | rhyme-break=rhetorical-Q at rhyme-break
51,25,1,quotation,quotation=qalu speaker=Abraham
51,27,3,iltifat;quotation;rhetorical-question,iltifat=intra-strict:two_verbs | quotation=qala speaker=Abraham | rhetorical-question=rhetorical-negation (inkārī) markers=a-
51,28,3,iltifat;prohibitive;quotation,iltifat=intra-strict:two_verbs | prohibitive | quotation=qalu speaker=Abraham
51,29,2,hapax;quotation,"hapax=root-hapax:Skk (lemma=Sak~ato, root=Skk) | quotation=qalat speaker=Abraham"
51,30,3,divine-name-pair-ending;divine-names;quotation,divine-name-pair-ending=al-Hakim|al-'Alim | divine-names=2 name(s): al-Hakim|al-'Alim | quotation=qalu speaker=Abraham
51,31,3,mutashabih-lafzi;mutashabih-topic;quotation,"mutashabih-lafzi=pair with 15:57 (truly_identical, r=1.0) | mutashabih-topic=mutashabih-lafzi.md | quotation=qala speaker=Abraham"
51,32,3,iltifat;mutashabih-lafzi;quotation,"iltifat=intra-strict:two_verbs; inter:3->1 | mutashabih-lafzi=pair with 15:58 (truly_identical, r=1.0) | quotation=qalu speaker=Abraham"
51,34,1,iltifat,iltifat=inter:1->2
51,35,1,iltifat,iltifat=intra-strict:two_verbs; inter:2->1
51,37,1,iltifat,iltifat=intra-strict:two_verbs; inter:1->3
51,38,2,gematria;iltifat,gematria=gematria-landscape.md | iltifat=inter:3->1
51,39,2,iltifat;quotation,iltifat=inter:1->3 | quotation=qala speaker=Moses
51,40,4,iltifat;nafs-theology;sacred-geo;water,iltifat=intra-strict:verb_plus_indep_pron; inter:3->1 | nafs-theology=nafs-theology.md | sacred-geo=sacred-geography.md | water=water-vocabulary.md
51,42,1,iltifat,iltifat=inter:1->3
51,43,4,iltifat;imperative;quotation;time-vocab,iltifat=intra-strict:two_verbs; inter:3->2 | imperative=tamat~aEa | quotation=qila speaker=UNCLASSIFIED | time-vocab=time-vocabulary.md
51,44,1,iltifat,iltifat=inter:2->3
51,47,3,cosmology-audit;iltifat;scientific-foreknowledge,cosmology-audit=cosmology-audit.md | iltifat=inter:3->1 | scientific-foreknowledge=scientific-foreknowledge.md
51,48,3,cosmology-audit;hapax;iltifat,"cosmology-audit=cosmology-audit.md | hapax=lemma-hapax:fara$o (lemma=fara$o, root=fr$) | iltifat=intra-strict:two_verbs"
51,49,3,dual-form;iltifat;kinship,dual-form=zawoj | iltifat=intra-strict:two_verbs; inter:1->2 | kinship=kinship-vocabulary.md
51,50,2,divine-names;imperative,divine-names=1 name(s): Allah | imperative=far~ato
51,51,2,divine-names;prohibitive,divine-names=1 name(s): Allah | prohibitive
51,52,2,iltifat;quotation,iltifat=inter:2->3 | quotation=qalu speaker=UNCLASSIFIED
51,53,1,rhetorical-question,rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
51,54,3,iltifat;imperative;nafs-theology,iltifat=inter:3->2 | imperative=tawal~aY` | nafs-theology=nafs-theology.md
51,55,3,iltifat;imperative;self-reference,iltifat=intra-strict:two_verbs | imperative=*uk~ira | self-reference=quranic-self-reference.md
51,56,3,iltifat;jinn;quotation-topic,iltifat=intra-strict:two_verbs; inter:2->1 | jinn=jinn-theology.md | quotation-topic=quotation-analysis.md
51,57,1,iltifat,iltifat=intra-strict:two_verbs
51,58,5,divine-name-cluster;divine-names;divine-names-topic;hapax;iltifat,"divine-name-cluster=3 names | divine-names=3 name(s): al-Razzaq|Allah|al-Matin | divine-names-topic=divine-names-distribution.md | hapax=lemma-hapax:r~az~aAq (lemma=r~az~aAq, root=rzq) | iltifat=inter:1->3"
51,59,1,parable,parable=E:portion like predecessors→ [mithla dhanūb]
52,1,5,loan-word;oath-cluster;oath-opener;oath-topic;sacred-geo,loan-word=foreign-loan-words.md | oath-cluster=waw:terrestrial | instrumental | instrumental | terrestrial | terrestrial | terrestrial | oath-opener=Opening oath of surah 52 | oath-topic=oath-clusters.md | sacred-geo=sacred-geography.md
52,2,3,oath-cluster;oath-opener;sacred-geo,oath-cluster=waw:terrestrial | instrumental | instrumental | terrestrial | terrestrial | terrestrial | oath-opener=Opening oath of surah 52 | sacred-geo=sacred-geography.md
52,3,5,hapax;negation;numerical-coincidence;oath-cluster;oath-opener,"hapax=root-hapax:rqq (lemma=raq~, root=rqq) | negation=negation-taxonomy.md | numerical-coincidence=numerical-coincidences.md | oath-cluster=waw:terrestrial | instrumental | instrumental | terrestrial | terrestrial | terrestrial | oath-opener=Opening oath of surah 52"
52,4,5,hajj;hapax;oath-cluster;oath-opener;sacred-geo,"hajj=hajj-theology.md | hapax=lemma-hapax:maEomuwr (lemma=maEomuwr, root=Emr) | oath-cluster=waw:terrestrial | instrumental | instrumental | terrestrial | terrestrial | terrestrial | oath-opener=Opening oath of surah 52 | sacred-geo=sacred-geography.md"
52,5,4,hapax;oath-cluster;oath-opener;sacred-geo,"hapax=lemma-hapax:marofuwE (lemma=marofuwE, root=rfE) | oath-cluster=waw:terrestrial | instrumental | instrumental | terrestrial | terrestrial | terrestrial | oath-opener=Opening oath of surah 52 | sacred-geo=sacred-geography.md"
52,6,5,hapax;oath-cluster;phonaesthetic;sacred-geo;water,"hapax=lemma-hapax:masojuwr (lemma=masojuwr, root=sjr) | oath-cluster=waw:terrestrial | instrumental | instrumental | terrestrial | terrestrial | terrestrial | phonaesthetic=phonaesthetics.md | sacred-geo=sacred-geography.md | water=water-vocabulary.md"
52,9,1,hapax,"hapax=lemma-hapax:mawor (lemma=mawor, root=mwr)"
52,10,1,palindrome,palindrome=palindromes.md
52,11,2,mutashabih-lafzi;mutashabih-topic,"mutashabih-lafzi=pair with 83:10 (particle_change;addition_in_a, r=0.8333) | mutashabih-topic=mutashabih-lafzi.md"
52,13,1,hapax,"hapax=lemma-hapax:daE~ (lemma=daE~, root=dEE)"
52,14,1,iltifat,iltifat=intra-strict:verb_plus_indep_pron; inter:3->2
52,15,1,rhetorical-question,rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
52,16,3,imperative;innama;prohibitive,imperative=yaSolaY | innama=count=1 | prohibitive
52,17,4,iltifat;mutashabih-lafzi;mutashabih-topic;paradise-hell,"iltifat=inter:2->3 | mutashabih-lafzi=pair with 15:45 (lexeme_substitution, r=0.8571) | mutashabih-topic=mutashabih-lafzi.md | paradise-hell=paradise-hell-names.md"
52,18,1,prophet-pericope,prophet-pericope=prophet-pericope-comparison.md
52,19,3,iltifat;imperative;mutashabih-lafzi,"iltifat=inter:3->2 | imperative=>akala | mutashabih-lafzi=pair with 77:43 (truly_identical, r=1.0)"
52,20,2,iltifat;muhkam-mutashabih,iltifat=inter:2->1 | muhkam-mutashabih=muhkam-mutashabih.md
52,21,4,form-content-outlier;hapax;iltifat;kinship,"form-content-outlier=form-meets-content-outliers.md | hapax=root-hapax:Alt (lemma=>alato, root=Alt) | iltifat=intra-strict:two_verbs; inter:1->3 | kinship=kinship-vocabulary.md"
52,22,2,embryology-audit;iltifat,embryology-audit=embryology-audit.md | iltifat=intra-strict:two_verbs
52,25,3,mutashabih-lafzi;paradise-hell;quotation-topic,"mutashabih-lafzi=pair with 37:27 (truly_identical, r=1.0) | paradise-hell=paradise-hell-names.md | quotation-topic=quotation-analysis.md"
52,26,5,convergence;iltifat;palindrome;quotation;verse-length-outlier,convergence=convergence-analysis.md | iltifat=intra-strict:two_verbs; inter:3->1 | palindrome=palindromes.md | quotation=qalu speaker=UNCLASSIFIED | verse-length-outlier=verse-length-sequences.md
52,27,2,divine-names;iltifat,divine-names=1 name(s): Allah | iltifat=inter:1->3
52,28,3,divine-name-pair-ending;divine-names;iltifat,divine-name-pair-ending=al-Barr|al-Rahim | divine-names=2 name(s): al-Barr|al-Rahim | iltifat=intra-strict:verb_plus_indep_pron; inter:3->1
52,29,4,iltifat;imperative;intra-xref;self-reference,iltifat=inter:1->2 | imperative=*uk~ira | intra-xref=intra-quranic-cross-references.md | self-reference=quranic-self-reference.md
52,30,4,hapax;iltifat;quotation;self-reference,"hapax=lemma-hapax:manuwn (lemma=manuwn, root=mnn) | iltifat=intra-strict:two_verbs; inter:2->3 | quotation=yaquluna speaker=UNCLASSIFIED | self-reference=quranic-self-reference.md"
52,31,4,iltifat;imperative;qul-say-opener;quotation,iltifat=inter:3->2 | imperative=qaAla | qul-say-opener=word-pos=1 | quotation=qul speaker=GOD->Muhammad (Qul)
52,32,1,iltifat,iltifat=inter:2->3
52,33,2,quotation;self-reference,quotation=yaquluna speaker=UNCLASSIFIED | self-reference=quranic-self-reference.md
52,34,1,parable,parable=E:Quran challenge→ [ḥadīth mithlih]
52,38,1,cosmology-audit,cosmology-audit=cosmology-audit.md
52,39,2,iltifat;kinship,iltifat=inter:3->2 | kinship=kinship-vocabulary.md
52,40,2,iltifat;mutashabih-lafzi,"iltifat=intra-strict:verb_plus_indep_pron | mutashabih-lafzi=pair with 68:46 (truly_identical, r=1.0)"
52,41,2,iltifat;mutashabih-lafzi,"iltifat=inter:2->3 | mutashabih-lafzi=pair with 68:47 (truly_identical, r=1.0)"
52,42,1,hapax,"hapax=lemma-hapax:makiyduwn (lemma=makiyduwn, root=kyd)"
52,43,3,divine-names;intra-xref;jinas,divine-names=1 name(s): Allah | intra-xref=intra-quranic-cross-references.md | jinas=jinas-wordplay.md
52,44,2,hapax;quotation,"hapax=lemma-hapax:kisof (lemma=kisof, root=ksf) | quotation=yaquluna speaker=UNCLASSIFIED"
52,45,2,iltifat;imperative,iltifat=intra-strict:two_verbs | imperative=ya*ara
52,48,5,body-part;iltifat;imperative;muhkam-mutashabih;time-vocab,body-part=body-parts.md | iltifat=inter:3->2 | imperative=Sabara | muhkam-mutashabih=muhkam-mutashabih.md | time-vocab=time-vocabulary.md
52,49,3,hapax;imperative;mutashabih-lafzi,"hapax=lemma-hapax:<idoba`r (lemma=<idoba`r, root=dbr) | imperative=sab~aHa | mutashabih-lafzi=pair with 50:40 (inflection_change;lexeme_substitution, r=0.8182)"
53,1,4,mutashabih-lafzi;numerical-sequence;oath-cluster;oath-opener,"mutashabih-lafzi=pair with 81:2 (lexeme_substitution, r=0.8) | numerical-sequence=numerical-sequences.md | oath-cluster=waw:celestial | oath-opener=Opening oath of surah 53"
53,2,2,intra-xref;oath-opener,intra-xref=intra-quranic-cross-references.md | oath-opener=Opening oath of surah 53
53,3,2,cross-textual;oath-opener,cross-textual=cross-textual-baseline.md | oath-opener=Opening oath of surah 53
53,4,1,oath-opener,oath-opener=Opening oath of surah 53
53,5,1,oath-opener,oath-opener=Opening oath of surah 53
53,6,1,hapax,"hapax=lemma-hapax:mir~ap (lemma=mir~ap, root=mrr)"
53,7,1,elative,elative=elative-forms.md
53,8,1,hapax,"hapax=lemma-hapax:tadal~aY` (lemma=tadal~aY`, root=dlw)"
53,9,4,dual-form;hapax;negation;weapon,"dual-form=qawosayon | hapax=root-hapax:qwb (lemma=qaAb, root=qwb) | negation=negation-taxonomy.md | weapon=weapons-warfare.md"
53,10,2,palindrome;phonaesthetic,palindrome=palindromes.md | phonaesthetic=phonaesthetics.md
53,11,1,qalb-theology,qalb-theology=qalb-theology.md
53,12,2,iltifat;rhetorical-question,iltifat=intra-strict:two_verbs; inter:3->2 | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
53,13,3,hapax;iltifat;plant,"hapax=lemma-hapax:nazolap (lemma=nazolap, root=nzl) | iltifat=inter:2->3 | plant=plants-quran.md"
53,14,1,plant,plant=plants-quran.md
53,15,1,paradise-hell,paradise-hell=paradise-hell-names.md
53,16,2,palindrome;plant,palindrome=palindromes.md | plant=plants-quran.md
53,19,4,hapax;iltifat;rhetorical-question;shirk,"hapax=lemma-hapax:{ll~a`t (lemma={ll~a`t, root=) | iltifat=inter:3->2 | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a- | shirk=shirk-rhetoric.md"
53,20,4,famous-number;hapax;iltifat;oath-cluster,"famous-number=numbers-spelled.md | hapax=lemma-hapax:manaw`p (lemma=manaw`p, root=) | iltifat=inter:2->3 | oath-cluster=waw:other"
53,21,2,kinship;rhetorical-question,kinship=kinship-vocabulary.md | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
53,22,2,hapax;shirk,"hapax=root-hapax:Dyz (lemma=DiyzaY`^, root=Dyz) | shirk=shirk-rhetoric.md"
53,23,4,code19-audit;divine-names;iltifat;shirk,code19-audit=code19-khalifa-full-audit.md | divine-names=1 name(s): Allah | iltifat=intra-strict:two_verbs | shirk=shirk-rhetoric.md
53,25,2,divine-names;phonaesthetic,divine-names=1 name(s): Allah | phonaesthetic=phonaesthetics.md
53,26,2,divine-names;rhetorical-question,divine-names=1 name(s): Allah | rhetorical-question=other-question markers=kam
53,27,1,hapax,"hapax=lemma-hapax:tasomiyap (lemma=tasomiyap, root=smw)"
53,29,2,iltifat;imperative,iltifat=intra-strict:two_verbs | imperative=>aEoraDa
53,30,2,hapax;jinas,"hapax=lemma-hapax:mabolag (lemma=mabolag, root=blg) | jinas=jinas-wordplay.md"
53,31,1,divine-names,divine-names=1 name(s): Allah
53,32,8,cosmology-audit;elative;form-content-outlier;hapax;iltifat;jinn;kinship;prohibitive,"cosmology-audit=cosmology-audit.md | elative=elative-forms.md | form-content-outlier=form-meets-content-outliers.md | hapax=lemma-hapax:>ajin~ap (lemma=>ajin~ap, root=jnn) | iltifat=intra-strict:two_verbs; inter:3->2"
53,33,2,iltifat;rhetorical-question,iltifat=intra-strict:two_verbs | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
53,34,2,hapax;iltifat,"hapax=root-hapax:kdy (lemma=>akodaY`^, root=kdy) | iltifat=inter:2->3"
53,35,1,rhetorical-question,rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
53,36,1,scripture-ref,scripture-ref=scripture-refs.md
53,37,2,oath-cluster;scripture-ref,oath-cluster=waw:other | scripture-ref=scripture-refs.md
53,38,2,form-content-outlier;jinas,form-content-outlier=form-meets-content-outliers.md | jinas=jinas-wordplay.md
53,42,1,iltifat,iltifat=inter:3->2
53,43,5,balagha;hapax;iltifat;paired-opposite;phonaesthetic,"balagha=balagha-mapping.md | hapax=lemma-hapax:>aDoHaka (lemma=>aDoHaka, root=DHk) | iltifat=inter:2->3 | paired-opposite=paired-opposites-network.md | phonaesthetic=phonaesthetics.md"
53,44,2,paired-opposite;phonaesthetic,paired-opposite=paired-opposites-network.md | phonaesthetic=phonaesthetics.md
53,45,3,dual-form;dual-form-topic;kinship,dual-form=zawoj | dual-form-topic=dual-form-mapping.md | kinship=kinship-vocabulary.md
53,46,1,embryology-audit,embryology-audit=embryology-audit.md
53,47,1,phonaesthetic,phonaesthetic=phonaesthetics.md
53,48,2,hapax;phonaesthetic,"hapax=root-hapax:qny (lemma=>aqonaY`, root=qny) | phonaesthetic=phonaesthetics.md"
53,49,1,hapax,"hapax=lemma-hapax:$~iEoraY` (lemma=$~iEoraY`, root=$Er)"
53,51,1,oath-cluster,oath-cluster=waw:other
53,52,1,hapax,"hapax=lemma-hapax:>aTogaY` (lemma=>aTogaY`, root=Tgy)"
53,53,1,sacred-geo,sacred-geo=sacred-geography.md
53,55,1,iltifat,iltifat=inter:3->2
53,56,1,iltifat,iltifat=inter:2->3
53,57,3,form-content-outlier;hapax;yawm,"form-content-outlier=form-meets-content-outliers.md | hapax=lemma-hapax:>azifati (lemma=>azifati, root=Azf) | yawm=yawm-catalog.md"
53,58,2,divine-names;hapax,"divine-names=1 name(s): Allah | hapax=lemma-hapax:kaA$ifap (lemma=kaA$ifap, root=k$f)"
53,59,3,iltifat;rhetorical-question;self-reference,iltifat=inter:3->2 | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a- | self-reference=quranic-self-reference.md
53,61,1,hapax,"hapax=root-hapax:smd (lemma=sa`miduwn, root=smd)"
53,62,2,divine-names;imperative,divine-names=1 name(s): Allah | imperative=sajada
54,2,1,quotation,quotation=yaquluna speaker=UNCLASSIFIED
54,4,1,hapax,"hapax=lemma-hapax:muzodajar (lemma=muzodajar, root=zjr)"
54,6,5,chrono-critical;hapax;iltifat;imperative;phonaesthetic,"chrono-critical=chronological-revelation.md | hapax=lemma-hapax:n~ukur (lemma=n~ukur, root=nkr) | iltifat=intra-strict:two_verbs | imperative=tawal~aY` | phonaesthetic=phonaesthetics.md"
54,7,6,animal;hapax;negation;numerical-sequence;parable;parable-topic,"animal=quran-bestiary.md | hapax=lemma-hapax:m~unta$ir (lemma=m~unta$ir, root=n$r) | negation=negation-taxonomy.md | numerical-sequence=numerical-sequences.md | parable=B:Resurrection→locusts spreading [ka-annahum jarādun muntashir]"
54,8,2,hapax;quotation,"hapax=lemma-hapax:Easir (lemma=Easir, root=Esr) | quotation=yaqulu speaker=Disbelievers"
54,9,2,hapax;quotation,"hapax=lemma-hapax:{zodujira (lemma={zodujira, root=zjr) | quotation=qalu speaker=Noah"
54,10,3,hapax;iltifat;imperative,"hapax=lemma-hapax:magoluwb (lemma=magoluwb, root=glb) | iltifat=intra-strict:two_verbs | imperative={ntaSara"
54,11,2,hapax;iltifat,"hapax=root-hapax:hmr (lemma=m~unohamir, root=hmr) | iltifat=inter:3->1"
54,12,1,iltifat,iltifat=intra-strict:two_verbs; inter:1->3
54,13,2,hapax;iltifat,"hapax=root-hapax:dsr (lemma=dusur, root=dsr) | iltifat=inter:3->1"
54,14,3,body-part;iltifat;muhkam-mutashabih,body-part=body-parts.md | iltifat=inter:1->3 | muhkam-mutashabih=muhkam-mutashabih.md
54,15,3,iltifat;rhetorical-Q-topic;rhetorical-question,iltifat=inter:3->1 | rhetorical-Q-topic=rhetorical-questions.md | rhetorical-question=other-question markers=hal
54,16,2,iltifat;rhetorical-question,iltifat=inter:1->3 | rhetorical-question=kayfa-reproach-or-wonder markers=kayof
54,17,3,iltifat;intra-xref;rhetorical-question,iltifat=inter:3->1 | intra-xref=intra-quranic-cross-references.md | rhetorical-question=other-question markers=hal
54,18,2,iltifat;rhetorical-question,iltifat=inter:1->3 | rhetorical-question=other-question markers=kayof
54,19,2,hapax;iltifat,"hapax=lemma-hapax:naHos (lemma=naHos, root=nHs) | iltifat=inter:3->1"
54,20,5,hapax;iltifat;parable;parable-topic;plant,"hapax=root-hapax:qEr (lemma=m~unqaEir, root=qEr) | iltifat=inter:1->3 | parable=B:Aad→uprooted palm trunks [ka-annahum aʿjāzu nakhlin munqaʿir] | parable-topic=parables-catalog.md | plant=plants-quran.md"
54,21,3,convergence;prophet-micro-ring;rhetorical-question,convergence=convergence-analysis.md | prophet-micro-ring=prophet-micro-rings.md | rhetorical-question=kayfa-reproach-or-wonder markers=kayof
54,22,3,iltifat;intra-xref;rhetorical-question,iltifat=inter:3->1 | intra-xref=intra-quranic-cross-references.md | rhetorical-question=other-question markers=hal
54,23,1,iltifat,iltifat=inter:1->3
54,24,3,iltifat;quotation;rhetorical-question,iltifat=intra-strict:two_verbs; inter:3->1 | quotation=qalu speaker=UNCLASSIFIED | rhetorical-question=other-question markers=a-
54,25,9,balagha;hapax;iltifat;iltifat-topic;jinas;negation;rhetorical-Q-topic;rhetorical-question;self-reference,"balagha=balagha-mapping.md | hapax=root-pair:A$r (lemma=>a$ir, root=A$r) | iltifat=inter:1->3 | iltifat-topic=iltifat-catalog.md | jinas=jinas-wordplay.md"
54,26,2,hapax;iltifat-topic,"hapax=root-pair:A$r (lemma=>a$ir, root=A$r) | iltifat-topic=iltifat-catalog.md"
54,27,4,animal;iltifat;imperative;weapon,animal=quran-bestiary.md | iltifat=intra-strict:verb_plus_indep_pron; inter:3->2 | imperative={rotaqibo | weapon=weapons-warfare.md
54,28,3,hapax;imperative;sacrifice-vow,"hapax=lemma-hapax:m~uHotaDar (lemma=m~uHotaDar, root=HDr) | imperative=nab~a>a | sacrifice-vow=sacrifice-vow.md"
54,29,3,hapax;iltifat;sacrifice-vow,"hapax=lemma-hapax:taEaATaY` (lemma=taEaATaY`, root=ETw) | iltifat=inter:2->3 | sacrifice-vow=sacrifice-vow.md"
54,30,2,convergence;rhetorical-question,convergence=convergence-analysis.md | rhetorical-question=kayfa-reproach-or-wonder markers=kayof
54,31,3,hapax;iltifat;parable,"hapax=lemma-hapax:muHotaZir (lemma=muHotaZir, root=HZr) | iltifat=intra-strict:two_verbs; inter:3->1 | parable=B:Thamud→like dry twigs of a pen [ka-hashīm al-muḥtaẓir]"
54,32,2,intra-xref;rhetorical-question,intra-xref=intra-quranic-cross-references.md | rhetorical-question=other-question markers=hal
54,33,1,iltifat,iltifat=inter:1->3
54,34,2,iltifat;vocative-topic,iltifat=inter:3->1 | vocative-topic=vocative-addresses.md
54,35,1,iltifat,iltifat=intra-strict:two_verbs
54,36,1,iltifat,iltifat=inter:1->3
54,37,3,iltifat;imperative;sensory,iltifat=intra-strict:two_verbs | imperative=*aAqu | sensory=sensory-vocabulary.md
54,38,1,hapax,"hapax=lemma-hapax:Sab~aHa (lemma=Sab~aHa, root=SbH)"
54,39,2,iltifat;imperative,iltifat=inter:3->2 | imperative=*aAqu
54,40,3,iltifat;intra-xref;rhetorical-question,iltifat=inter:2->1 | intra-xref=intra-quranic-cross-references.md | rhetorical-question=other-question markers=hal
54,41,1,iltifat,iltifat=inter:1->3
54,42,1,iltifat,iltifat=intra-strict:two_verbs
54,43,2,iltifat;rhetorical-question,iltifat=inter:3->2 | rhetorical-question=rhetorical-affirmation (taqrīrī) markers=a-
54,44,2,iltifat;quotation,iltifat=intra-strict:verb_plus_indep_pron; inter:2->3 | quotation=yaquluna speaker=Disbelievers
54,45,2,prophecy;prophecy-audit,prophecy=sayu-hzamu-l-jam' — they will be defeated | prophecy-audit=prophecy-audit.md
54,46,1,hapax,"hapax=root-hapax:dhy (lemma=>adohaY`, root=dhy)"
54,48,4,iltifat;imperative;paradise-hell;sensory,iltifat=intra-strict:two_verbs | imperative=*aAqu | paradise-hell=paradise-hell-names.md | sensory=sensory-vocabulary.md
54,49,1,iltifat,iltifat=inter:3->1
54,50,1,time-vocab,time-vocab=time-vocabulary.md
54,51,1,rhetorical-question,rhetorical-question=other-question markers=hal
54,52,1,iltifat,iltifat=inter:1->3
54,53,2,hapax;phonaesthetic,"hapax=lemma-hapax:m~usotaTar (lemma=m~usotaTar, root=sTr) | phonaesthetic=phonaesthetics.md"
54,54,2,mutashabih-lafzi;mutashabih-topic,"mutashabih-lafzi=pair with 51:15 (lexeme_substitution, r=0.8571) | mutashabih-topic=mutashabih-lafzi.md"
54,55,3,angel;hapax;paradise-hell,"angel=angels-catalog.md | hapax=lemma-hapax:maliyk (lemma=maliyk, root=mlk) | paradise-hell=paradise-hell-names.md"
55,1,5,code19-audit;divine-names;divine-names-topic;rahman-surah;rhyme-break,code19-audit=code19-khalifa-full-audit.md | divine-names=1 name(s): al-Rahman | divine-names-topic=divine-names-distribution.md | rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=من
55,2,2,numerical-coincidence;rahman-surah,numerical-coincidence=numerical-coincidences.md | rahman-surah=Ar-Rahman structural passage
55,3,2,rahman-surah;rhyme-break,rahman-surah=Ar-Rahman structural passage | rhyme-break=surah-modal=ان this=سن
55,4,2,rahman-surah;self-reference,rahman-surah=Ar-Rahman structural passage | self-reference=quranic-self-reference.md
55,5,2,paired-opposite;rahman-surah,paired-opposite=paired-opposites-network.md | rahman-surah=Ar-Rahman structural passage
55,6,5,balagha;dual-form;dual-form-topic;rahman-surah;salah,balagha=balagha-mapping.md | dual-form=sajada | dual-form-topic=dual-form-mapping.md | rahman-surah=Ar-Rahman structural passage | salah=salah-theology.md
55,7,1,rahman-surah,rahman-surah=Ar-Rahman structural passage
55,8,2,iltifat;rahman-surah,iltifat=inter:3->2 | rahman-surah=Ar-Rahman structural passage
55,9,4,chrono-critical;imperative;prohibitive;rahman-surah,chrono-critical=chronological-revelation.md | imperative=>aqaAma | prohibitive | rahman-surah=Ar-Rahman structural passage
